Temperature (F),Pressure (psi),Vibration (mm/s),Humidity (%),Noise Level (dB),Usage Hours,Maintenance Frequency (per year),Power Fluctuations (per month),Machine Age (Years),Operator Experience,Failure Type
79.65490623691939,34.588310244195156,0.6491415456019416,27.18990421584848,65.8658358298455,4453,7,1,1,High,Leakage
82.49084399039822,28.843852849400726,0.7151377111090967,38.42580098883171,78.54068209258557,4771,8,2,10,Low,Overheating
74.93910010746613,31.130016813543563,0.38363043088885523,35.257293234981006,76.78630847244986,2083,9,2,1,Low,Leakage
54.34613823221569,29.703340331586958,0.49607373429953217,46.13410148090051,68.70233834788009,1352,8,1,2,Medium,Bearing Failure
93.58675223746438,32.00187033159291,0.48816433719706004,76.40933864932391,65.27857087879217,8674,9,2,10,Medium,No Failure
70.71172096689425,28.504869692913605,0.5124161485566622,44.68396727219708,77.27968676707019,5251,6,1,6,High,No Failure
59.947761239663635,28.21244622671434,0.6030080583360747,33.92881401964961,65.58628598038884,1482,3,3,14,Medium,No Failure
75.07405561058307,30.670278611822308,0.30901550820104207,50.36815609322449,75.4222997416645,3210,9,3,6,High,No Failure
68.19410563016638,26.426739361802802,0.4362579150955693,69.91311453547516,69.00140264446443,9931,4,5,13,High,No Failure
61.71459387261114,24.930637797682238,0.394218621581266,22.812417047142397,75.37201610162259,7809,8,2,14,Medium,No Failure
85.27772649669842,36.358433924659366,0.5497209391415119,45.46905431714224,68.22661081687838,9952,8,1,11,High,No Failure
74.87717220924867,23.604776299925092,0.6658491974569076,65.36940798954626,69.24807328080824,9146,5,1,9,Low,Leakage
79.07186568009635,25.278403103786072,0.557297194743746,44.951522399249676,70.10056168108429,2761,7,3,3,Medium,No Failure
72.1181759140507,35.82223917142337,0.376108783935161,59.33308488258266,69.60350163543323,2707,3,0,4,Low,No Failure
80.94475952771911,33.27260889078147,0.5996264014628936,71.45914084106673,71.06604681218519,5358,3,1,10,Low,Electrical Fault
73.54840371173881,35.3082071065509,0.5665156298810454,31.232701048373286,68.78517292718708,350,5,3,1,High,No Failure
78.36082367927813,32.67506837165944,0.5543179314649537,43.72221312449592,73.90985473284178,5917,3,1,3,Medium,Leakage
81.52189454839501,31.58949039555301,0.5224728247419208,53.322817708165886,80.371101878585,1617,9,2,10,Medium,No Failure
77.27555142754113,23.657697553424043,0.4038051781721582,63.42404041862875,64.19491910193554,470,8,4,14,High,No Failure
72.92854394233224,24.07959107050286,0.5113269164141905,74.17384678465052,72.8298969745686,7785,9,1,9,High,Leakage
71.76393336725658,19.64810914252238,0.46318419745695105,64.20690446881056,69.9145997481426,9673,9,2,6,Medium,No Failure
60.20122620682203,29.46586604588232,0.35456368407926847,69.41113043002022,70.68009458417937,5300,2,0,14,Medium,Overheating
90.85672504267104,23.044631725972643,0.7294254714199953,39.543509333176885,76.46281946208079,9725,5,2,3,Medium,Leakage
69.55973954122548,30.20915697808317,0.41342990696306114,30.04982174267773,71.97090563651254,4881,8,1,3,Medium,Overheating
69.8001535687618,38.445856050170555,0.5489379202151478,29.995445420534388,71.52927754400122,9092,2,2,3,High,Leakage
78.56013541021537,28.238584916699903,0.6027164829076102,62.06682233017029,74.61690218693158,4798,8,2,9,Medium,No Failure
74.71376821082325,30.40197311008808,0.6484287959107435,70.43345110389939,71.80479950659999,9130,3,4,9,Medium,No Failure
73.01201666693976,26.904126246578535,0.6199238165867875,49.01476188966056,74.06318701021219,2919,9,2,4,Medium,No Failure
66.82079875684403,29.83834193319097,0.5304208254920917,62.94097210682128,62.63383080107001,4306,5,2,12,Low,No Failure
85.98161654209835,25.86475220475181,0.3831776074076368,70.30722072122158,70.0718768455063,5288,1,2,7,High,No Failure
71.95448845733381,23.025073302829504,0.4214801012144022,22.683003984157416,67.7850055611389,7865,4,1,6,Medium,Overheating
85.98403304283406,26.398864505726014,0.5952962929243897,61.49918600629944,67.81811140814813,6210,7,3,13,Low,Leakage
71.44152828501534,36.37591544950715,0.6795992925909699,66.84129185613591,67.15520250274103,704,6,0,11,High,No Failure
90.55290516097313,27.188814928157445,0.5819761041680034,57.784087366745275,69.07744552572854,6335,3,1,13,High,Bearing Failure
84.03525510447373,35.23586231952025,0.5504142207473279,79.04547728441923,76.72227306398203,128,7,5,6,Low,Bearing Failure
81.89811853816315,30.94877833368058,0.5205769777955915,35.002768570614634,70.01385812897833,3829,1,1,3,Medium,No Failure
79.55668540641949,30.12338017236512,0.4431332506167718,63.646345727068066,73.53619284325599,2217,8,1,2,Low,No Failure
79.55590602282919,40.0649577999744,0.5496298455478223,62.01662368614546,78.03291349294804,1557,9,0,1,High,Bearing Failure
90.9278242151955,23.542935528541772,0.45047142696050413,64.28043204639843,66.20498786322983,9171,2,3,12,Medium,Electrical Fault
86.64056304441785,28.968357357644706,0.42824689725810694,28.28670645723127,65.73061296012119,2761,5,2,8,Medium,Bearing Failure
70.21345418246642,30.327377371169778,0.6342581377519323,24.260337682980854,61.29621543600225,8819,9,3,6,Medium,No Failure
68.94565677279627,18.03231119752394,0.34992918036187015,65.74981470147158,70.21811632374583,4622,8,0,6,High,No Failure
78.38413558969211,34.229937648155136,0.33867469058287103,58.820253233655606,64.67491886818983,2009,5,1,7,Low,No Failure
69.23293563254383,28.900745604292304,0.35663825076319866,61.78805330834119,68.98261700786463,9842,4,1,4,Low,No Failure
73.16211549365934,23.18021790450848,0.5892637160803897,35.31671239789671,72.32195362425163,8511,7,1,2,Medium,No Failure
78.86807899806533,22.386002612627934,0.49180376625496,35.53342922894906,68.91673716033853,6376,6,5,4,High,No Failure
78.43093486801901,22.187227459911426,0.5325350951398011,27.089773113421245,63.878626496321786,8349,4,1,7,Medium,No Failure
86.65404100064983,28.54309170818251,0.40835349803114357,56.8270686775193,75.58664868444558,7690,8,4,7,Medium,No Failure
67.86663645424257,26.925025121786312,0.32063345957993716,73.63287141244555,65.70726161447338,4403,6,2,9,Medium,No Failure
71.5973615971817,24.008463215056288,0.5692859527679648,63.719842538683494,67.94958159133577,7788,9,4,14,High,Leakage
70.10246389947159,21.679632827580328,0.5323515151783131,73.98474351454527,71.08252338599253,1663,2,0,13,Medium,No Failure
78.56571582063175,39.03459175635078,0.6816547221771321,50.08827816666831,83.19236535575268,6115,6,6,11,Low,No Failure
75.97290290213472,34.47164897484946,0.4686558288769541,29.68866843275398,73.6933010559978,8628,2,1,5,Medium,No Failure
79.43035418672912,27.314128282320908,0.4349569870843939,35.74934147835728,70.33584699338107,564,9,3,11,Medium,No Failure
86.64460834341415,24.71957538731175,0.376246327329245,42.09433426240417,73.7516293075984,5309,2,3,11,Medium,No Failure
89.35125976322846,26.85139248073835,0.7675091468694708,63.702404688014596,67.11782164886037,6820,1,2,12,High,No Failure
71.54348060689418,32.196171244854455,0.6539226507035228,27.53059842616972,79.3468325603832,9765,7,1,3,Medium,No Failure
79.49619552457155,36.263806929868785,0.5006878278647103,29.516385807701603,77.90163883459255,1387,6,5,2,Low,No Failure
69.9949767579932,29.207493113132,0.36811508312134195,78.38855957917959,56.25512700688985,3679,3,3,12,Medium,Leakage
80.11345401931142,30.550729375557378,0.33129710673887935,36.59337286503255,70.15463758430728,9741,9,2,7,Medium,No Failure
72.14821681072623,27.222708453046746,0.351468006931586,23.73766853763786,62.85027838496039,1470,1,1,14,Medium,Bearing Failure
88.41787041160222,40.84136745083868,0.4794834630886373,54.63563573762287,73.87508355176442,8783,8,0,13,High,No Failure
87.28650789872522,22.2825700062715,0.3956802479159004,50.05141678380788,74.99861341009193,1563,8,3,7,High,No Failure
78.1340943612565,33.06792012501342,0.4653828179713545,70.42880938176515,78.37952797250898,6375,2,1,9,Medium,Overheating
59.87814952849648,21.59920377602991,0.47072800831558625,65.88634560586748,68.76105430228486,8132,9,2,5,Medium,Bearing Failure
76.84476341424859,35.18468971398196,0.378234224511919,36.34449122108443,76.84052381822072,7678,5,1,7,Medium,Overheating
80.50059638798997,29.321066246444197,0.6757590605527084,24.865916602603043,75.79935195677021,7813,6,5,6,Medium,No Failure
73.3513849581948,25.771124529768592,0.5044941523214322,71.40580141272892,65.75203509095167,1918,2,4,4,Medium,No Failure
69.05006291993324,29.472036317784916,0.6378373801080022,44.79839348726507,62.85775181704873,3109,9,1,5,High,No Failure
80.8249812067986,28.507960031244327,0.5904803681600477,64.8906397352076,62.859371381095876,782,7,2,11,Low,No Failure
69.82330068720825,27.821804162963712,0.4043511265956363,50.653580770912754,79.90545332870242,3154,2,1,10,Low,Leakage
70.72541945164201,26.597996998455883,0.5425050989939516,42.54663607023538,74.87517179052273,746,2,2,3,High,Electrical Fault
81.31960971677772,35.872811283592476,0.5645949099715959,24.020330944550135,71.17542439504288,8689,5,2,3,High,No Failure
81.18708013180328,30.929451021056156,0.5166189924410116,65.61094400121175,75.74048793450012,6313,7,3,9,Medium,No Failure
92.35221072607825,25.0199290938321,0.5702832614714876,68.52359689542499,69.54857852112119,7421,2,2,3,Medium,No Failure
78.58221855149033,29.302667553580935,0.404312951867959,22.64534470123148,75.31907402331802,616,1,0,10,Low,No Failure
70.47511490226252,26.015504823214307,0.30924609133064557,52.96353627407783,71.5568457611074,8767,4,3,8,Medium,Bearing Failure
63.22572763084607,30.831793348890614,0.595323370942605,65.3350639773686,69.42125544155667,8005,5,2,13,Medium,Overheating
80.95162339201721,30.036164681358713,0.3763412919578806,46.01677308469682,67.87358308984592,6009,7,1,3,Low,No Failure
72.19016352961916,34.639627998165196,0.44689532023424283,64.9069679269964,73.13543257708818,3604,7,0,12,Medium,No Failure
80.28569076419862,27.28328639295699,0.3433954154268263,27.135325945675902,62.29614453118499,6605,3,2,10,Medium,No Failure
85.91806138053369,27.376917838922814,0.44530627070343265,56.43844584430899,72.55509065878978,35,2,1,5,Low,Bearing Failure
76.96549535702526,26.145986100433813,0.6043954631581157,79.13240265532585,62.58175262863593,7380,2,6,8,Medium,Leakage
78.6364445784462,28.280579677659464,0.5750093497429863,42.966307107337464,71.05417954563991,7442,5,4,14,Medium,Leakage
78.65196123817954,34.22424150797712,0.36137300829084096,24.43780434768052,69.34217406154619,4795,7,4,1,Medium,Bearing Failure
64.16766691998615,30.845388531008037,0.6182039615829933,31.618771375120257,72.82478394017048,3763,7,2,8,High,No Failure
69.39971719739827,30.82557931872055,0.6456929839490089,78.19831598177055,74.04661690841309,6312,9,3,12,Medium,No Failure
89.95530660816671,32.75271485870079,0.690421258254636,44.273961695301836,65.31936535078047,9913,6,1,5,Medium,No Failure
81.1754120740751,18.04073324706613,0.4773541114384998,76.12969558724691,68.38233854067087,5679,4,2,1,Low,No Failure
71.12325380547956,30.670769772774467,0.4439337930803181,61.101045346537305,65.71774417356706,2260,1,2,4,High,Leakage
71.83717991556745,31.358018491057113,0.5590102185289714,55.150148474680485,75.63489499115869,6133,4,4,7,Medium,No Failure
73.1269344267066,41.05667771720597,0.5642810008807725,35.7280639399514,69.26417853986563,2633,5,5,13,Medium,No Failure
67.01276913849014,33.42828299860378,0.4875756606497254,67.59347823787726,71.19426746647963,7223,7,3,7,Medium,Bearing Failure
70.48921583017665,35.37376985552165,0.5400353044455141,41.863765235997825,66.86164020218744,7189,6,5,7,Medium,Leakage
58.9051332925236,36.42322678534668,0.4065103262127126,35.61719260235757,64.66933423464633,8403,4,1,4,Low,No Failure
61.542033194452586,29.100137929585344,0.4758924127371813,27.314171704789434,66.64859499140478,4301,5,1,8,High,Leakage
73.7693222379295,21.92538874522426,0.5293355900912581,70.34144884081442,69.17030704256757,6766,7,0,2,Medium,No Failure
76.84201062988521,28.186106403152117,0.5855312630847325,79.33169843507835,61.27381586261076,5745,3,6,9,Medium,No Failure
67.91426909087845,25.45173219661629,0.5157425248987514,77.16089588956993,65.8649603635457,9077,7,3,11,Medium,No Failure
73.66974372414924,32.79165343162917,0.5108982943145306,79.73042277417588,62.417660026332214,9373,4,3,13,High,No Failure
67.24191670158258,25.672727208344313,0.36154577678266575,75.44639748781613,69.14308372169563,1826,9,3,14,Medium,No Failure
47.80235616425186,27.54385221768754,0.5604962407208778,45.79640764243984,65.163592802312,2902,3,0,4,Medium,Overheating
68.53662221567319,38.20440328416574,0.5274535387990401,35.900613612715546,70.34558693704201,8773,2,3,7,High,No Failure
81.99784027018259,25.78217372965907,0.48517670635074334,77.92868206066862,75.40844721306027,34,5,0,2,Medium,Electrical Fault
77.29552246785423,30.78675639160652,0.477202423490158,77.84377572513336,63.26833405729733,5530,5,0,3,High,Leakage
56.133062043964685,27.105748592055676,0.357529924371096,47.304951509860715,78.4231534051926,7620,9,1,10,High,No Failure
56.407230384478964,28.903612669408904,0.442558898456616,53.73820959352764,70.70314500874925,5422,8,1,9,Medium,Bearing Failure
74.14072901105806,30.70715532080152,0.69984474648418,66.42153915656579,66.16719420082018,1260,3,0,12,High,Electrical Fault
81.87738342796156,23.088087827303838,0.3867549033715075,23.474832849371232,68.09960425328542,9128,5,2,2,Medium,Bearing Failure
70.61170008522522,34.548091722826406,0.5541015025287498,32.31695582662381,67.06123633804026,3165,2,1,14,High,Bearing Failure
87.82296056206904,33.39758279176097,0.2638803047042142,41.97439083489296,65.7120189167984,7068,2,1,1,Medium,No Failure
76.6369826292386,33.76788893074895,0.4153268753194181,40.99708588716918,70.21083537835571,821,8,2,11,Medium,Overheating
70.92381488273307,27.986302200504525,0.5760866635836577,61.89996062954314,66.7959805669222,9281,6,2,1,Medium,Overheating
66.03592106239395,29.991956587654805,0.6855721719895614,30.315128759016005,71.62916596962052,9904,6,4,2,Medium,No Failure
71.0726848549936,34.5316692022996,0.5244631966835157,76.69578320746314,77.73790378686624,8200,1,3,6,Low,No Failure
64.5465617705711,29.08934030783748,0.6174710276548174,73.21716077285232,74.45990941993617,1722,1,1,13,High,No Failure
68.76848152320672,33.4215083378114,0.419604088825971,60.52538882428317,78.00117910443937,1371,5,1,2,Low,Bearing Failure
72.93487756931862,25.03542931558558,0.49692562943550267,28.100972067574347,65.68405870835306,5161,5,4,12,High,Electrical Fault
56.566746594616035,28.91180340192674,0.4404689803574965,58.792879953155655,66.09793314816315,1520,4,2,3,High,Bearing Failure
68.29853029870233,19.194793199968856,0.5996519235702162,77.7091057565378,63.75451890620765,1849,5,0,5,Low,No Failure
62.92186242242805,25.910156426970133,0.4539829896925419,66.6445116430923,66.64082864454039,1802,5,5,5,High,Overheating
81.90120909661337,35.58998249586738,0.43665776438805615,42.50754315389417,74.55670946725913,8840,4,1,14,Low,Leakage
56.944081645873986,28.63355113563912,0.45939220747184023,61.18841798944287,73.6710315629999,7050,8,3,2,High,Leakage
62.226053676955544,24.780445693199717,0.5629850124950402,63.92807089107381,67.0250992348863,9762,1,0,6,High,Bearing Failure
73.080884038285,37.68165252709446,0.46878078746111396,54.576311540501024,74.21162414813627,5316,4,4,2,Medium,Bearing Failure
78.65253932296886,35.44780141612864,0.36851573515083785,62.243785216461326,62.012674292239524,462,1,4,6,Low,No Failure
94.59035259164402,32.68612269086973,0.19689490054737785,23.317604622128446,67.71043944520414,8217,8,1,9,High,Leakage
82.82381616971297,41.73609658334584,0.5137184175982883,40.85065635386212,63.23634014957446,86,3,1,12,Medium,No Failure
66.47837361405452,37.251440118633866,0.5295902652274481,39.1367652988806,76.47804715337504,1512,8,2,1,High,Electrical Fault
85.23871213613114,35.60016805358559,0.44874593276417435,44.173010943524574,64.43715555000036,4426,2,5,7,Low,Bearing Failure
62.13661925922458,32.30186587844264,0.5949419526103719,44.81856172521878,72.95582736119299,3174,4,2,13,Medium,Overheating
73.60955082317322,20.75998401497969,0.6597219572844841,38.01916599655009,66.1516716104204,6670,6,3,10,High,Bearing Failure
92.4642633398027,25.293699612530425,0.6283441267015979,47.06964551983873,76.71287208399963,1330,3,3,14,Medium,No Failure
80.94242557859964,34.06724404249011,0.38546776023463036,63.05743981615513,63.09906002484013,5975,4,3,11,Medium,No Failure
69.11595088576058,30.254003585672002,0.5491543879091331,37.83495919540187,65.73828037827369,9444,4,1,1,Medium,Bearing Failure
77.77782015007905,31.299757145909982,0.43520628205176304,52.62431147623084,73.32511447409752,1094,6,4,9,High,Electrical Fault
49.38086143139874,34.16747686529472,0.5543043607474725,71.9102859888315,74.65626151564699,5920,9,1,5,Medium,No Failure
84.07649985845802,30.682720817236763,0.4931006862178412,31.835138715604714,67.81025507016057,2570,4,1,5,Medium,Overheating
64.04308693794451,28.5873154444352,0.5713033426053423,58.415591136425974,70.88513194748322,4211,3,1,5,High,Bearing Failure
76.33987967278021,33.119348324220496,0.5880365265083387,40.094319350577926,68.1040809836042,2665,9,1,5,Low,No Failure
87.79539171553998,20.367076884841474,0.47585517635575597,65.11142766828341,67.70072685984012,3257,1,0,3,Medium,No Failure
76.96572082950773,22.197605587949706,0.346267657967396,42.797478454079425,70.18415022170798,6358,1,1,1,Medium,No Failure
74.21562144847888,28.61025888720412,0.47116137160536786,24.910446752683747,71.53257682166303,5443,6,5,3,Low,Overheating
94.04773304464194,29.53842116895493,0.45290558917685575,54.169872183475356,70.64506734859312,6430,4,3,14,Medium,Overheating
79.74622484641557,24.34139685699595,0.5348530021620642,47.82305895609163,69.68438318116635,4195,4,0,4,Medium,No Failure
81.65380883161772,35.52724094892871,0.48153267290286145,49.15555291754599,68.96316139228318,8818,9,5,13,High,Overheating
81.02191644239485,25.271802099844294,0.3683105659058421,66.42372560651566,75.22284032497751,572,1,2,2,Low,Overheating
80.4281098912369,32.06782253584919,0.47435965283898496,66.72929180771932,72.59031585910816,8845,5,3,9,Low,No Failure
75.80471865320878,30.004607118800973,0.5399523908785323,55.72297315619751,66.15486126966488,3535,6,4,13,Low,Electrical Fault
76.14038500362082,31.180212253274284,0.49303587585937225,33.22829772227445,71.88803324829016,6902,5,3,2,Medium,No Failure
53.746061461949985,29.887250931867477,0.5754599272838768,67.1895800147405,69.31851963009532,5376,5,1,14,Low,Overheating
69.27904464796262,27.741014874573764,0.5103921653563157,28.517470499429106,67.9542616493276,4427,6,1,2,High,No Failure
68.88897886926901,38.199192579096895,0.3817816256844509,43.07185602712123,66.92572628305409,9138,4,3,2,Medium,No Failure
77.2652433517623,26.97974366705131,0.4743050144412361,29.75204053570673,66.71444854041778,232,3,2,4,High,Electrical Fault
66.48798465401455,38.94461088227685,0.5065353714887751,60.41838188883741,75.33568562875675,9421,9,3,14,Medium,Bearing Failure
50.235182428982995,41.18946662070775,0.6529396681115415,50.79272216110806,75.01854571270104,4937,6,2,2,Medium,Electrical Fault
70.01962802516925,24.335870801531897,0.522268804104535,44.6794824222556,76.23497738689103,6895,4,3,4,Medium,No Failure
73.06953475693822,34.85856886278077,0.469516457743989,20.10288960671651,67.18776971204451,6046,2,3,9,High,No Failure
70.24329435499233,34.51738481326768,0.47739425845945394,75.13514738063849,70.1797629283047,2465,2,0,11,High,No Failure
60.262215609994435,36.85754817293553,0.5324361581094931,58.57595079084876,56.10595471866189,1719,9,0,5,Low,Overheating
91.40600350079956,27.102147378142895,0.4978693702261837,61.301355162978545,69.14562424958052,2906,2,3,10,Low,No Failure
60.18845888424987,30.110546105543083,0.5704710630101082,54.70060143839494,73.7592198069402,9705,7,1,11,Medium,Overheating
62.81784402371855,33.878380836427596,0.5529086070360032,24.8409442888264,73.93765766126845,4303,6,2,7,Medium,No Failure
67.03266626766643,30.2564265772974,0.5080506934613579,56.35426100049639,72.65238675265422,7943,8,3,10,High,Bearing Failure
88.55124722290145,28.362298455229734,0.6492066529785664,47.52144049695314,68.92662027298941,1412,3,0,4,Medium,No Failure
93.11017057254436,17.571515835489436,0.6223991974348685,77.43348016875238,61.31797010706084,3532,8,0,12,Low,No Failure
72.35197245737146,29.7296362919437,0.4847159023197103,45.7198381077462,66.23069923317763,4814,6,3,12,Medium,No Failure
70.16452474051675,28.69307058292414,0.3679566098927799,33.93867485842621,68.92499407431802,1267,1,2,4,Medium,No Failure
81.09485404033087,29.135161344121286,0.5742594579855148,35.73372772224324,66.92182386908505,4122,1,2,6,Medium,No Failure
81.04640360699338,25.4732157782694,0.40728864463538483,76.45953964969416,72.07384410406233,8727,8,2,9,Medium,No Failure
65.32059736230583,28.648657219503225,0.6276693313460125,75.08224710990453,71.18563056667043,2192,1,4,10,Medium,Bearing Failure
78.14697529296095,32.305639756494976,0.3704830405178011,71.15582468365263,82.80416346402896,5799,2,2,13,High,No Failure
75.33373589744214,33.14516206307906,0.353271353692619,73.81731867259644,63.47459524180378,4904,5,1,2,Medium,No Failure
96.70004448214645,29.993880333756415,0.46674423230327533,76.79525967544126,62.05519227375386,8760,3,3,13,Low,No Failure
88.17237522585098,28.2930052639869,0.4909538501181111,44.684165275323345,81.45026526884114,1950,3,4,3,Low,No Failure
79.54309955313911,35.71261992351917,0.5975541464994564,47.65526720228225,73.726869622766,3779,7,3,8,Medium,No Failure
68.20205479993514,28.22461202658343,0.47170386868918285,62.75621938215776,65.73797679569935,6022,8,2,13,Low,No Failure
81.76804441042117,32.64099485627499,0.4342971489659939,60.39491227863889,77.19254220276216,1464,2,5,2,Low,Bearing Failure
88.78537603825858,25.22054787612424,0.44617261392094554,66.62961757887905,64.24731157980793,1753,1,2,12,Low,No Failure
73.99836246848409,28.857939976130815,0.5518092167946158,75.28612385220134,74.40635466172856,7018,9,1,3,High,Bearing Failure
73.21253999157645,29.815712883246917,0.5108911378880138,47.18351178711196,65.24435347166374,2007,8,3,3,Medium,Leakage
80.54928779034695,29.11219691467396,0.6163763582113709,57.470401209956265,72.43994164262426,5727,4,0,7,Medium,No Failure
88.3142081707475,37.851545015354915,0.4844810627593008,69.45565454623176,75.72562676314129,545,2,2,7,High,Overheating
82.26246454589526,25.753902830531437,0.5141236881313929,37.08851869213655,77.20431271006974,6232,1,2,11,Low,No Failure
88.0980953128278,35.276117148414194,0.6581921850878909,56.95696329957824,69.1391550182304,4894,5,1,14,Medium,Leakage
87.6011532120655,25.29006040003658,0.5873028649179755,42.24137117003964,70.97317301811744,1275,3,0,6,Low,Overheating
75.4465121292617,26.746126278089527,0.5784868336429884,20.117704621018433,68.39781276158773,3630,2,2,12,Low,No Failure
81.42866843842276,29.294342693553222,0.5149189264363786,55.362973018236794,70.62195682257861,1381,7,1,13,Medium,Electrical Fault
69.1138988420571,34.22629578420822,0.7662681904878692,54.64234632441981,77.42830648369389,4060,7,1,3,High,No Failure
94.13037692733383,26.511257362137084,0.483207128514772,29.069282440624075,68.55786119789023,9370,7,0,9,Low,Overheating
76.79086424165304,28.112492022466245,0.48914776318192127,78.92554830074536,76.01112530266863,1448,8,1,4,High,No Failure
63.78290711574193,24.891838589170217,0.4199434536682859,78.05491245284644,70.40010388786195,5761,5,1,3,High,No Failure
75.42099832210765,36.18803349768619,0.6075531784440166,67.75289666729235,67.20670528859156,6046,5,0,1,Medium,No Failure
53.369941115619206,30.933606584333546,0.4962956597304789,35.63594200715555,58.18870569049663,2394,3,0,13,Medium,No Failure
80.35535403851466,35.70094129613549,0.4942371727335269,29.862569861730996,69.768595499714,3628,6,2,3,High,No Failure
65.46916912975173,30.46481047035254,0.5787873126149956,75.45576004266422,70.26502597335084,5171,7,3,1,High,No Failure
83.79521021758096,24.220618985130407,0.4918516202797016,35.09146744731535,70.883135208436,4042,6,2,8,Medium,No Failure
76.38799223690228,28.096116307029664,0.37563566726652337,76.69408396529091,69.36133495655797,6781,4,2,11,Medium,No Failure
76.36560409476729,36.12417626496763,0.4595993600617533,69.97941691438393,66.37661558166994,5046,7,1,10,Medium,No Failure
76.88685951310426,24.212355821917228,0.597164323652215,56.034482321663155,71.01360045197059,4839,6,0,11,Medium,No Failure
69.59136126499102,38.889242305492225,0.3469707186064419,22.769243439319677,72.14047584763908,8752,2,1,6,Medium,Overheating
73.60458071125856,42.31151334536874,0.710118023705072,43.21637125008103,69.34885166661417,9989,2,1,12,High,No Failure
77.8396869285346,30.788063388009924,0.4358820673459431,74.77943053014326,61.78034284346801,2189,6,2,3,Low,Bearing Failure
77.24118589146961,26.29960232065606,0.5033397673811741,33.332797340968355,68.11971141708796,6603,4,2,13,Medium,No Failure
84.22341716296502,30.167161471028127,0.45693690431631395,59.60967139670006,72.1364230915579,9801,3,4,4,Medium,Overheating
70.11762904854653,32.9532075273294,0.5187326843331356,23.22841226878215,69.69888354129905,3366,1,4,2,High,Overheating
74.3510175666604,34.2046049755618,0.5304531484896086,66.7355476798563,64.78319073965918,6182,5,1,2,High,Bearing Failure
65.32339255960763,33.57164218257229,0.47661144043387565,34.907017872749734,74.99699651430976,7926,1,4,12,Medium,Leakage
92.57468802852998,28.27711548004459,0.42324869925413494,54.11640374444415,62.0411636969532,9740,6,5,13,Low,No Failure
69.33263007180895,30.718382940469656,0.5597316286291764,37.22529581423643,72.48874440406298,5812,8,1,12,High,No Failure
82.88129636470791,25.77780947291797,0.5484097851052379,78.07272597571324,65.51471685408005,554,1,2,7,Medium,Electrical Fault
73.86818673278957,32.106457096670674,0.44834790053998325,39.76167192411807,71.2315694919216,3156,6,1,2,Medium,No Failure
76.10205093474306,21.724121589019873,0.4091522218830603,68.64383774708767,72.7666868088799,9226,9,4,1,Medium,Bearing Failure
77.6139812823933,35.89141030713052,0.2772191097218241,44.83216781378982,68.08804490630031,1306,4,2,8,Medium,No Failure
57.52905404904845,30.313599766355736,0.5984859505993507,53.54335390378789,67.60320097121915,7613,4,1,1,Low,No Failure
72.98930173628754,25.8148924233605,0.6860703108311397,47.69527069691027,71.55663947228688,7247,2,4,1,Low,Leakage
64.80672312412199,28.703321391803616,0.4780833593756619,76.8575698761487,74.84466877883256,3307,5,4,2,High,Overheating
74.81070640633757,30.176570656430577,0.5143066229818338,26.863004383034966,75.35328667874732,6449,2,1,4,High,Overheating
72.40115491353595,36.69091520619063,0.6472834046927218,50.79470999958936,65.30689809591172,8186,8,2,5,Medium,Overheating
80.64690367990688,33.75227733579038,0.541324236189843,41.18134855340146,75.89820605443258,501,2,2,5,Medium,Overheating
82.81646280135419,35.22030459899591,0.5654287662369907,31.39695182756636,76.68325195357329,264,2,3,5,Medium,No Failure
72.42053321119212,35.72552963869893,0.6027319289242413,67.73192409978131,67.15750608700145,3522,5,2,6,Low,No Failure
86.2651352873796,33.615504121794935,0.42930875366291926,45.782925540603046,61.06749978982623,4252,6,1,12,Medium,No Failure
63.13863539577905,28.843783082062764,0.4462486471891736,28.06989354170128,64.65439872525376,2296,6,2,1,High,Bearing Failure
66.47720905423216,24.307665942867445,0.31581711682524477,67.40008263171546,73.68777754931646,8375,4,2,11,Medium,Overheating
87.93269280492152,24.704356137009192,0.36807696165573167,76.95492440673006,74.8499905775725,9215,8,0,13,Medium,No Failure
76.90258755029365,24.712144841995798,0.5159480864192404,60.211842924017716,73.5004916899608,6824,5,1,5,Medium,No Failure
70.77889731808983,24.47229547536115,0.5104045052369984,59.549246135116405,67.59416623355517,8283,2,1,7,Medium,No Failure
87.06307189132835,25.494885759310534,0.5585988880860332,60.000555692821514,72.8544343823429,1754,7,2,14,Medium,Electrical Fault
72.88803980110578,29.58497927498341,0.5240218837824995,45.77869202460467,62.00831472068137,5204,2,0,1,Medium,No Failure
78.39187318747831,32.04104534739614,0.2605778813288828,58.94701746740241,68.9964471440684,8059,2,6,4,Low,No Failure
75.65667540493672,42.08000029819281,0.4165936276771582,77.54200365865785,68.56791115189692,8234,1,3,6,Medium,No Failure
63.66237840242168,29.806609583815273,0.5911460904538035,33.913660113131726,65.83820582316335,2970,2,2,12,Medium,No Failure
86.5475781288771,35.5440191939005,0.5436676485775331,62.56512455201127,68.90913909815426,1052,1,4,13,Low,No Failure
86.11683789504369,35.431883703619555,0.4095356249645707,76.35687009956185,70.15419901883843,2696,5,2,12,Low,No Failure
90.35020940902623,39.044156914819155,0.6119042617079258,43.306685292738855,65.48109180526913,3211,8,1,5,Medium,Leakage
74.86253778065176,30.40061091246345,0.44526474996502696,49.72236354067428,73.13131874114983,5475,6,2,10,Medium,Leakage
