Date,Channel,Region,Ad_Spend,Impressions,Clicks,Conversions,Revenue,CTR,Conversion_Rate
2025-04-23,Google Ads,South,19733,205148,8518,1076,732756,4.15212432000312,12.632073256633012
2025-04-23,Instagram,North,14160,396608,19123,1744,1451008,4.821637485880265,9.119907964231553
2025-04-24,YouTube,South,47931,407529,2231,2904,940896,0.5474457032505663,130.16584491259525
2025-04-24,Email,South,42611,186479,9495,1986,1896630,5.091726146107605,20.916271721958925
2025-04-25,Instagram,West,39166,171517,9175,2068,1017456,5.34932397371689,22.539509536784742
2025-04-25,Facebook,South,16923,64830,6746,2720,2537760,10.405676384389944,40.320189742069374
2025-04-25,YouTube,West,49569,464654,1039,278,258262,0.22360724323905531,26.756496631376326
2025-04-25,Email,West,5829,320091,10605,2273,1879771,3.3131203314057562,21.433286185761432
2025-04-25,Email,East,25584,83825,4271,1566,1487700,5.095138681777513,36.66588620931866
2025-04-26,Instagram,North,12775,83217,9051,769,659802,10.876383431270053,8.496298751519168
2025-04-27,Instagram,East,16683,36959,17009,1196,1103908,46.02126680916692,7.031571520959493
2025-04-28,Instagram,East,39046,59394,16122,2492,2277688,27.144155975351048,15.457139312740356
2025-04-28,Email,West,14374,282256,4108,1186,354614,1.4554163596168017,28.87049659201558
2025-04-29,Google Ads,East,39808,24041,4782,846,358704,19.89101950833992,17.691342534504393
2025-04-29,Instagram,South,27402,439638,16972,1680,717360,3.8604488238050396,9.898656610888521
2025-04-30,Facebook,South,29716,313555,2780,273,177450,0.8866068153912391,9.820143884892087
2025-05-01,Email,East,25356,408027,1185,2320,990640,0.29042195737046816,195.7805907172996
2025-05-01,Facebook,South,48685,314802,10771,2090,1931160,3.4215157464056776,19.403955064525114
2025-05-03,Email,South,44811,198561,18791,1746,703638,9.463590533891349,9.291682188281625
2025-05-03,YouTube,West,8445,219077,6556,185,59940,2.992555129018564,2.821842586943258
2025-05-05,Google Ads,North,9551,238280,3730,2171,2123238,1.565385261037435,58.20375335120643
2025-05-06,Facebook,South,11356,459723,1074,2143,462888,0.23361894010088682,199.53445065176908
2025-05-06,Google Ads,South,33093,331521,5267,368,355120,1.588737968333831,6.986899563318777
2025-05-06,Facebook,South,48908,122544,1784,936,524160,1.4558036297166732,52.46636771300448
2025-05-06,Instagram,East,34329,70523,4747,2651,1243319,6.731137359443018,55.84579734569202
2025-05-07,Instagram,North,35409,488059,15877,2797,1639042,3.253090302606857,17.616678213768346
2025-05-07,Instagram,North,26073,369953,17663,1485,977130,4.774390260384427,8.407405310536149
2025-05-07,Facebook,North,41428,72121,14420,2042,1008748,19.99417645346016,14.160887656033285
2025-05-08,YouTube,South,6631,189286,10192,410,237390,5.384444702724977,4.02276295133438
2025-05-08,Email,West,5290,333309,15950,1554,1157730,4.785349330501126,9.742946708463949
2025-05-09,Facebook,North,43341,319071,16571,1275,1100325,5.193514923010866,7.694164504254421
2025-05-09,YouTube,South,31864,456987,2041,1949,487250,0.4466210198539565,95.49240568348849
2025-05-09,Email,West,45881,80460,4310,2183,742220,5.356698980860055,50.64965197215777
2025-05-10,Email,East,45586,411473,9061,1253,651560,2.202088593905311,13.828495751020858
2025-05-11,YouTube,South,43047,281272,4774,2603,1671126,1.697289456469183,54.5245077503142
2025-05-11,Facebook,South,22007,266457,18150,1095,706275,6.811605624922596,6.033057851239669
2025-05-11,Facebook,East,9823,402648,12918,96,83232,3.2082613101269595,0.7431490942870413
2025-05-11,Email,South,23603,374500,4683,418,133342,1.250467289719626,8.925902199444801
2025-05-11,Instagram,West,31251,416656,1028,1112,1027488,0.24672631619369456,108.17120622568093
2025-05-11,Email,South,14771,83465,3756,818,596322,4.500089858024322,21.778487752928648
2025-05-12,Facebook,East,31184,109037,5288,489,198045,4.8497299081963,9.247352496217852
2025-05-12,Google Ads,East,30956,256120,9028,135,125145,3.524910198344526,1.4953478068232167
2025-05-12,Email,North,8051,269637,6911,2066,1258194,2.5630755423031704,29.894371292142964
2025-05-12,Instagram,North,28248,423532,13499,415,369765,3.1872444112841536,3.0743018001333433
2025-05-13,Google Ads,East,27255,83630,8269,2126,1996314,9.887600143489179,25.71048494376587
2025-05-13,Instagram,West,39076,330039,4545,2649,839733,1.3771099779117013,58.28382838283829
2025-05-14,Instagram,South,46788,351364,4912,719,148833,1.3979804419348596,14.637622149837135
2025-05-14,Google Ads,East,5284,244754,15478,1439,448968,6.323900732980871,9.297066804496705
2025-05-14,Instagram,North,23114,123071,13094,762,607314,10.639387020500362,5.819459294333282
2025-05-14,Email,East,11295,262203,2185,915,904020,0.8333237987360939,41.87643020594965
2025-05-15,Email,North,38087,484084,8750,1830,386130,1.8075375348080087,20.914285714285715
2025-05-15,Facebook,East,36612,18650,11280,928,457504,60.48257372654155,8.226950354609928
2025-05-15,YouTube,East,34843,237019,2660,2887,2676249,1.1222728979533285,108.53383458646617
2025-05-15,Facebook,West,16438,73609,7351,1827,816669,9.986550557676372,24.853761393007755
2025-05-16,Google Ads,South,12421,410198,13696,150,108300,3.3388753723811426,1.0952102803738317
2025-05-16,Google Ads,South,9206,192606,15733,2378,1833438,8.168489039801461,15.114727006928113
2025-05-16,Google Ads,East,13187,251343,13516,240,198720,5.37751200550642,1.7756732761171945
2025-05-16,Google Ads,West,7867,477516,19251,2516,2226660,4.031487950141985,13.069450937613631
2025-05-16,Instagram,East,6169,368672,6928,811,268441,1.8791771547608713,11.706120092378752
2025-05-16,Facebook,West,22885,304409,3297,1383,358197,1.083082300457608,41.94722474977252
2025-05-17,YouTube,North,19482,140847,11327,863,606689,8.042059823780415,7.618963538447956
2025-05-17,YouTube,South,30460,485617,2276,1194,364170,0.4686821095637097,52.46045694200352
2025-05-17,Google Ads,East,25486,443996,10540,2364,2259984,2.373895260317661,22.42884250474383
2025-05-17,Email,North,38876,323555,12280,2841,1167651,3.7953361870470244,23.135179153094462
2025-05-18,YouTube,West,17190,199637,12488,160,88640,6.255353466541773,1.2812299807815504
2025-05-19,Instagram,West,39024,120888,10817,2315,1076475,8.94795182317517,21.40149764259961
2025-05-19,Facebook,West,39769,214389,954,2556,1109304,0.4449855169808153,267.92452830188677
2025-05-19,Facebook,East,42540,89097,7709,1578,949956,8.652367644252893,20.469581009210014
2025-05-20,Instagram,East,38165,318512,16393,1155,284130,5.1467448636158135,7.045690233636308
2025-05-20,Facebook,East,29765,497555,14474,301,72240,2.9090251328998806,2.0795909907420205
2025-05-21,YouTube,West,38451,191356,1465,450,387000,0.7655887455841468,30.716723549488055
2025-05-21,YouTube,North,44018,225485,8452,2918,1806242,3.748364636228574,34.52437292948415
2025-05-22,Facebook,West,15206,471530,6747,2778,1244544,1.4308739634805845,41.17385504668742
2025-05-23,Facebook,East,33376,140163,17338,201,100098,12.369883635481546,1.15930326450571
2025-05-23,YouTube,South,9102,410839,15803,1911,1224951,3.84651895267976,12.092640637853572
2025-05-23,Facebook,East,27517,55133,2153,2491,1890669,3.905102207389404,115.69902461681374
2025-05-23,Email,West,37717,184836,10127,2732,1264916,5.47891103464693,26.977387182778713
2025-05-23,Instagram,East,37874,459152,4304,2527,588791,0.9373802139596474,58.71282527881041
2025-05-23,Email,North,14808,341383,4207,1192,1144320,1.2323402161208965,28.333729498454957
2025-05-23,Facebook,East,12111,499213,8072,268,169644,1.6169450715426081,3.3201189296333005
2025-05-24,Email,West,16308,140919,13204,2122,1239248,9.369921728084927,16.070887609815205
2025-05-25,Email,North,6875,352795,5884,150,131400,1.6678240904774728,2.549286199864038
2025-05-26,Instagram,East,17812,159669,8790,914,182800,5.505138755801064,10.398179749715586
2025-05-27,Google Ads,North,44911,462559,17021,2862,2441286,3.6797467998676927,16.814523236002586
2025-05-27,Facebook,West,11277,16846,17233,805,455630,102.29728125371007,4.671270237335345
2025-05-28,YouTube,East,29507,299813,16307,1007,502493,5.439057012204274,6.1752621573557365
2025-05-29,Google Ads,East,39829,158292,2776,2777,2152175,1.7537209713693678,100.03602305475505
2025-05-29,Instagram,East,26902,170988,1339,273,134316,0.7830958897700423,20.388349514563107
2025-05-29,Google Ads,South,43097,108775,1871,1605,1242270,1.7200643530222937,85.7830037413148
2025-05-29,Google Ads,East,5232,422721,12340,873,792684,2.91918310185678,7.074554294975689
2025-05-29,Facebook,North,31084,184798,13283,206,135342,7.1878483533371575,1.550854475645562
2025-05-30,YouTube,North,30758,374754,18742,1067,317966,5.001147419373775,5.693095720840892
2025-05-30,Instagram,West,34356,407072,19231,1859,1031745,4.7242256898042605,9.666683999792003
2025-05-30,Instagram,West,15700,219317,6628,2251,2151956,3.022109549191353,33.96197948098974
2025-05-30,Facebook,North,32401,286851,5285,391,362848,1.842419932299347,7.398297067171239
2025-05-30,Facebook,South,47625,83090,3759,2124,1420956,4.524010109519798,56.504389465283325
2025-05-30,Google Ads,South,7615,457775,10205,2863,1901032,2.229261099885315,28.054875061244488
2025-05-31,Facebook,East,13552,209430,7133,338,191646,3.405911283006255,4.738539184074022
2025-05-31,YouTube,East,41865,468429,11950,2251,463706,2.551080313131766,18.836820083682007
2025-05-31,Email,North,41764,318423,1516,1861,1779116,0.47609626189062976,122.75725593667546
2025-05-31,Email,North,13493,351971,6142,1571,458732,1.7450301303232367,25.5779876261804
2025-06-01,YouTube,East,46638,413737,1304,1993,1987021,0.31517606595494235,152.83742331288343
2025-06-01,Email,East,27180,239521,8146,127,42037,3.4009544048329796,1.5590473852197397
2025-06-01,Facebook,East,25886,332735,18048,1303,1137519,5.424136324702842,7.219636524822695
2025-06-01,Email,East,18123,171522,12642,711,275868,7.370483086717739,5.624110109159943
2025-06-01,Instagram,East,7502,280864,12148,284,246512,4.325225019938475,2.3378333882120512
2025-06-02,YouTube,East,11409,77169,10496,970,500520,13.601316590859025,9.241615853658537
2025-06-02,Google Ads,North,32873,191149,15016,2282,2008160,7.855651873669232,15.197123068726693
2025-06-03,YouTube,West,29667,361881,15813,1329,720318,4.369668482180606,8.404477328780118
2025-06-03,Instagram,East,28479,56103,581,2285,2038220,1.0355952444610805,393.28743545611013
2025-06-03,Email,West,6807,368511,8958,2098,616812,2.43086366485668,23.42040634070105
2025-06-04,Google Ads,West,12517,427004,18915,2307,565215,4.429700892731684,12.196669310071371
2025-06-04,Email,North,11896,345754,17057,2303,1517677,4.933276259999884,13.50178812217858
2025-06-05,Facebook,East,19164,58720,12388,675,569025,21.09673024523161,5.448821440103326
2025-06-05,Email,West,22274,182196,18463,1573,501787,10.133592395003184,8.519742187076856
2025-06-05,Google Ads,East,8201,330631,15532,1173,690897,4.697684125203021,7.552150399175894
2025-06-06,Email,South,43976,279150,10119,57,20064,3.6249328318108542,0.5632967684553809
2025-06-07,Facebook,East,33240,296632,11064,1464,1237080,3.7298740526982925,13.232104121475055
2025-06-07,Email,South,20413,399633,2464,481,269841,0.616565699028859,19.5211038961039
2025-06-07,Instagram,North,48916,163559,3560,2376,517968,2.1765845963841794,66.74157303370787
2025-06-07,YouTube,North,49930,413526,13812,2516,2093312,3.340056006151971,18.21604401969302
2025-06-08,Google Ads,East,34136,218478,6730,2327,902876,3.0804016880418166,34.576523031203564
2025-06-09,Instagram,South,8666,498638,14485,1640,1538320,2.904912982965598,11.322057300655851
2025-06-09,Instagram,East,28646,246918,16582,2260,646360,6.715589790942741,13.62923652152937
2025-06-09,Instagram,West,15312,496095,16677,2965,1141525,3.3616545218153786,17.77897703423877
2025-06-10,Email,West,22232,402721,8525,571,215838,2.1168501270110074,6.697947214076247
2025-06-10,Facebook,East,36539,360864,7540,2712,661728,2.0894298128935,35.96816976127321
2025-06-11,YouTube,West,35062,461348,16306,2569,1387260,3.534425206135065,15.754936833067582
2025-06-12,Facebook,East,38856,273405,13200,2380,1525580,4.828002414001207,18.03030303030303
2025-06-12,YouTube,West,10379,278759,5875,1120,773920,2.107555271758042,19.06382978723404
2025-06-12,Email,West,35878,393339,2075,1671,624954,0.5275347728041206,80.53012048192771
2025-06-12,Google Ads,South,25039,317511,5974,2885,2582075,1.8815096169896475,48.29260127217944
2025-06-13,Google Ads,West,31243,284448,7770,1935,1793745,2.731606479919001,24.903474903474905
2025-06-13,YouTube,North,29888,263480,16433,1578,934176,6.236906027022924,9.602628856569098
2025-06-13,Instagram,East,37170,479403,16419,226,93112,3.424884700346056,1.376454108045557
2025-06-13,YouTube,East,19551,219101,18533,2181,1472175,8.458656053600851,11.768197269735067
2025-06-13,Google Ads,West,33049,149510,6851,1771,1050203,4.5823021871446725,25.850240840753173
2025-06-13,Instagram,North,19171,255215,11574,2718,2565792,4.534999902043375,23.48367029548989
2025-06-14,Instagram,South,39300,426027,14038,2623,689849,3.295096320186279,18.68499786294344
2025-06-14,Facebook,South,12280,318398,15046,2009,1195355,4.725532195553992,13.352386016216936
2025-06-15,Instagram,West,42119,458243,11830,1671,1391943,2.5815997189264213,14.125105663567203
2025-06-15,Instagram,South,44666,397394,5318,1692,1086264,1.3382184934850552,31.816472358029337
2025-06-15,Facebook,South,43494,395775,1187,2416,1176592,0.2999178826353357,203.53833192923335
2025-06-16,Email,East,8110,72149,5601,2792,1535600,7.763101359686204,49.84824138546688
2025-06-17,Google Ads,East,33418,46894,14955,2182,1540492,31.891073484880796,14.590437980608492
2025-06-17,Facebook,West,10160,335313,577,195,136305,0.17207802858821458,33.795493934142115
2025-06-17,Facebook,West,8593,106027,1304,1210,517880,1.2298754090939101,92.79141104294479
2025-06-17,Google Ads,South,41079,204125,19095,2331,806526,9.354562155541947,12.20738413197172
2025-06-17,YouTube,East,19649,122031,17578,565,381375,14.404536552187558,3.214245079076118
2025-06-17,Google Ads,East,29069,142606,4095,804,639180,2.8715481817034347,19.633699633699635
2025-06-17,YouTube,South,18323,486249,3492,2570,1937780,0.7181505771734235,73.59679266895762
2025-06-18,Email,East,40024,497723,13548,2425,948175,2.721995969645767,17.899320932979037
2025-06-18,Email,East,10004,456369,8294,226,204304,1.8173889988145557,2.7248613455510005
2025-06-18,Email,North,35965,356727,7573,1599,1196052,2.122911918638062,21.114485672784895
2025-06-18,Instagram,West,35192,152550,5282,2577,1605471,3.4624713208784006,48.78833775085195
2025-06-18,Google Ads,East,31249,466223,5339,1649,484806,1.1451601486842133,30.885933695448585
2025-06-19,Email,South,40193,132997,16296,924,342804,12.252907960329933,5.670103092783505
2025-06-19,Google Ads,North,7729,353283,17226,1011,737019,4.875977615679215,5.869035179380007
2025-06-19,Facebook,East,24773,260940,15219,293,230005,5.832375258680156,1.925225047637821
2025-06-21,Instagram,East,10341,252450,18012,2647,2525238,7.134878193701723,14.695758383300022
2025-06-22,Facebook,West,8636,330440,2122,194,190702,0.6421740709357221,9.142318567389255
2025-06-22,Google Ads,West,16877,277111,17951,785,673530,6.47790957414177,4.373015430895215
2025-06-23,Facebook,East,36446,63930,15335,442,326638,23.987173470983887,2.8822954026736225
2025-06-24,YouTube,West,13505,261740,19195,239,148180,7.333613509589669,1.2451159156030216
2025-06-24,Google Ads,East,19706,326030,4148,2988,1344600,1.272275557464037,72.03471552555449
2025-06-25,Facebook,South,7763,129918,8481,60,19560,6.5279637925460685,0.7074637424831978
2025-06-25,YouTube,West,35399,391788,3631,1479,1301520,0.9267767261886531,40.73258055632058
2025-06-25,Instagram,West,25631,200182,14428,2970,727650,7.207441228482081,20.58497366232326
2025-06-25,YouTube,East,34673,263200,5634,2064,571728,2.1405775075987843,36.63471778487753
2025-06-25,Instagram,East,16456,184048,15192,427,426573,8.254368425628098,2.8106898367561874
2025-06-25,Google Ads,North,22599,137141,1072,1920,1691520,0.7816772518794526,179.1044776119403
2025-06-25,Instagram,North,34660,294378,19260,258,164862,6.542608482970874,1.339563862928349
2025-06-26,Instagram,North,20582,207013,2751,2164,980292,1.3289020496297332,78.66230461650309
2025-06-26,Email,East,19408,275551,14221,2978,1474110,5.160932096054814,20.940862105337178
2025-06-26,YouTube,North,21927,188858,11178,1468,449208,5.9187325927416365,13.132939702988011
2025-06-26,Email,West,28192,147719,4992,259,88060,3.379389245797765,5.188301282051282
2025-06-26,Facebook,North,48594,19438,12092,1578,1391796,62.20804609527729,13.049950380416805
2025-06-27,Email,South,41378,95084,14703,2822,1134444,15.46316940810231,19.19336189893219
2025-06-28,Email,South,31230,164636,12589,2235,934230,7.646565757185549,17.753594407816347
2025-06-28,Facebook,South,23588,148515,12120,2539,2226703,8.16079183920816,20.948844884488448
2025-06-28,Email,East,42355,293424,11864,795,558090,4.04329570859916,6.700944032366824
2025-06-29,YouTube,West,19441,453783,2387,142,96276,0.526022349889705,5.948889819857562
2025-06-29,Facebook,South,37241,461185,18687,2874,1043262,4.051953120764986,15.3796757103869
2025-06-29,Instagram,East,39743,387550,902,2011,850653,0.23274416204360726,222.9490022172949
2025-06-29,Facebook,East,39701,269708,1142,1307,1233808,0.42342088480875617,114.44833625218914
2025-06-30,Instagram,West,20894,401899,5114,256,161536,1.2724590008932593,5.005866249511145
2025-06-30,Instagram,West,43972,67214,9759,2793,826728,14.519296575118279,28.619735628650478
2025-06-30,Google Ads,West,34078,469066,802,1318,860654,0.17097807131619006,164.33915211970074
2025-06-30,Google Ads,East,19924,242590,2057,1523,1184894,0.8479327259985984,74.03986387943607
2025-07-02,Instagram,North,17702,24266,6089,1373,829292,25.09272232753647,22.54885859747085
2025-07-02,Facebook,West,38693,346478,8528,2890,1734000,2.4613395367094015,33.888367729831145
2025-07-02,Instagram,North,6688,418994,15989,167,84168,3.8160450984978307,1.0444680717993622
2025-07-03,YouTube,North,28901,266837,16281,1313,728715,6.101477681131177,8.064615195626804
2025-07-03,YouTube,South,41534,395619,18422,733,491110,4.656500319752085,3.97893822603409
2025-07-04,Instagram,West,12271,441914,5733,470,378350,1.2973112415537864,8.198151055293913
2025-07-04,Email,West,20974,233982,10487,1602,419724,4.481968698446889,15.27605606941928
2025-07-04,Facebook,West,33620,391430,17304,2377,1466609,4.420713793015354,13.736708275543227
2025-07-06,Facebook,South,37290,273245,17815,359,221503,6.519789932112206,2.0151557676115632
2025-07-07,Email,South,33919,181841,3099,2970,2569050,1.7042361183671448,95.83736689254599
2025-07-07,Google Ads,East,22283,455319,19644,1634,598044,4.314337859830141,8.318061494603949
2025-07-07,Email,West,44626,432068,18589,612,159732,4.302332040326986,3.2922696218193557
2025-07-07,Email,North,42909,17936,15403,701,654033,85.87756467439786,4.5510614815295725
2025-07-07,YouTube,North,38882,130221,10365,1117,447917,7.959545695394751,10.776652194886637
2025-07-07,Email,East,13089,190285,2740,2127,723180,1.4399453451401845,77.62773722627738
2025-07-08,Email,North,49680,122690,15463,2099,1987753,12.603309153150215,13.574338744098815
2025-07-08,Email,West,21684,120693,7957,1595,1116500,6.592760143504595,20.045243182103807
2025-07-08,Instagram,South,30208,461485,16794,1719,630873,3.6391215315774077,10.235798499464094
2025-07-08,Email,North,16456,380214,18763,1261,569972,4.934852477815125,6.720673666258061
2025-07-08,Facebook,South,12217,277777,15733,2861,2740838,5.663895858908405,18.184707303120828
2025-07-09,YouTube,North,22624,379902,2064,1624,583016,0.543298008433754,78.68217054263566
2025-07-09,Email,East,13715,185343,6086,2482,2357900,3.283641680559827,40.78212290502793
2025-07-09,Facebook,South,11180,441434,3265,2283,2276151,0.7396349171110517,69.92343032159265
2025-07-10,Facebook,West,40310,242091,15979,1616,1300880,6.600410589406463,10.113273671694097
2025-07-10,Facebook,South,35555,287477,8701,2733,721512,3.0266769167620367,31.410182737616367
2025-07-11,Email,East,35835,390532,13838,2452,1189220,3.5433716059119353,17.719323601676543
2025-07-11,Instagram,East,40748,362041,16714,941,531665,4.616604196762245,5.630010769414861
2025-07-11,YouTube,East,7354,160231,4157,2224,791744,2.5943793647920814,53.500120279047394
2025-07-12,Facebook,West,5269,131709,1554,874,771742,1.1798738127235042,56.24195624195624
2025-07-12,Google Ads,West,5412,245945,17883,874,838166,7.27113785602472,4.8873231560700106
2025-07-12,Facebook,South,23980,292648,14236,110,88110,4.864547169295537,0.7726889575723518
2025-07-12,Instagram,West,25326,277230,12644,710,315240,4.560833964578148,5.615311610249921
2025-07-13,YouTube,West,49466,285234,11872,1373,914418,4.162196652572976,11.565026954177897
2025-07-13,Google Ads,West,10534,471485,16094,1437,402360,3.4134702058389985,8.928793339132596
2025-07-13,Email,South,29463,63131,5271,235,50760,8.349305412554846,4.458357047998483
2025-07-14,Facebook,North,47667,346351,6199,903,292572,1.7898028300770026,14.56686562348766
2025-07-14,Instagram,East,19741,246212,17974,914,893892,7.300212824720159,5.085122955379993
2025-07-14,Facebook,North,35021,493246,12967,1951,918921,2.6289113343037753,15.045885709878922
2025-07-14,Instagram,East,41594,129476,2468,1471,514850,1.9061447681423582,59.60291734197731
2025-07-14,Google Ads,West,43350,177475,533,304,105792,0.3003239892942668,57.035647279549714
2025-07-14,Email,South,31264,157341,15970,259,209013,10.149929134809108,1.6217908578584845
2025-07-15,YouTube,South,28343,318086,13045,780,302640,4.101092157466849,5.9793024147182825
2025-07-15,Email,West,31057,270686,10893,2396,1689180,4.024219944880785,21.995777104562563
2025-07-15,Google Ads,South,26414,334924,6467,2587,1280565,1.9308858129008373,40.00309262409154
2025-07-16,Email,West,33657,460885,6754,1397,491744,1.4654414875728219,20.684039087947884
2025-07-16,Google Ads,South,16133,477715,9146,1308,593832,1.9145306301874547,14.301333916466213
2025-07-16,Google Ads,South,47877,18456,19013,581,571123,103.01798872995232,3.0558039236311996
2025-07-16,Google Ads,East,43826,337024,12312,107,32849,3.65315229775921,0.8690708252111761
2025-07-16,Instagram,North,44532,400578,2759,1840,651360,0.6887547493871357,66.6908300108735
2025-07-17,YouTube,East,22783,438240,1402,2902,2460896,0.31991602774735306,206.99001426533522
2025-07-17,Facebook,West,38413,222137,12707,2094,2035368,5.7203437518288265,16.479106004564414
2025-07-17,Email,South,31021,384182,15103,2108,1979412,3.9312096870753965,13.95749188902867
2025-07-17,Email,West,22176,406222,16275,2473,937267,4.006429981635657,15.195084485407065
2025-07-17,Email,West,10462,165099,5687,335,177885,3.444599906722633,5.8906277474942845
2025-07-18,YouTube,South,28354,458415,9647,606,375720,2.104425029721977,6.281745620400124
2025-07-18,YouTube,South,36401,488219,9526,1802,864960,1.951173551213697,18.916649170690743
2025-07-18,Google Ads,North,29080,252030,14247,1408,543488,5.652898464468516,9.882782340141784
2025-07-18,Google Ads,East,20776,289489,18398,2385,1795905,6.355336472197562,12.963365583215566
2025-07-19,Email,North,5703,431101,10469,2971,2763030,2.428433244181758,28.37902378450664
2025-07-19,Instagram,North,29219,15895,5218,1466,482314,32.827933312362376,28.095055576849365
2025-07-19,Facebook,South,30776,254368,5868,983,849312,2.306893948924393,16.751874573960464
2025-07-20,Email,West,11042,219272,3110,338,312650,1.4183297457039659,10.868167202572348
2025-07-20,Facebook,West,29305,306838,16849,2052,1623132,5.491171236939362,12.178764318357173
2025-07-20,Email,North,23371,209792,15098,191,79838,7.196651921903601,1.265068220956418
2025-07-20,Instagram,East,43774,432614,19313,1029,909636,4.464256820167632,5.328017397607828
2025-07-20,YouTube,South,46106,133803,2152,1033,625998,1.6083346412262807,48.001858736059475
2025-07-21,Instagram,South,9976,284874,17965,1122,1027752,6.306296818944516,6.245477317005288
2025-07-22,YouTube,East,19382,363579,14498,1517,612868,3.9875790405936535,10.463512208580495
2025-07-23,Google Ads,West,19194,66742,8502,1909,444797,12.738605375925205,22.4535403434486
2025-07-24,Instagram,South,41679,321093,2366,2593,1332802,0.7368581688171341,109.5942519019442
2025-07-24,YouTube,East,44443,183326,9615,1477,1344070,5.244755244755245,15.361414456578263
2025-07-24,YouTube,North,32669,251927,10892,2090,896610,4.323474657341214,19.188395152405434
2025-07-24,Google Ads,West,37652,435166,15242,1792,836864,3.502571432510812,11.756987272011548
2025-07-24,Facebook,West,21611,197669,8217,797,243882,4.156949243432202,9.69940367530729
2025-07-25,Facebook,East,34050,331960,2501,2433,2194566,0.7534040245812749,97.28108756497402
2025-07-25,YouTube,West,9290,195317,15251,882,551250,7.808332096028507,5.783227329355452
2025-07-25,Google Ads,North,41106,11090,12843,2408,2102184,115.80703336339045,18.749513353577825
2025-07-25,Google Ads,East,23755,254595,12161,2422,1596098,4.776605982049922,19.91612531864156
2025-07-26,YouTube,North,24396,227174,17242,954,310050,7.589776999128421,5.533000811970769
2025-07-26,Facebook,East,15631,188170,15555,506,180136,8.26646117872137,3.252973320475731
2025-07-26,YouTube,West,6400,463691,10056,1076,687564,2.1686856117543796,10.70007955449483
2025-07-27,YouTube,South,46402,29412,1829,1115,600985,6.218550251597987,60.96227446692182
2025-07-27,Google Ads,North,16808,336779,6717,1186,716344,1.994483028929951,17.656691975584337
2025-07-27,YouTube,West,20875,495209,13264,1220,653920,2.678465052129505,9.197828709288299
2025-07-27,Google Ads,South,20396,396400,18661,1819,889491,4.7076185671039354,9.747601950592145
2025-07-28,Google Ads,North,19732,450066,7845,1583,954549,1.743077681939982,20.178457616316127
2025-07-28,YouTube,West,9317,40812,19956,2897,2810090,48.897383122611,14.516937261976349
2025-07-28,Instagram,South,16597,222540,3510,744,318432,1.5772445403073605,21.196581196581196
2025-07-29,Facebook,South,40817,445613,15266,737,316173,3.4258426033351808,4.827721734573562
2025-07-29,YouTube,South,39071,464487,7772,267,120417,1.6732438152198017,3.4354091610910964
2025-07-29,Google Ads,West,49381,336963,12029,1351,790335,3.569828141368637,11.23119128772134
2025-07-30,Instagram,South,38142,448882,7285,1847,1038014,1.6229209458164953,25.35346602608099
2025-07-30,YouTube,South,47412,237534,19951,2028,1618344,8.399218638173904,10.164904014836349
2025-07-30,YouTube,West,31246,323998,18592,1140,1117200,5.738307026586583,6.131669535283993
2025-07-30,Instagram,East,32080,126893,1843,533,392821,1.4524047819816694,28.920238741182853
2025-07-30,Email,South,15252,364429,11209,2850,1809750,3.0757705890584996,25.42599696672317
2025-07-31,Email,West,22832,489132,3093,1766,694038,0.6323446431638086,57.09666989977368
2025-07-31,Facebook,South,12329,140474,5367,154,51898,3.8206358472030413,2.869386994596609
2025-08-01,Google Ads,West,6311,230640,16549,765,320535,7.175251474158863,4.6226358088102
2025-08-01,Facebook,West,8233,21090,7834,2296,1389080,37.14556661925083,29.308143987745723
2025-08-01,YouTube,North,19216,416639,18901,629,134606,4.5365412263374285,3.3278662504629386
2025-08-01,Instagram,North,32461,25018,15856,1259,678601,63.37836757534575,7.940211907164481
2025-08-01,YouTube,South,30557,195866,6683,1831,807471,3.4120265896071804,27.397875205745926
2025-08-02,Email,East,34235,278656,16938,1362,656484,6.078462333486449,8.041091037902941
2025-08-02,Google Ads,South,15041,300258,4102,1855,549080,1.3661584370774467,45.22184300341297
2025-08-02,Google Ads,West,47666,46973,5864,1089,528165,12.483767270559683,18.57094133697135
2025-08-03,Facebook,East,32382,210435,17091,2735,705630,8.121747808111769,16.0025744543912
2025-08-03,Google Ads,South,34737,174262,9069,938,667856,5.204232707073257,10.342926452751131
2025-08-04,Facebook,West,21102,74098,14762,2771,2657389,19.922265108369995,18.771169218263108
2025-08-04,YouTube,West,47214,473747,19817,2803,2306869,4.183034404439501,14.144421456325377
2025-08-04,Facebook,East,49854,71399,16710,860,288960,23.4036891272987,5.146618791143029
2025-08-04,Facebook,West,9948,141891,4382,1048,823728,3.08828607875059,23.91602008215427
2025-08-05,Facebook,West,18092,400356,1502,2292,1427916,0.37516610216906954,152.5965379494008
2025-08-06,Google Ads,East,17455,53727,1873,2235,1446045,3.486142907662814,119.3272824345969
2025-08-06,Email,North,9968,381923,2643,1382,450532,0.6920243085648153,52.2890654559213
2025-08-06,YouTube,West,14610,128747,9237,668,180360,7.174536105695667,7.231785211648805
2025-08-06,Facebook,West,45519,341775,11232,1568,1244992,3.2863726135615536,13.96011396011396
2025-08-07,Google Ads,South,38855,170336,11581,2998,1858760,6.7989150854781135,25.887229082117262
2025-08-07,YouTube,North,44670,329399,842,506,318780,0.25561704801775353,60.09501187648456
