material_price_index,steel_price_index,cement_price_index,labor_cost_per_hour,num_workers,equipment_cost_per_day,equipment_count,project_duration_days,project_scope_index,site_area_sqft,location_index,inflation_factor,contingency_buffer,total_construction_cost
115.86,92.24,101.13,353.1,113,16044.15,3,549,7.35,3655.0,1.0,0.99,0.05,34069671.0
113.53,78.94,96.32,345.93,278,10906.09,15,687,3.81,4259.0,1.5,1.15,0.1,157297758.0
90.4,108.4,85.46,370.02,291,15938.73,2,40,4.18,6620.0,1.2,1.14,0.15,4824042.0
151.71,89.13,122.94,359.18,105,16237.27,10,410,1.7,7128.0,1.0,1.06,0.1,82690442.0
109.12,110.63,91.34,371.62,237,18129.62,19,56,9.64,2706.0,1.0,1.06,0.05,27787254.0
109.6,135.34,104.89,272.34,278,16147.61,3,363,6.24,4950.0,1.0,1.18,0.05,29413564.0
127.12,104.72,110.27,378.03,176,14062.09,6,172,7.75,3481.0,1.5,1.01,0.15,24014604.0
119.43,111.21,114.84,322.26,115,14696.75,9,64,2.49,4519.0,1.5,1.15,0.1,14717374.0
116.02,100.71,111.99,409.98,224,15204.67,2,645,2.35,6485.0,1.0,1.02,0.1,34044106.0
103.64,109.52,103.04,321.92,74,19740.91,12,245,4.02,3687.0,1.5,1.1,0.1,75528704.0
141.96,97.59,88.32,332.2,294,19515.84,6,79,3.17,5246.0,1.0,1.04,0.1,14130553.0
113.91,89.08,92.15,343.66,96,15278.6,13,135,5.6,6358.0,1.0,1.07,0.05,34265431.0
141.97,99.2,109.53,388.36,299,14703.33,15,649,2.45,2866.0,1.5,1.16,0.05,189624198.0
112.88,129.13,117.96,347.45,58,14769.3,9,524,8.77,4433.0,1.0,1.0,0.1,82393449.0
151.11,101.57,108.2,376.32,127,13277.16,19,453,4.75,3795.0,1.0,0.96,0.15,130930115.0
138.07,125.71,105.04,424.09,53,18386.7,10,563,7.38,3736.0,1.0,1.1,0.05,125307371.0
133.8,112.85,102.06,366.87,224,19626.36,16,504,3.25,3561.0,1.2,1.03,0.1,189034068.0
129.11,110.37,94.31,278.74,144,17035.25,5,144,8.56,3872.0,1.0,1.19,0.15,21436145.0
129.11,140.19,104.96,286.48,176,12590.13,5,526,6.15,5285.0,1.0,1.12,0.05,46999961.0
151.86,90.63,95.05,305.9,193,12722.36,15,624,1.32,5236.0,1.2,1.06,0.1,148064279.0
143.28,106.91,92.82,376.66,119,12062.25,19,699,7.2,5067.0,1.2,1.16,0.05,204438809.0
110.43,110.98,113.43,308.61,230,19789.2,5,413,6.79,3759.0,1.5,0.95,0.05,46954534.0
107.89,74.1,84.99,369.89,118,17710.91,4,396,3.26,5814.0,1.0,1.16,0.05,38876128.0
126.77,122.69,83.87,366.91,160,16197.45,10,87,3.84,6917.0,1.2,1.1,0.05,20681429.0
108.47,106.7,85.66,355.37,130,14675.34,8,638,7.41,3793.0,1.2,1.04,0.1,93616939.0
116.32,89.54,108.93,321.07,235,17420.42,17,296,3.93,4654.0,1.2,1.17,0.1,120394843.0
127.74,87.16,99.18,414.28,79,14287.46,17,706,3.45,6143.0,1.0,1.05,0.05,196538118.0
126.86,86.56,103.25,406.13,253,15274.49,18,490,7.37,5360.0,1.2,1.13,0.05,171441259.0
143.31,105.63,90.84,395.09,109,13388.9,4,315,5.39,5166.0,1.2,1.18,0.1,28037383.0
105.73,100.78,82.06,435.38,220,15259.47,6,696,9.12,8444.0,1.0,1.03,0.1,87043091.0
113.19,92.03,106.93,381.91,140,16405.31,7,713,3.42,3977.0,1.0,1.02,0.1,100229759.0
110.2,85.04,103.24,341.95,132,12490.58,11,671,6.03,5512.0,1.5,1.09,0.05,113035489.0
127.13,137.1,118.17,326.52,140,13919.7,10,294,6.69,6826.0,1.2,0.95,0.05,47774113.0
121.95,123.41,96.87,305.42,231,16619.86,7,715,4.42,6917.0,1.0,1.15,0.05,111943929.0
128.86,101.94,93.5,266.89,144,13035.48,10,232,4.0,5551.0,1.2,0.99,0.15,37904510.0
143.29,94.16,87.62,266.27,151,12212.16,3,658,4.47,7690.0,1.5,1.05,0.05,35227405.0
148.7,100.55,126.75,313.79,182,13238.02,19,318,9.77,4467.0,1.5,0.99,0.15,98893292.0
113.09,116.59,115.39,437.67,202,12834.13,7,406,9.85,5775.0,1.0,1.11,0.15,58641597.0
128.99,128.79,100.07,330.33,149,13057.75,18,518,2.68,6988.0,1.5,1.18,0.1,166952686.0
109.99,107.62,86.81,369.78,147,15201.74,16,213,9.9,5981.0,1.0,0.97,0.05,57270820.0
130.23,111.65,83.13,258.31,260,8000.0,4,575,5.82,6283.0,1.5,0.99,0.15,29183926.0
114.3,101.67,85.15,335.35,33,20996.92,18,231,5.31,5513.0,1.2,1.16,0.1,115256850.0
146.84,142.52,97.95,367.67,94,10319.82,18,380,2.38,3067.0,1.5,0.96,0.05,75611596.0
144.57,86.85,89.57,280.3,273,14635.04,15,122,2.23,4011.0,1.0,1.2,0.15,42015145.0
126.27,119.2,96.54,409.21,157,13130.53,12,682,1.65,4268.0,1.0,1.05,0.05,128529852.0
89.76,84.8,97.07,317.14,165,17931.18,13,401,9.48,2610.0,1.0,1.04,0.05,108285344.0
123.69,125.55,87.82,418.95,255,10996.53,3,130,6.75,5986.0,1.0,1.15,0.05,11774398.0
131.0,107.96,117.58,356.66,76,19072.01,17,172,3.24,4969.0,1.2,1.18,0.05,75745246.0
116.7,97.31,100.45,309.91,125,14233.15,4,268,3.26,4665.0,1.5,0.95,0.1,20343238.0
108.1,108.42,113.78,292.21,130,16672.38,15,616,1.55,3685.0,1.0,1.05,0.1,183401817.0
131.65,105.52,109.05,201.03,24,8223.85,9,444,4.13,2063.0,1.5,1.1,0.1,45687281.0
109.65,103.47,90.44,385.44,262,9156.69,4,683,4.83,8756.0,1.0,1.12,0.05,43547433.0
111.45,99.79,104.25,384.79,152,15246.78,2,355,4.99,3175.0,1.0,0.95,0.1,18691170.0
132.64,127.62,106.46,281.33,276,11215.28,18,624,4.35,9443.0,1.5,1.19,0.05,169170471.0
132.37,112.79,101.66,373.43,266,15238.51,19,700,6.73,3845.0,1.5,1.1,0.1,260138319.0
154.7,95.06,107.03,327.03,229,15768.53,9,95,3.27,6480.0,1.5,1.06,0.1,19883643.0
127.16,107.91,90.43,368.38,114,18172.17,7,716,4.78,4953.0,1.5,1.19,0.05,122601789.0
110.95,98.05,80.92,295.01,146,14264.35,7,501,2.13,5574.0,1.0,1.11,0.1,64440488.0
96.45,112.5,109.53,331.18,258,13357.49,5,325,7.53,5985.0,1.0,1.13,0.1,34274386.0
131.9,110.11,87.63,357.79,98,11361.1,18,644,6.35,5381.0,1.2,1.13,0.1,172055844.0
114.38,123.92,94.69,452.4,39,10361.08,7,229,2.04,4594.0,1.0,0.97,0.15,20842350.0
130.57,101.85,84.34,361.27,31,13317.23,3,197,3.75,4061.0,1.0,0.98,0.1,10330127.0
141.84,102.13,94.53,383.04,75,15522.11,5,115,4.92,4529.0,1.0,0.98,0.1,14861546.0
123.93,98.44,110.44,386.36,214,14772.05,13,518,4.76,2582.0,1.0,1.08,0.05,120972208.0
127.27,104.84,107.5,437.42,60,17968.31,4,359,4.02,4688.0,1.2,0.97,0.1,33352900.0
127.3,122.67,86.14,359.33,258,16282.99,6,73,8.06,3283.0,1.5,0.99,0.1,11546985.0
98.34,112.54,111.82,313.07,100,17049.96,3,646,6.83,3755.0,1.2,1.19,0.1,50472394.0
108.8,112.48,114.57,379.1,272,15164.28,11,232,9.09,2848.0,1.2,1.14,0.1,57138182.0
149.91,118.26,119.04,347.37,174,11454.17,6,376,2.92,4810.0,1.2,1.02,0.1,36801918.0
132.35,74.12,97.74,275.75,265,16193.88,3,304,5.77,6961.0,1.0,1.06,0.05,22919358.0
112.25,112.01,94.39,330.21,110,12569.09,10,282,5.47,5592.0,1.2,1.11,0.1,48749490.0
113.67,114.07,105.9,298.29,264,18798.1,5,693,3.22,1000.0,1.0,1.02,0.1,83471631.0
116.25,143.17,106.43,232.77,29,9630.23,13,203,7.58,4302.0,1.5,1.08,0.15,34694613.0
104.03,120.28,98.76,398.95,203,14699.47,11,122,8.03,4986.0,1.0,1.04,0.05,27384428.0
110.98,126.12,104.0,410.07,248,15176.95,5,285,6.33,2810.0,1.2,1.01,0.05,30886186.0
87.81,129.27,90.65,457.66,96,13922.4,16,674,2.4,5879.0,1.2,1.19,0.15,214415462.0
93.08,107.3,97.59,309.41,146,15503.4,3,174,9.38,4456.0,1.0,1.03,0.15,15291394.0
117.54,85.78,102.93,322.32,24,14172.04,18,189,6.17,2455.0,1.2,1.05,0.05,56647626.0
123.68,104.56,108.55,391.71,83,10777.79,17,590,4.8,4693.0,1.2,1.07,0.15,138145236.0
105.83,96.36,101.57,273.44,67,20378.11,19,91,5.14,6288.0,1.2,1.02,0.05,41305610.0
117.34,118.37,101.09,418.65,198,12582.86,14,117,6.14,6308.0,1.0,1.14,0.1,32749785.0
104.48,97.02,86.15,293.41,153,11712.39,8,193,4.9,3529.0,1.2,1.13,0.05,24906141.0
80.0,102.63,106.05,362.55,47,8828.6,17,157,9.11,4697.0,1.0,1.03,0.05,30140775.0
107.07,134.61,102.75,317.14,71,9055.36,9,521,8.04,4039.0,1.2,1.13,0.1,58296358.0
134.0,97.35,98.52,390.61,244,14453.31,5,488,3.54,5435.0,1.0,1.16,0.1,57062662.0
124.59,112.36,97.72,367.42,61,14437.17,6,575,7.77,5402.0,1.5,1.13,0.1,68293398.0
82.27,101.32,85.75,407.66,267,17443.57,4,327,8.07,4739.0,1.0,1.17,0.15,40654854.0
82.81,106.71,94.26,343.75,60,18714.97,7,190,3.23,4730.0,1.2,1.06,0.15,35653739.0
118.28,112.12,119.98,324.93,80,19792.37,16,658,2.28,4025.0,1.2,0.98,0.05,218143066.0
133.75,89.26,88.68,346.23,277,12429.67,5,419,5.0,4666.0,1.0,1.0,0.1,36960960.0
111.22,123.64,105.41,355.61,232,12665.79,13,61,1.28,4932.0,1.0,1.1,0.1,14407439.0
145.65,120.19,76.39,328.28,252,16198.95,9,642,3.22,6036.0,1.0,1.04,0.1,118731139.0
123.27,121.3,91.53,357.8,276,11374.09,9,217,3.41,6864.0,1.0,0.97,0.1,30185357.0
111.85,103.96,107.61,314.18,249,15564.37,19,344,1.28,5763.0,1.5,1.01,0.1,120667182.0
102.07,109.98,118.56,389.72,243,8000.0,7,627,3.83,2972.0,1.0,1.14,0.1,57447547.0
112.15,123.6,102.45,264.64,290,16487.14,3,567,5.4,4632.0,1.0,1.09,0.1,44625695.0
99.09,107.27,111.75,377.51,241,14289.84,9,628,1.65,6847.0,1.2,0.96,0.15,97922001.0
107.54,120.26,91.96,347.84,151,13801.88,4,581,7.35,3066.0,1.2,1.08,0.15,49437715.0
115.87,95.11,99.69,355.91,230,21805.06,19,76,5.26,3929.0,1.2,1.16,0.1,45480185.0
83.13,106.74,94.05,332.31,98,11001.66,6,430,9.75,6241.0,1.5,1.09,0.1,40872134.0
106.6,77.58,109.97,413.83,31,11535.11,8,193,4.07,4124.0,1.0,1.08,0.15,23575058.0
95.84,97.73,95.4,273.67,178,14620.15,2,211,4.09,5174.0,1.0,1.17,0.05,11741588.0
133.8,126.77,93.67,467.35,21,14415.05,13,546,9.58,6769.0,1.0,0.98,0.15,120831640.0
83.89,105.9,95.94,239.98,102,14358.03,14,442,4.5,5763.0,1.0,1.12,0.15,120231086.0
94.45,94.34,106.3,359.91,228,12555.42,8,486,7.99,2409.0,1.5,1.05,0.05,63423145.0
116.16,133.04,96.88,377.14,239,15457.4,19,441,3.67,5464.0,1.0,0.97,0.15,153236633.0
127.31,126.34,86.85,321.53,244,11371.65,14,571,6.45,4421.0,1.2,1.16,0.05,122373043.0
159.18,118.06,70.0,296.65,71,15570.7,12,169,4.1,5409.0,1.0,1.02,0.1,40721524.0
135.65,145.21,101.37,339.74,47,16856.33,18,644,7.22,2801.0,1.0,1.08,0.15,247864574.0
102.96,131.75,102.96,409.68,137,20013.7,9,124,6.95,6588.0,1.0,1.15,0.1,33943989.0
140.48,126.8,94.87,413.82,226,14741.37,8,359,6.06,4680.0,1.0,1.06,0.05,53771776.0
94.27,116.91,109.49,310.79,163,14101.72,10,93,1.77,6754.0,1.5,1.16,0.1,21544043.0
117.22,82.28,115.97,442.89,173,12575.87,11,127,2.04,4791.0,1.0,1.09,0.1,23937638.0
154.93,95.88,112.83,367.88,224,20650.22,5,670,5.13,6456.0,1.0,1.06,0.15,97113414.0
131.88,122.2,88.55,355.81,67,15647.43,9,213,8.66,5989.0,1.0,1.14,0.15,45404303.0
108.23,110.76,104.92,388.2,267,15207.71,4,455,8.22,5436.0,1.0,1.1,0.1,44938749.0
125.56,113.9,93.52,301.1,164,13040.12,17,187,7.85,3584.0,1.0,1.11,0.1,55771307.0
80.0,122.5,105.43,342.29,264,11572.52,8,467,1.43,7081.0,1.5,1.14,0.15,67808962.0
138.15,112.05,99.31,380.38,26,14537.61,17,648,7.87,3478.0,1.5,1.06,0.1,192625153.0
98.09,105.76,107.13,207.08,286,10093.87,18,381,8.28,5187.0,1.0,1.06,0.1,87390220.0
122.68,119.36,108.8,339.66,157,16217.01,3,30,4.85,5271.0,1.0,1.12,0.1,5099988.0
145.59,81.1,97.59,289.95,197,15831.98,11,554,2.57,6874.0,1.2,1.12,0.1,128316786.0
123.93,86.59,84.63,321.44,63,16784.95,5,690,3.98,4361.0,1.2,1.16,0.05,74539989.0
118.43,105.83,97.12,474.93,252,19881.02,2,389,2.36,5149.0,1.0,1.05,0.05,26873564.0
158.1,108.62,95.29,400.42,238,13124.0,5,338,2.64,5778.0,1.0,1.11,0.1,35424612.0
129.49,93.02,103.49,376.5,183,14848.58,11,155,9.39,3847.0,1.0,1.19,0.1,39569651.0
133.31,126.58,98.15,295.19,185,14978.58,17,494,1.45,4062.0,1.2,1.05,0.05,142747048.0
132.04,95.82,86.83,372.84,137,8914.46,12,387,6.76,6240.0,1.5,1.01,0.1,53150972.0
130.86,116.2,97.44,318.41,82,11029.03,15,522,3.42,4815.0,1.2,1.05,0.1,106001455.0
121.61,110.01,104.0,410.01,47,13136.33,16,674,3.92,3873.0,1.0,1.14,0.1,184023940.0
122.28,113.54,99.3,349.03,89,16455.02,11,441,4.61,5638.0,1.0,1.1,0.05,96041115.0
80.0,109.66,107.55,466.52,220,12278.18,14,147,4.33,5893.0,1.2,0.97,0.1,33229180.0
108.56,103.22,101.04,425.84,82,16288.76,5,259,7.87,5758.0,1.2,1.1,0.05,28963553.0
107.78,134.6,88.18,328.12,286,19672.82,19,363,3.08,7032.0,1.2,1.07,0.1,167950610.0
124.53,100.94,97.43,332.49,235,8467.97,13,494,4.9,3787.0,1.0,1.2,0.1,80209717.0
102.98,136.83,100.65,438.76,219,17291.89,9,521,9.92,4155.0,1.2,1.19,0.05,113911822.0
80.0,143.57,115.29,326.87,120,17457.04,7,479,1.64,6213.0,1.5,1.11,0.1,77129576.0
110.04,93.01,102.23,388.68,248,20242.23,17,616,1.56,2672.0,1.2,1.05,0.1,256990589.0
116.14,124.58,96.95,399.2,247,19679.09,12,359,7.87,4851.0,1.2,1.18,0.15,127920716.0
110.49,123.55,97.74,276.07,70,17735.87,13,676,2.31,5775.0,1.5,0.99,0.1,176017030.0
90.52,130.57,103.24,350.83,271,20478.63,15,371,8.28,6308.0,1.0,1.02,0.05,130281061.0
152.81,101.31,99.79,272.28,190,15663.0,6,32,4.15,4258.0,1.0,1.01,0.05,5052382.0
90.38,110.33,107.05,399.51,184,16072.77,2,392,1.03,4308.0,1.0,1.18,0.1,23033270.0
95.64,121.64,105.29,341.18,158,15785.76,16,559,2.57,6040.0,1.0,1.11,0.1,178718186.0
104.07,110.77,100.81,365.9,239,20358.62,4,153,1.36,4449.0,1.2,1.11,0.15,20574985.0
147.1,105.09,114.92,317.41,267,16158.06,14,95,8.28,3092.0,1.0,1.06,0.15,31737395.0
156.22,72.71,112.24,296.4,147,15673.39,9,685,2.94,3930.0,1.0,0.99,0.1,112303988.0
114.7,109.19,98.47,308.36,57,17454.86,18,74,5.85,3658.0,1.0,1.14,0.15,34815562.0
110.33,106.08,86.8,356.15,287,22435.63,18,697,8.42,5352.0,1.5,0.99,0.1,321242879.0
132.19,107.41,107.43,378.25,283,13810.82,14,495,6.73,7392.0,1.2,1.09,0.05,121571569.0
132.09,96.42,90.73,345.88,175,14506.03,15,447,4.95,2636.0,1.0,1.17,0.05,126909419.0
100.64,105.95,112.77,364.61,268,17927.09,7,209,7.18,6984.0,1.5,1.09,0.1,38573654.0
126.29,116.92,87.05,413.57,278,11586.86,17,705,5.83,2446.0,1.0,1.13,0.05,181744387.0
120.67,119.44,85.33,382.23,36,17405.03,18,297,1.96,4027.0,1.0,1.11,0.05,112216273.0
163.4,109.98,96.67,397.9,28,12326.02,6,222,7.18,8194.0,1.0,1.16,0.1,26597630.0
146.34,104.88,99.1,315.44,246,16127.07,14,431,2.72,3222.0,1.0,1.08,0.05,117919852.0
129.09,127.14,109.76,355.59,130,16649.96,16,144,5.54,7830.0,1.0,1.02,0.1,46116102.0
106.4,104.67,97.17,397.27,192,15773.87,18,581,1.52,4504.0,1.2,1.05,0.1,201410714.0
133.54,117.92,93.43,356.56,194,15944.48,5,585,1.92,4232.0,1.5,1.13,0.1,65867825.0
147.57,95.66,94.62,303.67,166,14488.95,8,636,1.43,4020.0,1.5,0.96,0.05,81672349.0
118.0,106.57,105.18,276.86,231,11972.41,18,224,9.78,4606.0,1.0,1.08,0.05,62952246.0
116.43,109.45,101.09,316.95,208,14761.27,16,229,8.19,5012.0,1.0,0.98,0.15,66369771.0
131.1,107.34,111.64,467.06,256,20365.0,2,362,4.28,6059.0,1.5,1.12,0.1,27901116.0
146.63,133.55,98.45,289.78,183,15717.06,12,254,4.94,5947.0,1.2,1.11,0.05,59494865.0
134.52,97.26,101.41,343.52,221,16146.4,9,526,7.69,7828.0,1.0,0.99,0.1,94747432.0
146.2,125.83,115.82,438.01,270,17938.9,7,343,2.82,6669.0,1.5,1.13,0.05,60918040.0
145.2,95.87,108.73,309.5,185,16916.63,3,118,8.94,6037.0,1.0,1.08,0.05,11577987.0
120.89,100.24,107.85,330.75,175,12758.84,3,363,2.7,5735.0,1.0,1.17,0.15,26262096.0
132.86,107.88,101.49,336.64,148,18422.32,3,547,3.6,5612.0,1.0,1.08,0.05,41454237.0
108.23,122.68,126.63,319.84,122,13264.78,16,589,4.44,2803.0,1.0,1.02,0.05,138809750.0
158.26,99.53,98.32,340.95,58,14617.39,8,645,1.23,6103.0,1.5,1.06,0.1,92400357.0
123.58,104.34,98.91,274.77,168,17144.61,5,590,7.94,4517.0,1.5,1.14,0.1,72572426.0
97.57,94.68,91.99,337.5,37,13288.68,5,300,5.83,5444.0,1.5,1.11,0.05,28721105.0
120.84,128.56,110.76,289.22,261,17728.36,6,514,3.34,6383.0,1.2,0.96,0.1,67026376.0
80.0,112.8,99.63,340.94,40,12430.7,12,205,9.93,4672.0,1.5,1.08,0.15,43545912.0
130.71,127.1,99.42,415.06,149,11802.47,12,679,5.97,4027.0,1.2,1.03,0.1,116337786.0
100.94,111.39,107.88,417.48,90,15970.64,12,675,5.62,7798.0,1.2,1.1,0.05,157718347.0
137.59,92.66,99.19,327.28,204,11975.43,8,171,5.86,7753.0,1.0,1.15,0.05,24624918.0
122.78,104.29,87.56,377.9,205,10874.08,15,200,2.24,3516.0,1.2,1.06,0.05,41447546.0
122.73,128.37,95.96,350.22,106,17238.1,5,361,3.01,4893.0,1.0,1.07,0.1,42082466.0
123.77,92.64,109.72,393.69,82,21027.84,15,649,6.52,4991.0,1.2,1.09,0.1,253665826.0
109.18,136.67,84.7,372.14,115,14062.14,8,180,2.46,4232.0,1.0,1.14,0.1,29682937.0
117.21,146.93,121.01,363.96,86,16001.21,15,92,7.67,6847.0,1.0,1.14,0.05,30275801.0
125.68,112.36,93.59,275.43,277,17946.32,2,32,9.06,7130.0,1.5,1.02,0.15,5924106.0
124.48,98.9,100.33,216.69,210,20125.34,19,257,1.56,4734.0,1.5,0.96,0.15,111517073.0
138.45,110.5,95.69,355.21,289,16784.71,12,258,1.55,5457.0,1.5,0.99,0.1,61692180.0
110.24,118.86,101.87,333.97,93,17748.04,6,424,4.59,3615.0,1.5,0.97,0.15,56137997.0
118.7,122.61,103.05,412.58,146,13685.39,12,529,4.38,5561.0,1.5,1.04,0.15,112171407.0
100.65,120.71,97.66,380.92,94,15677.14,6,465,7.61,5245.0,1.0,1.17,0.1,63379822.0
155.15,104.83,92.32,332.87,79,18845.73,15,218,3.3,8285.0,1.5,1.04,0.05,71264777.0
108.67,112.16,105.97,348.61,234,21620.07,2,667,8.9,6672.0,1.0,1.07,0.15,48017584.0
135.76,97.33,104.84,344.25,139,15529.97,17,372,3.45,7157.0,1.0,1.16,0.15,138288631.0
117.74,116.32,94.83,331.84,252,14693.53,8,331,6.75,5798.0,1.5,0.96,0.1,47428978.0
122.2,85.17,90.92,324.51,190,13546.56,6,664,7.73,4057.0,1.2,1.13,0.05,74362185.0
125.23,127.67,77.72,341.15,236,14194.98,9,368,9.3,6680.0,1.0,1.05,0.05,60975612.0
85.06,110.94,109.85,279.65,181,16922.78,13,656,6.96,2960.0,1.5,1.17,0.05,186277507.0
115.98,97.44,118.61,406.84,203,18630.17,18,153,4.91,4437.0,1.2,0.99,0.1,60254794.0
99.61,106.11,97.81,288.4,235,14543.33,12,293,2.87,6034.0,1.0,1.17,0.05,67460544.0
119.62,110.53,101.43,380.94,150,17622.22,4,227,5.35,4833.0,1.2,1.06,0.1,24959935.0
114.8,130.07,114.73,326.58,254,14609.58,6,544,1.62,6424.0,1.0,1.17,0.1,72199107.0
131.29,121.26,104.13,370.99,86,16070.52,4,590,6.96,7470.0,1.2,1.06,0.05,48568289.0
135.63,125.66,106.54,375.47,187,13625.89,19,265,8.84,5499.0,1.0,1.12,0.15,94756565.0
114.84,127.18,110.27,301.7,291,12256.46,15,248,2.67,3880.0,1.0,1.13,0.05,59137616.0
142.53,120.85,92.93,395.92,106,15860.97,18,564,2.27,6605.0,1.0,1.04,0.1,192735116.0
96.28,106.53,94.62,343.79,249,17046.03,9,471,4.51,5665.0,1.0,1.12,0.05,93205642.0
102.95,92.92,81.58,356.06,181,17540.93,9,306,1.3,4123.0,1.2,0.99,0.05,55331586.0
145.87,94.11,86.81,240.03,172,12261.4,4,608,2.58,5200.0,1.0,1.07,0.1,43192724.0
123.81,94.14,101.59,354.56,166,16105.68,9,362,4.53,4536.0,1.0,1.2,0.05,72540148.0
111.56,93.42,101.04,415.31,179,23402.94,17,245,5.73,3525.0,1.5,1.05,0.15,123195987.0
144.13,96.48,105.86,332.57,24,14834.0,6,594,5.15,4268.0,1.0,0.95,0.1,59628124.0
115.78,108.75,102.4,297.34,165,19553.9,18,662,7.03,6604.0,1.0,1.08,0.1,284893880.0
126.78,116.12,76.06,298.82,137,15250.07,9,685,6.92,6846.0,1.0,0.98,0.1,109892614.0
121.31,146.24,91.66,375.12,218,19720.2,7,390,2.92,4917.0,1.5,1.07,0.05,66764789.0
97.32,109.42,109.11,345.45,160,18318.67,17,701,3.49,6134.0,1.2,1.14,0.15,296635764.0
143.1,126.63,104.37,403.08,82,16660.42,10,359,7.53,3436.0,1.2,1.14,0.1,81659854.0
142.23,126.3,90.95,348.66,46,15810.45,6,124,5.46,4055.0,1.2,0.98,0.05,18280469.0
150.7,137.13,111.19,375.14,37,20371.35,6,155,5.67,4678.0,1.0,0.95,0.05,22807526.0
119.73,111.2,94.53,345.2,231,12786.34,3,428,4.25,4024.0,1.0,1.04,0.05,26122593.0
124.44,98.15,104.97,398.03,105,12216.85,5,342,4.31,4748.0,1.0,1.16,0.05,29294509.0
90.06,108.17,98.71,338.9,137,15141.87,15,158,3.88,2536.0,1.2,1.19,0.1,51348924.0
129.37,108.32,99.97,227.57,284,12904.71,11,341,2.25,5393.0,1.5,1.17,0.15,70752615.0
129.98,111.23,84.81,422.67,163,12365.73,19,632,9.91,5947.0,1.0,1.15,0.1,202123901.0
111.86,115.76,110.41,331.44,217,15416.17,4,692,6.82,5673.0,1.0,0.97,0.1,53937439.0
149.78,91.14,102.45,369.55,21,16964.42,13,108,3.86,6439.0,1.0,1.12,0.1,34269051.0
122.53,117.61,108.19,269.86,88,13512.86,15,509,5.57,3701.0,1.5,0.97,0.15,121917840.0
147.49,114.31,85.24,378.8,139,16865.93,11,628,3.21,4438.0,1.2,1.07,0.15,152236337.0
142.74,128.92,103.08,382.0,93,13564.71,5,302,3.17,5537.0,1.0,0.97,0.05,24548425.0
84.43,126.14,108.68,349.8,138,11985.12,8,440,7.9,5115.0,1.0,1.19,0.05,58762865.0
130.98,107.43,94.39,293.24,72,19471.3,2,334,6.9,3609.0,1.0,1.1,0.1,20521858.0
162.77,128.27,95.3,272.87,158,14731.63,7,710,7.33,5263.0,1.2,0.96,0.05,82909675.0
110.05,89.25,94.0,399.51,261,14783.82,2,47,8.64,5882.0,1.0,1.07,0.1,10523306.0
97.67,102.27,100.25,299.74,27,15016.98,8,705,4.54,5050.0,1.2,1.16,0.1,113411381.0
143.7,108.57,94.07,308.25,105,15946.18,5,450,8.43,5258.0,1.0,1.0,0.1,46569477.0
151.43,88.51,76.86,341.66,185,21619.09,18,407,7.49,4531.0,1.2,1.12,0.05,193433459.0
118.3,110.6,95.78,361.42,183,15447.38,14,513,3.08,4721.0,1.0,1.04,0.05,129587596.0
110.37,126.89,96.23,494.12,86,17378.08,15,46,6.24,3704.0,1.0,1.14,0.05,18869715.0
122.93,119.46,110.37,325.03,132,12119.82,19,709,7.53,4040.0,1.0,1.14,0.05,204984810.0
122.69,104.99,97.06,294.27,152,12785.98,14,215,8.46,4818.0,1.0,1.03,0.1,49981766.0
125.75,128.82,108.67,323.89,252,18784.06,11,667,4.38,1856.0,1.5,0.98,0.1,158201148.0
141.04,132.16,101.96,367.94,292,13093.0,16,600,4.63,6398.0,1.2,1.01,0.15,158076026.0
136.03,113.77,99.54,317.66,52,14763.89,13,672,6.4,3851.0,1.5,1.04,0.05,146404717.0
124.42,110.73,91.38,335.16,134,14109.15,11,36,6.95,3638.0,1.5,1.19,0.05,13089417.0
122.48,121.11,98.68,340.13,148,15251.87,8,677,9.62,5188.0,1.5,0.99,0.05,94515878.0
119.66,92.04,82.54,383.91,64,15385.35,11,131,8.56,4548.0,1.0,1.08,0.1,31585006.0
91.94,86.24,89.56,409.55,256,14136.99,2,208,8.84,5144.0,1.0,1.14,0.05,14857756.0
114.28,107.14,108.58,334.08,129,11558.93,2,516,3.1,3386.0,1.0,1.13,0.15,22295340.0
115.04,92.51,84.98,421.69,70,13447.64,11,170,4.62,8116.0,1.0,1.2,0.05,36677102.0
134.1,102.5,110.16,363.15,263,13422.23,12,90,8.03,4662.0,1.0,1.19,0.1,25976327.0
113.2,103.77,130.0,379.52,226,17148.15,15,37,1.29,1804.0,1.0,1.18,0.05,13405738.0
112.85,149.93,90.49,291.09,253,10184.19,12,191,3.98,5117.0,1.0,1.05,0.1,32721075.0
98.32,107.95,113.1,394.01,218,16897.93,18,188,1.31,5357.0,1.0,1.17,0.1,77882085.0
112.49,117.69,92.55,394.77,140,13792.42,16,47,5.04,6054.0,1.0,0.96,0.05,14074643.0
136.64,96.38,105.2,352.66,42,16726.89,14,631,4.67,3814.0,1.0,1.16,0.05,185247109.0
120.71,125.03,97.71,403.13,276,14368.68,10,681,3.29,5402.0,1.0,1.14,0.05,131755579.0
152.01,132.08,106.3,395.3,43,8017.21,2,131,2.65,5039.0,1.2,1.04,0.15,5916906.0
111.98,115.4,97.21,262.35,137,16287.48,16,505,7.3,6934.0,1.0,1.09,0.1,164589086.0
96.3,113.39,98.9,325.75,61,19587.46,9,373,1.97,5040.0,1.0,1.17,0.15,92774600.0
