ProductID,ProductName,Category,Description,Keywords,Price,UnitsSoldLast30Days
10237,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",3817.42,20
10238,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",4491.88,17
10239,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",2641.0,20
10240,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",3024.68,18
10241,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",4302.83,22
10242,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",614.61,16
10243,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",2171.91,18
10244,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",1543.79,11
10245,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",1380.21,18
10246,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",1948.68,23
10247,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",3800.62,20
10248,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",4742.87,17
10249,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",4278.72,16
10250,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",894.85,16
10251,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",3401.45,20
10252,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",352.95,24
10253,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",4144.75,20
10254,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",3431.86,25
10255,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",621.61,12
10256,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",1700.47,25
10257,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",2340.88,13
10258,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",4506.27,18
10259,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",4031.18,22
10260,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",4238.2,20
10261,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",1895.27,20
10262,scarf,Fashion,This scarf from our Fashion collection is best in quality and value.,"scarf, Fashion, buy scarf online",2718.21,13
10263,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",2894.11,19
10264,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",1170.6,23
10265,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",1105.42,14
10266,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",2228.42,21
10267,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",2413.16,25
10268,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",2712.72,23
10269,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",1757.46,21
10270,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",2616.96,25
10271,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",836.6,14
10272,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",4644.76,24
10273,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",2168.34,23
10274,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",3240.03,25
10275,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",887.79,16
10276,knife,Home & Kitchen,This knife from our Home & Kitchen collection is best in quality and value.,"knife, Home & Kitchen, buy knife online",3728.59,17
10277,scarf,Fashion,This scarf from our Fashion collection is best in quality and value.,"scarf, Fashion, buy scarf online",279.83,23
10278,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",4284.01,22
10279,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",1367.65,18
10280,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",1831.27,26
10281,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",2400.43,21
10282,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",1795.67,14
10283,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",4902.37,11
10284,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",2515.0,22
10285,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",4811.0,28
10286,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",1053.8,27
10287,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",714.38,27
10288,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",3247.09,17
10289,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",3147.03,15
10290,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",2841.43,19
10291,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",1769.39,22
10292,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",148.1,23
10293,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",4689.46,17
10294,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",3343.26,20
10295,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",2566.19,33
10296,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",4763.42,24
10297,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",1045.24,15
10298,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",4890.35,12
10299,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",2082.86,16
10300,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",1683.67,14
10301,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",3949.29,14
10302,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",1558.71,21
10303,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",1768.76,22
10304,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",4271.25,14
10305,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",4606.65,22
10306,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",4874.4,25
10307,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",233.38,17
10308,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",3101.94,19
10309,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",1469.11,18
10310,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",1934.07,20
10311,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",2330.05,26
10312,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",1263.34,16
10313,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",1776.62,21
10314,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",1036.91,24
10315,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",3098.98,23
10316,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",3422.91,22
10317,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",1844.41,14
10318,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",521.52,25
10319,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",4628.26,27
10320,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",2724.75,19
10321,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",4193.83,20
10322,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",1543.46,23
10323,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",4949.88,24
10324,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",3927.27,27
10325,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",1292.46,25
10326,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",327.63,20
10327,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",4932.77,22
10328,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",1893.66,14
10329,scarf,Fashion,This scarf from our Fashion collection is best in quality and value.,"scarf, Fashion, buy scarf online",3685.01,23
10330,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",1011.37,13
10331,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",2354.19,28
10332,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",419.54,21
10333,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",4744.16,21
10334,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",4376.34,24
10335,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",4549.44,19
10336,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",2156.21,19
10337,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",3596.71,22
10338,knife,Home & Kitchen,This knife from our Home & Kitchen collection is best in quality and value.,"knife, Home & Kitchen, buy knife online",2998.3,21
10339,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",2138.36,24
10340,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",2410.96,16
10341,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",849.32,21
10342,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",2676.85,21
10343,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",1406.99,18
10344,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",340.27,28
10345,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",4820.92,28
10346,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",4998.8,16
10347,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",1959.09,17
10348,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",701.95,19
10349,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",1709.34,13
10350,scarf,Fashion,This scarf from our Fashion collection is best in quality and value.,"scarf, Fashion, buy scarf online",2418.64,14
10351,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",4410.83,24
10352,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",1639.87,10
10353,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",1887.31,16
10354,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",3517.99,22
10355,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",3659.88,21
10356,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",962.83,22
10357,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",3186.49,22
10358,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",4678.25,26
10359,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",3829.63,18
10360,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",2057.72,27
10361,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",2944.23,32
10362,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",3611.01,21
10363,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",4674.19,19
10364,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",2396.79,16
10365,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",1492.72,14
10366,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",3264.9,20
10367,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",1011.52,17
10368,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",3458.69,20
10369,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",3550.26,14
10370,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",1810.58,17
10371,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",3822.93,30
10372,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",115.54,20
10373,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",2130.43,25
10374,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",117.34,22
10375,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",1036.19,19
10376,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",2177.09,22
10377,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",3641.69,20
10378,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",2787.46,21
10379,knife,Home & Kitchen,This knife from our Home & Kitchen collection is best in quality and value.,"knife, Home & Kitchen, buy knife online",4483.12,21
10380,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",3736.4,21
10381,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",4792.97,17
10382,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",1845.92,28
10383,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",2537.96,18
10384,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",1276.88,13
10385,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",3198.5,16
10386,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",2531.84,21
10387,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",4799.92,23
10388,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",4150.37,24
10389,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",2240.2,22
10390,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",4910.95,27
10391,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",2469.89,15
10392,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",2459.37,19
10393,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",4908.31,21
10394,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",4771.99,21
10395,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",3679.76,15
10396,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",1691.8,21
10397,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",662.95,30
10398,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",2489.45,20
10399,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",2822.25,20
10400,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",4206.83,15
10401,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",2595.35,23
10402,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",3249.19,24
10403,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",719.59,14
10404,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",2761.1,16
10405,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",1892.23,17
10406,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",1801.04,13
10407,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",1538.0,18
10408,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",1089.71,22
10409,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",4005.64,23
10410,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",2539.77,18
10411,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",2328.72,19
10412,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",2206.34,25
10413,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",1179.88,19
10414,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",3122.56,21
10415,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",1991.02,15
10416,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",764.33,13
10417,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",2585.14,21
10418,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",4289.34,20
10419,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",1652.8,25
10420,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",309.21,18
10421,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",1370.9,11
10422,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",4589.44,16
10423,knife,Home & Kitchen,This knife from our Home & Kitchen collection is best in quality and value.,"knife, Home & Kitchen, buy knife online",3346.71,17
10424,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",1410.22,22
10425,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",2412.96,16
10426,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",2188.98,21
10427,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",1338.1,22
10428,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",4520.3,18
10429,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",1061.42,19
10430,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",2622.68,21
10431,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",470.28,19
10432,battery,Electronics,This battery from our Electronics collection is best in quality and value.,"battery, Electronics, buy battery online",3141.42,27
10433,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",4664.12,21
10434,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",4753.56,21
10435,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",2233.53,15
10436,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",3412.42,16
10437,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",154.23,19
10438,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",1343.97,15
10439,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",146.24,32
10440,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",4672.6,17
10441,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",3556.94,27
10442,jacket,Fashion,This jacket from our Fashion collection is best in quality and value.,"jacket, Fashion, buy jacket online",1038.74,18
10443,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",3287.13,24
10444,knife,Home & Kitchen,This knife from our Home & Kitchen collection is best in quality and value.,"knife, Home & Kitchen, buy knife online",2226.86,25
10445,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",3210.52,17
10446,headphones,Electronics,This headphones from our Electronics collection is best in quality and value.,"headphones, Electronics, buy headphones online",422.13,23
10447,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",4891.53,20
10448,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",1157.06,22
10449,sneakers,Fashion,This sneakers from our Fashion collection is best in quality and value.,"sneakers, Fashion, buy sneakers online",501.36,20
10450,laptop,Electronics,This laptop from our Electronics collection is best in quality and value.,"laptop, Electronics, buy laptop online",2171.51,22
10451,textbook,Books,This textbook from our Books collection is best in quality and value.,"textbook, Books, buy textbook online",4484.4,31
10452,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",1908.8,24
10453,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",1802.35,21
10454,biography,Books,This biography from our Books collection is best in quality and value.,"biography, Books, buy biography online",592.51,19
10455,jeans,Fashion,This jeans from our Fashion collection is best in quality and value.,"jeans, Fashion, buy jeans online",1084.34,19
10456,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",669.14,18
10457,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",4522.23,15
10458,scarf,Fashion,This scarf from our Fashion collection is best in quality and value.,"scarf, Fashion, buy scarf online",432.91,28
10459,mattress,Home & Kitchen,This mattress from our Home & Kitchen collection is best in quality and value.,"mattress, Home & Kitchen, buy mattress online",3618.48,18
10460,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",4675.6,21
10461,t-shirt,Fashion,This t-shirt from our Fashion collection is best in quality and value.,"t-shirt, Fashion, buy t-shirt online",1849.9,21
10462,guide,Books,This guide from our Books collection is best in quality and value.,"guide, Books, buy guide online",2645.69,18
10463,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",4145.31,21
10464,lamp,Home & Kitchen,This lamp from our Home & Kitchen collection is best in quality and value.,"lamp, Home & Kitchen, buy lamp online",1808.36,18
10465,conditioner,Beauty,This conditioner from our Beauty collection is best in quality and value.,"conditioner, Beauty, buy conditioner online",1306.16,17
10466,perfume,Beauty,This perfume from our Beauty collection is best in quality and value.,"perfume, Beauty, buy perfume online",3375.71,17
10467,lipstick,Beauty,This lipstick from our Beauty collection is best in quality and value.,"lipstick, Beauty, buy lipstick online",1893.54,26
10468,shampoo,Beauty,This shampoo from our Beauty collection is best in quality and value.,"shampoo, Beauty, buy shampoo online",3674.97,19
10469,curtain,Home & Kitchen,This curtain from our Home & Kitchen collection is best in quality and value.,"curtain, Home & Kitchen, buy curtain online",1726.44,22
10470,dictionary,Books,This dictionary from our Books collection is best in quality and value.,"dictionary, Books, buy dictionary online",4378.03,10
10471,novel,Books,This novel from our Books collection is best in quality and value.,"novel, Books, buy novel online",1174.87,20
10472,scarf,Fashion,This scarf from our Fashion collection is best in quality and value.,"scarf, Fashion, buy scarf online",1973.91,18
10473,charger,Electronics,This charger from our Electronics collection is best in quality and value.,"charger, Electronics, buy charger online",870.36,19
10474,smartphone,Electronics,This smartphone from our Electronics collection is best in quality and value.,"smartphone, Electronics, buy smartphone online",2280.23,24
10475,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",4404.28,20
10476,moisturizer,Beauty,This moisturizer from our Beauty collection is best in quality and value.,"moisturizer, Beauty, buy moisturizer online",4297.47,20
10477,blender,Home & Kitchen,This blender from our Home & Kitchen collection is best in quality and value.,"blender, Home & Kitchen, buy blender online",2470.55,14
