GamerID,PreferredGenre,AvgSessionTimeMins,SessionsPerWeek,InGamePurchases,AchievementsUnlocked,FriendsInNetwork,PrefersMultiplayer,UsesVoiceChat,StreamingHoursPerWeek,GamerType
1427,Simulation,46.8,2,1,86,214,1,1,2.8,Strategist
1428,Sports,22.3,5,1,99,286,0,1,0.5,Achiever
1429,Adventure,71.4,11,4,62,139,0,0,4.1,Socializer
1430,Action,37.0,12,2,98,99,1,0,6.8,Strategist
1431,RPG,92.8,9,1,1,55,1,0,0.2,Casual
1432,Puzzle,76.8,8,1,67,114,1,1,0.2,Achiever
1433,Sports,79.2,7,2,36,60,1,1,1.5,Casual
1434,Puzzle,76.9,10,1,83,141,0,0,1.4,Achiever
1435,Puzzle,67.0,2,1,75,246,1,0,4.0,Casual
1436,Action,84.1,5,1,30,256,0,0,0.9,Achiever
1437,Adventure,101.3,1,2,94,232,0,0,6.3,Socializer
1438,Shooter,65.5,9,1,21,205,1,1,1.0,Explorer
1439,Shooter,89.3,2,4,42,121,1,1,3.1,Casual
1440,Simulation,129.5,14,4,19,239,1,0,4.1,Strategist
1441,Action,27.8,1,2,15,72,0,1,7.7,Casual
1442,Action,29.1,13,1,16,41,1,0,3.3,Achiever
1443,Simulation,57.1,2,2,72,183,1,1,1.7,Achiever
1444,Puzzle,84.7,7,1,96,43,0,1,0.7,Explorer
1445,Puzzle,30.7,4,1,38,207,1,0,2.0,Strategist
1446,Shooter,83.5,14,2,23,263,1,1,0.2,Achiever
1447,Sports,28.3,3,1,58,206,0,0,3.3,Strategist
1448,Simulation,77.5,1,3,33,272,0,1,6.1,Socializer
1449,Sports,52.5,6,1,54,243,1,1,0.6,Socializer
1450,Puzzle,57.6,3,2,48,251,0,1,0.5,Achiever
1451,Simulation,114.1,12,2,77,26,0,0,1.5,Strategist
1452,RPG,91.0,13,2,73,23,1,0,0.1,Strategist
1453,Simulation,49.6,8,3,60,153,0,0,0.6,Socializer
1454,Shooter,77.2,11,2,7,144,1,0,1.5,Achiever
1455,Action,12.9,12,0,11,167,1,0,2.2,Explorer
1456,RPG,60.9,12,0,26,199,1,0,1.9,Achiever
1457,Shooter,81.2,10,3,80,296,1,0,3.3,Socializer
1458,Simulation,50.7,10,3,41,56,1,0,3.2,Achiever
1459,RPG,137.4,3,3,52,195,1,1,0.7,Strategist
1460,Adventure,10.0,14,1,63,115,1,0,1.0,Casual
1461,Simulation,42.3,2,2,68,217,1,0,3.9,Explorer
1462,Action,116.0,10,1,66,95,1,1,2.0,Socializer
1463,Action,36.8,2,1,48,286,0,0,2.2,Explorer
1464,Shooter,95.3,13,1,19,33,1,0,1.3,Socializer
1465,Puzzle,82.7,4,2,87,211,0,1,1.4,Socializer
1466,Simulation,48.9,5,1,78,88,0,1,1.2,Explorer
1467,Puzzle,92.6,2,3,56,286,0,0,0.4,Explorer
1468,Sports,35.2,2,2,91,251,0,1,13.7,Achiever
1469,RPG,10.0,2,3,61,46,1,1,3.1,Strategist
1470,Puzzle,48.1,2,4,56,154,1,1,1.1,Strategist
1471,Simulation,32.0,13,3,91,198,1,1,2.1,Achiever
1472,Action,97.0,5,0,66,129,1,1,0.8,Casual
1473,Puzzle,68.6,13,2,31,98,1,0,0.8,Achiever
1474,Puzzle,10.0,7,3,71,44,0,1,4.4,Achiever
1475,RPG,91.8,1,2,86,51,0,0,3.2,Strategist
1476,Adventure,66.0,14,1,48,268,1,0,3.6,Casual
1477,RPG,67.6,3,4,60,125,1,0,5.7,Explorer
1478,Simulation,48.4,12,3,52,166,0,0,1.5,Strategist
1479,Simulation,90.4,8,1,31,231,0,0,5.2,Casual
1480,Sports,10.0,14,2,78,114,0,0,3.8,Explorer
1481,Action,15.4,1,1,60,48,0,0,0.8,Achiever
1482,Action,63.0,7,1,10,261,1,1,2.6,Achiever
1483,RPG,72.2,2,3,39,141,0,1,3.9,Strategist
1484,Action,77.6,1,2,20,73,1,1,5.3,Strategist
1485,RPG,42.2,3,1,17,276,0,1,1.4,Casual
1486,Shooter,98.9,9,0,3,248,1,1,1.6,Explorer
1487,Shooter,73.6,4,5,77,93,1,1,2.7,Explorer
1488,Simulation,89.7,11,2,47,294,1,0,3.2,Strategist
1489,Adventure,74.8,5,2,84,38,1,1,9.5,Achiever
1490,Shooter,85.5,1,2,33,298,1,0,5.5,Casual
1491,Simulation,40.2,7,3,66,246,1,0,6.2,Strategist
1492,Action,87.7,2,0,99,12,1,0,0.8,Socializer
1493,Shooter,77.7,12,2,58,180,1,0,1.5,Socializer
1494,Action,98.0,14,0,71,42,1,1,4.6,Strategist
1495,Action,10.0,3,1,91,84,1,0,0.1,Strategist
1496,Sports,42.3,14,3,79,10,1,0,1.2,Achiever
1497,Simulation,106.9,7,5,35,211,1,1,0.1,Achiever
1498,RPG,117.3,14,3,61,282,0,0,1.8,Achiever
1499,Action,117.0,10,3,28,292,1,0,1.6,Socializer
1500,Simulation,67.5,2,1,23,79,1,0,0.9,Socializer
1501,Sports,64.7,2,3,92,235,1,0,0.6,Casual
1502,Simulation,85.2,11,0,76,264,0,1,3.6,Casual
1503,RPG,24.9,7,1,4,156,1,0,0.3,Casual
1504,Shooter,18.9,11,0,91,90,1,1,4.2,Explorer
1505,Shooter,68.4,9,3,96,248,1,1,1.0,Strategist
1506,Action,121.6,14,1,86,183,1,0,2.8,Socializer
1507,Shooter,15.3,12,1,12,116,1,1,2.5,Explorer
1508,RPG,62.6,4,4,46,204,0,0,5.0,Achiever
1509,Shooter,68.6,3,3,54,168,1,0,1.0,Achiever
1510,Puzzle,38.1,12,0,58,237,0,0,7.1,Socializer
1511,Sports,34.6,10,4,56,91,1,0,3.7,Socializer
1512,Shooter,106.5,12,2,99,218,1,1,2.6,Socializer
1513,Shooter,53.3,10,3,32,84,1,0,2.4,Casual
1514,Action,88.0,13,1,60,183,1,0,12.6,Socializer
1515,Action,10.0,7,0,44,42,1,1,4.7,Strategist
1516,Shooter,31.1,10,4,86,28,1,0,0.2,Achiever
1517,Action,48.7,5,0,44,136,1,0,1.0,Socializer
1518,Shooter,98.7,7,1,88,147,0,1,2.4,Strategist
1519,Simulation,21.2,3,2,91,139,0,0,0.9,Explorer
1520,RPG,39.0,4,5,2,104,1,1,7.1,Strategist
1521,Shooter,68.7,11,2,4,57,1,1,2.5,Strategist
1522,Action,118.4,3,3,36,66,1,0,5.1,Strategist
1523,Action,49.3,9,5,7,185,1,0,0.9,Socializer
1524,Shooter,62.5,5,2,77,210,0,1,11.7,Strategist
1525,Action,10.0,13,0,26,0,1,1,3.3,Strategist
1526,Puzzle,23.3,4,1,20,39,1,0,5.0,Explorer
1527,Sports,80.8,9,1,64,257,0,1,2.2,Casual
1528,RPG,71.2,7,3,57,42,1,0,2.9,Achiever
1529,Adventure,10.0,5,1,85,225,0,0,3.4,Casual
1530,Simulation,89.5,13,3,81,134,0,0,3.6,Strategist
1531,Simulation,53.8,9,7,59,94,0,0,0.2,Strategist
1532,Action,66.4,7,1,51,61,1,1,3.7,Explorer
1533,Adventure,81.6,6,0,98,234,0,1,3.0,Socializer
1534,Sports,87.7,12,5,66,232,1,0,0.6,Casual
1535,Action,60.8,1,2,92,293,0,1,2.0,Socializer
1536,Simulation,74.9,12,1,33,43,1,0,3.5,Explorer
1537,Simulation,53.7,3,3,83,292,1,0,0.0,Casual
1538,Action,53.8,9,2,12,208,1,1,0.4,Casual
1539,Shooter,59.6,13,1,99,212,0,0,1.8,Achiever
1540,Simulation,57.4,10,2,67,45,1,0,3.9,Achiever
1541,Puzzle,61.0,7,0,55,97,0,0,11.2,Strategist
1542,Action,85.0,10,2,9,121,1,0,1.1,Explorer
1543,Adventure,34.3,1,0,24,37,0,0,2.8,Strategist
1544,Shooter,60.0,10,3,96,273,1,1,3.6,Achiever
1545,Simulation,83.2,9,4,64,26,0,1,1.0,Casual
1546,Sports,90.0,9,1,21,164,0,1,3.2,Socializer
1547,RPG,64.8,14,4,47,85,0,0,4.2,Strategist
1548,Simulation,75.4,3,3,53,277,1,0,6.2,Explorer
1549,Action,83.8,2,1,63,45,1,0,17.8,Socializer
1550,Action,75.3,10,1,62,21,0,1,0.5,Explorer
1551,RPG,27.5,9,3,69,20,1,1,3.2,Achiever
1552,Adventure,40.6,6,4,33,198,0,1,1.1,Explorer
1553,Sports,13.7,13,3,12,126,1,0,5.5,Socializer
1554,Sports,63.4,9,0,20,260,1,1,0.8,Strategist
1555,Sports,53.2,6,3,62,76,1,1,0.5,Socializer
1556,RPG,30.5,2,1,62,275,0,0,0.3,Explorer
1557,Adventure,104.4,11,0,26,169,1,0,4.0,Achiever
1558,Action,39.0,8,2,14,150,1,0,0.8,Socializer
1559,Sports,37.5,6,0,0,21,1,0,1.3,Casual
1560,Action,109.4,7,1,58,157,0,0,1.1,Strategist
1561,Puzzle,67.2,9,1,19,267,1,0,2.0,Socializer
1562,Sports,68.4,1,1,82,8,0,1,0.9,Socializer
1563,RPG,75.7,14,1,99,195,1,0,3.1,Explorer
1564,Simulation,13.3,4,0,90,285,1,1,4.0,Achiever
1565,Simulation,31.2,12,3,76,130,1,0,2.4,Achiever
1566,Action,29.8,6,3,49,106,0,1,1.5,Achiever
1567,Sports,10.0,12,3,40,97,0,1,10.7,Achiever
1568,Sports,73.7,2,4,9,157,1,0,5.8,Socializer
1569,Action,82.2,11,3,56,269,1,1,15.6,Achiever
1570,Action,59.4,6,1,82,294,1,1,0.1,Explorer
1571,Adventure,24.5,13,2,38,58,0,1,0.1,Explorer
1572,Adventure,72.2,3,1,38,243,1,1,1.5,Casual
1573,RPG,16.5,4,1,63,252,0,1,3.9,Socializer
1574,Shooter,39.3,3,0,13,8,1,1,3.6,Achiever
1575,Simulation,41.8,9,5,82,150,1,1,0.2,Casual
1576,Simulation,133.8,2,1,44,296,0,1,6.0,Strategist
1577,RPG,47.1,4,0,59,53,1,0,3.6,Casual
1578,Shooter,26.0,7,3,69,179,1,1,2.4,Explorer
1579,Adventure,26.5,7,3,46,298,1,1,0.1,Socializer
1580,Simulation,53.4,4,4,7,291,0,1,4.8,Socializer
1581,RPG,128.7,8,2,29,149,1,1,5.2,Strategist
1582,Simulation,18.9,12,1,66,68,1,0,0.9,Socializer
1583,Simulation,108.4,8,1,6,192,1,1,5.9,Explorer
1584,Adventure,23.1,1,0,39,201,0,1,2.8,Strategist
1585,Sports,58.3,6,0,8,12,1,0,2.9,Explorer
1586,Simulation,92.2,10,4,34,87,1,0,1.0,Socializer
1587,Action,71.1,10,3,45,244,0,1,7.8,Strategist
1588,Adventure,63.7,10,2,36,62,0,1,3.9,Strategist
1589,Action,36.0,12,1,3,230,1,0,2.6,Socializer
1590,Adventure,82.3,11,1,27,238,0,1,1.2,Explorer
1591,Puzzle,56.3,2,0,58,249,1,1,1.1,Strategist
1592,Action,10.0,10,0,72,124,0,0,1.3,Achiever
1593,Sports,52.8,12,3,26,133,1,1,6.0,Explorer
1594,RPG,27.0,8,1,42,221,1,1,4.3,Achiever
1595,Action,35.3,2,4,85,148,1,0,9.6,Socializer
1596,Sports,113.0,12,1,50,175,1,1,2.1,Achiever
1597,RPG,54.6,8,3,72,273,0,1,7.5,Achiever
1598,Puzzle,38.2,2,2,84,192,1,1,0.4,Socializer
1599,Shooter,132.0,9,0,67,39,1,1,0.1,Casual
1600,Adventure,37.5,2,2,64,285,1,1,4.1,Socializer
1601,Sports,15.5,13,1,18,285,1,1,0.4,Explorer
1602,Sports,119.7,10,2,59,251,1,0,3.3,Achiever
1603,Puzzle,65.6,2,2,71,33,0,0,0.8,Achiever
1604,Shooter,101.3,3,1,15,297,1,1,1.0,Achiever
1605,Sports,10.0,2,4,71,31,0,0,2.4,Casual
1606,RPG,28.1,8,1,86,37,1,0,1.2,Strategist
1607,RPG,98.0,1,3,40,195,0,0,1.1,Casual
1608,Action,66.0,6,0,39,74,1,1,0.0,Strategist
1609,Action,38.5,13,1,36,215,0,0,0.4,Explorer
1610,Action,22.7,3,2,71,82,1,1,6.7,Casual
1611,Puzzle,83.0,5,1,76,200,0,0,0.0,Casual
1612,Simulation,54.7,14,2,8,22,1,1,2.9,Casual
1613,Simulation,31.3,4,1,17,67,1,1,2.7,Casual
1614,RPG,52.0,5,0,17,207,1,1,1.3,Casual
1615,Puzzle,37.5,4,3,14,268,1,0,1.7,Socializer
1616,Adventure,33.8,12,3,71,260,1,1,2.3,Explorer
1617,RPG,16.3,13,2,69,249,1,1,1.3,Casual
1618,Shooter,87.0,12,1,99,265,1,0,0.0,Casual
1619,Simulation,56.0,7,1,92,174,1,1,1.8,Explorer
1620,Simulation,90.8,9,3,35,177,1,0,4.1,Explorer
1621,Puzzle,111.9,3,1,3,168,0,0,0.7,Strategist
1622,Simulation,61.6,10,3,37,225,1,0,4.8,Strategist
1623,Simulation,119.8,1,2,7,20,0,1,1.0,Explorer
1624,RPG,89.9,6,4,57,138,1,0,5.9,Achiever
1625,RPG,48.3,10,1,35,220,1,1,3.2,Achiever
1626,Adventure,95.0,6,0,36,160,0,1,2.2,Strategist
1627,Puzzle,29.8,8,4,43,36,1,0,0.2,Casual
1628,Puzzle,63.1,13,2,93,72,1,0,1.7,Casual
1629,Sports,87.8,8,1,2,83,0,0,0.1,Strategist
1630,Simulation,70.7,11,1,41,85,1,0,0.1,Explorer
1631,Action,78.1,13,0,51,5,1,0,7.0,Achiever
1632,Action,96.6,9,2,56,184,1,0,2.4,Socializer
1633,Simulation,126.4,4,2,83,55,1,1,1.9,Explorer
1634,Sports,52.7,12,3,62,33,1,0,2.1,Socializer
1635,RPG,80.7,2,3,84,140,0,0,1.0,Strategist
1636,RPG,18.4,9,0,2,54,1,0,0.8,Explorer
1637,Adventure,58.3,11,4,52,279,1,0,0.3,Socializer
1638,Simulation,51.8,1,3,21,104,1,0,0.7,Socializer
1639,Sports,85.0,14,2,8,75,1,0,2.0,Strategist
1640,Action,58.5,2,1,13,17,1,0,1.0,Achiever
1641,RPG,69.6,3,2,46,53,1,1,2.0,Explorer
1642,Sports,77.0,2,3,56,45,1,0,15.2,Strategist
1643,Simulation,23.6,12,5,8,278,1,0,0.4,Strategist
1644,Shooter,107.7,5,3,80,57,1,0,0.6,Explorer
1645,Sports,48.6,9,1,85,122,1,1,0.6,Strategist
1646,Puzzle,80.3,10,2,56,229,0,1,13.2,Explorer
1647,Sports,13.0,8,4,73,91,1,1,8.8,Socializer
1648,Simulation,66.0,13,4,8,253,1,0,3.0,Achiever
1649,RPG,120.4,13,3,11,287,1,0,1.3,Explorer
1650,Adventure,84.5,13,1,49,206,0,1,0.8,Achiever
1651,Puzzle,74.7,9,2,56,236,1,1,8.0,Strategist
1652,Puzzle,92.4,3,2,13,242,1,0,2.2,Achiever
1653,Adventure,76.6,14,1,19,113,1,0,1.0,Strategist
1654,Puzzle,78.7,9,0,45,262,1,0,2.8,Strategist
1655,Action,55.3,4,1,9,286,1,0,5.0,Socializer
1656,Adventure,62.8,11,2,86,154,1,0,1.2,Strategist
1657,RPG,25.8,9,0,38,3,1,1,0.7,Strategist
1658,Shooter,103.4,9,1,8,105,0,1,3.0,Socializer
1659,Puzzle,98.1,6,2,11,140,0,1,5.5,Explorer
1660,Shooter,33.3,2,3,96,125,0,1,1.1,Achiever
1661,Simulation,110.2,9,1,96,35,0,1,0.4,Explorer
1662,Shooter,59.0,4,5,62,226,0,1,1.4,Strategist
1663,Shooter,30.9,7,2,48,94,1,0,2.6,Achiever
1664,Shooter,74.2,6,2,16,143,0,0,0.5,Strategist
1665,Puzzle,42.3,11,2,53,283,1,1,2.4,Strategist
1666,Sports,38.1,10,3,5,132,1,0,1.4,Achiever
1667,RPG,42.3,13,2,54,218,1,1,4.2,Explorer
1668,RPG,82.0,13,1,73,187,1,1,2.2,Explorer
1669,Adventure,71.0,13,1,30,222,1,1,1.0,Casual
1670,Action,58.1,8,3,14,88,1,1,5.2,Socializer
1671,Action,17.6,2,2,5,217,1,0,0.4,Achiever
1672,Shooter,69.5,5,3,65,46,1,0,1.6,Casual
1673,Shooter,79.2,1,1,86,62,1,1,4.2,Socializer
1674,Puzzle,91.0,2,1,40,120,1,1,3.0,Casual
1675,Adventure,158.3,12,4,35,245,1,0,2.6,Socializer
1676,Simulation,94.9,13,0,64,244,0,1,18.6,Strategist
1677,RPG,50.6,11,2,99,267,0,0,0.5,Strategist
1678,Puzzle,71.7,4,0,88,80,1,1,2.4,Strategist
1679,Puzzle,56.0,8,0,31,291,1,1,0.1,Strategist
1680,Shooter,101.8,6,1,75,160,0,0,3.6,Explorer
1681,Puzzle,69.7,11,3,23,234,0,0,2.4,Achiever
1682,Action,38.8,11,3,19,150,1,1,3.9,Achiever
1683,Sports,95.3,6,2,12,150,0,1,1.9,Achiever
1684,Simulation,100.1,3,3,34,31,1,1,2.5,Socializer
1685,Simulation,60.7,5,3,46,255,1,0,0.5,Achiever
1686,RPG,62.6,1,1,74,252,1,0,3.9,Explorer
1687,Simulation,80.5,4,2,5,176,1,0,9.5,Achiever
1688,Puzzle,20.0,12,4,82,280,1,1,3.5,Socializer
1689,Action,69.9,5,2,50,218,0,1,4.5,Socializer
1690,RPG,98.1,7,1,56,230,0,1,3.5,Achiever
1691,Sports,54.4,13,0,63,271,1,1,1.1,Explorer
1692,Action,75.7,9,1,15,189,1,1,0.8,Strategist
1693,Shooter,61.6,12,1,95,76,0,1,12.5,Achiever
1694,Puzzle,145.6,1,3,87,99,1,0,3.1,Achiever
1695,Shooter,35.8,2,0,40,199,1,1,4.1,Casual
1696,Sports,72.8,4,3,11,216,1,0,4.6,Achiever
1697,RPG,30.4,8,3,11,203,0,1,0.3,Casual
1698,Simulation,47.4,8,1,13,91,1,1,5.2,Achiever
1699,Shooter,68.8,9,2,8,68,1,1,2.1,Socializer
1700,Adventure,62.9,10,2,33,127,0,1,1.3,Explorer
1701,Sports,37.4,12,1,50,48,1,0,2.4,Socializer
1702,Action,87.7,12,4,97,246,1,0,5.4,Strategist
1703,Action,126.4,13,1,66,57,1,1,2.3,Strategist
1704,Adventure,60.0,10,0,99,163,1,1,1.2,Socializer
1705,Sports,41.4,2,4,27,103,0,0,1.7,Achiever
1706,Adventure,103.7,11,2,4,17,1,0,2.4,Explorer
1707,Shooter,54.1,9,3,57,91,1,1,0.8,Explorer
1708,Sports,74.7,5,1,76,106,1,0,3.9,Strategist
1709,Puzzle,93.3,14,4,38,47,1,1,4.1,Casual
1710,Sports,65.4,4,0,91,83,1,1,3.4,Socializer
1711,Simulation,50.4,7,3,27,246,0,0,0.6,Achiever
1712,RPG,54.8,9,2,98,239,1,0,7.5,Socializer
1713,Sports,53.7,2,0,62,89,1,0,0.7,Casual
1714,Puzzle,10.8,5,2,89,7,1,0,2.3,Socializer
1715,Action,107.2,11,1,39,200,1,0,7.3,Explorer
1716,RPG,22.3,4,2,35,198,0,0,2.3,Socializer
1717,Puzzle,70.9,3,5,93,260,1,0,1.4,Explorer
1718,Simulation,105.8,12,4,87,31,1,1,2.1,Strategist
1719,Sports,47.9,3,7,41,262,1,1,8.2,Explorer
1720,Shooter,21.2,4,1,79,134,1,1,0.0,Achiever
1721,Sports,37.6,3,3,95,154,0,0,0.8,Achiever
1722,RPG,66.7,6,2,45,163,1,0,0.9,Achiever
1723,RPG,82.7,2,3,90,172,1,1,0.6,Socializer
1724,Puzzle,98.8,13,2,71,179,1,0,0.5,Socializer
1725,Adventure,90.8,5,3,95,106,0,1,5.9,Achiever
1726,Shooter,61.6,14,4,87,168,0,1,7.1,Casual
1727,RPG,71.6,3,2,57,92,0,1,2.3,Casual
1728,Action,61.5,7,2,8,73,1,1,0.0,Strategist
1729,RPG,64.4,2,2,14,31,1,1,0.6,Casual
1730,Action,32.8,3,2,98,88,1,0,2.4,Achiever
1731,RPG,86.1,5,0,3,182,1,0,5.9,Explorer
1732,Puzzle,45.9,4,0,37,42,1,0,0.1,Socializer
1733,Shooter,41.6,12,5,22,93,0,0,1.2,Achiever
1734,Simulation,105.4,1,1,81,146,1,1,7.4,Achiever
1735,Adventure,78.6,14,1,18,168,0,1,1.1,Achiever
1736,Simulation,10.0,5,3,48,45,0,1,6.6,Socializer
1737,RPG,73.2,2,4,48,9,0,0,1.9,Socializer
1738,Puzzle,40.3,14,0,26,296,1,1,3.4,Socializer
1739,Puzzle,92.7,2,1,51,197,1,1,4.1,Strategist
1740,Sports,15.5,1,2,47,204,1,0,1.5,Casual
1741,Simulation,98.0,14,2,22,78,1,0,5.2,Achiever
1742,Shooter,93.4,12,0,28,247,1,0,0.6,Explorer
1743,Shooter,47.2,6,1,82,155,1,0,5.8,Strategist
1744,Puzzle,10.0,13,3,10,3,1,0,4.0,Achiever
1745,Simulation,60.0,5,4,60,113,1,1,6.8,Casual
1746,Puzzle,65.1,6,0,89,168,1,0,4.4,Casual
1747,Sports,83.0,5,2,86,192,1,0,0.6,Casual
1748,RPG,59.0,12,3,21,11,0,0,0.4,Explorer
1749,Sports,10.0,1,2,38,281,0,1,0.7,Socializer
1750,Shooter,81.2,14,2,92,209,0,0,0.5,Achiever
1751,RPG,63.0,2,1,27,0,1,1,1.6,Casual
1752,Shooter,45.3,11,2,48,286,1,0,1.9,Achiever
1753,Sports,42.7,10,2,29,21,0,0,2.8,Explorer
1754,Shooter,43.5,6,2,36,220,1,1,3.6,Achiever
1755,Sports,57.6,1,4,16,73,0,1,7.6,Strategist
1756,RPG,58.3,2,4,7,137,1,0,5.6,Casual
1757,Action,86.7,9,1,3,138,1,0,1.0,Strategist
1758,Puzzle,71.1,1,4,11,225,1,1,0.8,Strategist
1759,Adventure,92.7,8,5,21,162,1,0,12.9,Socializer
1760,Action,108.5,12,2,48,47,1,1,0.4,Casual
1761,Adventure,44.5,2,2,7,50,1,1,0.0,Strategist
1762,Adventure,86.3,4,2,51,178,1,0,1.1,Achiever
1763,RPG,105.5,14,2,4,248,0,1,0.5,Strategist
1764,Action,74.5,3,3,56,290,1,0,2.2,Casual
1765,Action,12.1,5,0,4,220,0,0,3.9,Casual
1766,Sports,45.9,8,2,5,285,1,0,1.4,Explorer
1767,RPG,66.8,13,1,78,79,1,1,1.4,Explorer
1768,Shooter,63.9,4,0,25,289,1,0,0.7,Socializer
1769,Puzzle,48.7,3,2,5,29,1,1,1.1,Socializer
1770,Action,10.3,11,1,60,54,1,0,4.0,Achiever
1771,Puzzle,63.4,1,4,61,140,1,1,0.8,Casual
1772,Shooter,58.1,2,2,12,79,1,1,1.0,Socializer
1773,Adventure,10.0,7,2,32,291,1,0,0.7,Socializer
1774,Adventure,36.5,5,1,24,76,0,1,1.2,Achiever
1775,Sports,92.5,6,1,91,290,1,0,1.9,Socializer
1776,Shooter,75.5,6,1,87,123,1,0,5.1,Strategist
1777,Action,48.6,2,1,49,179,0,1,0.1,Socializer
1778,Adventure,10.0,11,1,55,71,0,0,1.0,Strategist
1779,Sports,26.3,13,3,67,134,1,0,0.4,Strategist
1780,RPG,107.4,10,1,83,121,0,1,0.3,Explorer
1781,RPG,45.3,13,4,71,286,1,0,0.8,Strategist
1782,RPG,23.0,7,1,21,215,1,1,1.6,Strategist
1783,Simulation,32.0,13,2,62,150,1,1,2.2,Achiever
1784,Puzzle,73.4,5,4,78,40,1,0,1.8,Achiever
1785,Sports,90.6,10,2,27,180,1,0,1.5,Strategist
1786,Simulation,33.8,10,3,73,159,1,1,5.9,Casual
1787,RPG,39.9,5,3,65,139,0,0,2.2,Strategist
1788,Shooter,50.7,9,4,30,23,1,1,8.1,Strategist
1789,RPG,36.4,4,0,56,218,0,0,2.4,Strategist
1790,Action,76.4,14,3,27,284,1,0,0.2,Achiever
1791,Action,10.0,11,1,31,138,1,0,0.2,Achiever
1792,Simulation,85.9,3,4,94,6,1,0,9.3,Explorer
1793,Shooter,38.5,7,2,79,291,0,1,2.9,Casual
1794,RPG,41.8,10,1,32,250,1,1,1.4,Strategist
1795,Puzzle,82.5,8,1,28,200,1,1,1.4,Strategist
1796,RPG,65.6,4,5,14,133,0,1,4.8,Strategist
1797,Simulation,58.2,8,1,2,9,0,0,2.5,Strategist
1798,Action,28.0,12,5,70,23,1,0,1.6,Strategist
1799,Action,29.9,9,3,88,73,0,1,3.0,Strategist
1800,Puzzle,85.4,4,2,34,170,1,1,3.7,Achiever
1801,RPG,149.3,3,1,23,54,1,0,2.3,Achiever
1802,Simulation,34.6,12,1,72,147,1,1,0.4,Strategist
1803,Simulation,45.7,2,1,88,191,0,0,3.3,Strategist
1804,Shooter,67.7,4,2,15,71,1,1,0.3,Achiever
1805,Action,66.6,4,3,27,57,1,1,1.0,Explorer
1806,Adventure,68.2,1,0,63,72,1,0,2.1,Explorer
1807,RPG,102.4,5,1,11,131,0,0,0.4,Explorer
1808,RPG,50.8,4,1,7,234,0,0,0.3,Casual
1809,Simulation,69.6,10,2,53,231,1,0,0.2,Casual
1810,Adventure,51.1,2,4,93,220,1,0,8.3,Casual
1811,Sports,104.7,6,1,48,56,1,1,1.9,Achiever
1812,Sports,88.2,3,1,88,59,1,1,0.5,Achiever
1813,Adventure,13.7,7,0,33,201,1,1,2.8,Strategist
1814,Simulation,54.3,13,0,14,150,1,0,1.4,Explorer
1815,Sports,70.3,14,3,42,279,0,1,2.8,Explorer
1816,Action,97.9,4,1,83,222,1,1,2.4,Casual
1817,Action,99.2,14,1,99,133,0,1,0.7,Explorer
1818,Adventure,42.8,8,0,33,261,0,0,5.2,Strategist
1819,RPG,103.5,13,4,24,151,1,1,5.6,Explorer
1820,RPG,101.7,12,1,93,139,0,1,1.0,Socializer
1821,Puzzle,87.5,3,2,1,281,1,0,8.8,Explorer
1822,Shooter,71.9,9,1,72,86,1,0,2.8,Explorer
1823,Sports,52.8,1,3,58,21,1,0,9.0,Explorer
1824,Action,126.0,9,2,18,83,1,1,7.7,Achiever
1825,Adventure,20.9,13,1,88,23,0,1,0.2,Achiever
1826,Simulation,27.0,1,3,35,229,1,0,4.5,Socializer
1827,Action,79.5,5,5,16,168,0,1,8.5,Casual
1828,Shooter,67.1,6,1,21,145,0,1,1.1,Casual
1829,RPG,37.2,6,2,16,21,1,0,0.3,Socializer
1830,Adventure,48.7,2,3,59,144,1,0,0.2,Socializer
1831,Action,10.0,8,1,57,60,1,0,4.4,Casual
1832,Puzzle,40.7,5,4,53,274,0,1,0.6,Achiever
1833,Adventure,50.0,8,1,12,20,1,0,5.2,Explorer
1834,Adventure,36.1,11,3,0,85,0,1,0.0,Achiever
1835,Sports,76.7,2,2,93,72,1,1,4.0,Strategist
1836,Simulation,49.4,14,1,55,16,1,0,3.3,Achiever
1837,Puzzle,10.0,5,2,2,75,0,1,0.0,Explorer
1838,Puzzle,48.0,8,0,17,37,1,1,5.6,Casual
1839,Puzzle,20.9,13,0,56,126,0,0,0.5,Socializer
1840,Puzzle,41.4,9,1,6,218,0,1,3.1,Socializer
1841,Action,59.2,2,1,47,225,1,1,1.4,Casual
1842,Shooter,133.8,8,3,30,158,1,1,0.2,Explorer
1843,Adventure,34.1,14,4,46,90,1,1,0.5,Strategist
1844,Simulation,53.4,5,1,80,63,0,0,0.2,Casual
1845,Shooter,10.0,13,2,18,207,0,1,3.8,Socializer
1846,Sports,10.0,3,2,7,29,1,1,4.5,Strategist
1847,Puzzle,82.8,13,3,65,230,0,1,3.8,Explorer
1848,Puzzle,49.5,3,1,66,10,1,1,5.8,Socializer
1849,Puzzle,53.7,14,2,83,256,1,1,0.8,Strategist
1850,Puzzle,88.2,11,2,78,68,1,1,2.8,Achiever
1851,Simulation,48.6,5,1,67,177,0,0,3.2,Achiever
1852,Simulation,57.8,8,0,35,61,1,1,2.2,Socializer
1853,Action,72.3,11,2,83,160,1,1,1.3,Strategist
1854,Simulation,54.9,4,2,79,277,1,1,0.8,Strategist
1855,RPG,52.4,8,2,15,27,1,0,9.6,Strategist
