GameID,Title,AvgSessionLength,VisualStyle,NarrativeDepth,ComplexityScore,PlayerRating,MechanicsCount,MultiplayerSupport,InAppPurchases,ReleaseYear,AvgPlaytimePerUserHrs,ReviewSentiment,HasStoryMode,Platform,TargetAudienceAge,PriceCategory,Genre
5216,Game_216,66.7,Anime,4,5.4,1.1,8,1,1,2019,1.8,Mixed,1,PC,Adults,Paid,Horror
5217,Game_217,43.8,Cartoon,2,9.4,1.6,9,1,0,2022,40.6,Positive,0,Cross-platform,Teens,Free,Simulation
5218,Game_218,53.2,Pixel,5,5.2,2.9,14,1,0,2005,1.5,Positive,0,Mobile,Adults,Premium,RPG
5219,Game_219,35.8,3D,2,2.6,2.2,19,0,0,2017,5.9,Negative,1,PC,Kids,Freemium,Adventure
5220,Game_220,11.0,3D,5,1.9,2.0,1,1,1,2019,8.0,Negative,1,Cross-platform,All Ages,Paid,Horror
5221,Game_221,59.9,3D,3,9.1,2.7,12,1,0,2020,6.0,Negative,1,Cross-platform,All Ages,Paid,RPG
5222,Game_222,47.8,Realistic,4,3.6,3.7,7,0,1,2010,6.1,Positive,1,Cross-platform,Kids,Premium,Adventure
5223,Game_223,106.5,Cartoon,3,8.2,4.0,1,1,1,2015,5.4,Positive,0,Cross-platform,All Ages,Premium,Sports
5224,Game_224,59.5,Realistic,3,9.4,1.5,7,0,0,2005,4.8,Positive,1,Console,All Ages,Premium,Simulation
5225,Game_225,49.9,Pixel,1,2.9,2.2,17,0,1,2009,4.0,Mixed,1,Mobile,Adults,Free,Puzzle
5226,Game_226,29.2,Anime,5,5.2,1.5,11,1,1,2010,5.1,Mixed,1,Mobile,Adults,Paid,Horror
5227,Game_227,32.8,Pixel,5,2.9,3.3,15,0,0,2015,2.7,Positive,1,Mobile,All Ages,Free,Puzzle
5228,Game_228,73.2,Minimalist,4,8.2,3.5,7,0,1,2009,1.6,Negative,1,Console,All Ages,Freemium,Shooter
5229,Game_229,40.3,Realistic,1,8.6,2.6,2,0,0,2015,10.4,Mixed,0,PC,Kids,Freemium,Strategy
5230,Game_230,38.5,Pixel,5,2.6,4.0,14,1,1,2002,1.6,Positive,1,PC,All Ages,Free,Platformer
5231,Game_231,50.3,Minimalist,5,2.1,4.3,10,1,0,2013,1.2,Positive,1,Console,Adults,Paid,Adventure
5232,Game_232,32.3,Anime,1,9.8,4.7,13,1,0,2024,2.3,Mixed,1,Cross-platform,Teens,Free,RPG
5233,Game_233,36.5,Realistic,4,5.1,4.2,2,0,0,2001,3.2,Mixed,1,Console,Kids,Premium,Simulation
5234,Game_234,38.7,Minimalist,1,8.7,3.4,19,0,1,2020,7.5,Positive,0,Mobile,Adults,Freemium,RPG
5235,Game_235,26.5,Realistic,4,1.3,4.9,7,0,1,2006,5.7,Negative,1,PC,Kids,Paid,Adventure
5236,Game_236,53.6,Anime,3,9.2,3.9,5,1,1,2018,1.6,Mixed,1,Console,All Ages,Freemium,Adventure
5237,Game_237,54.3,Realistic,1,2.1,3.6,10,1,1,2024,29.1,Mixed,1,Console,Kids,Premium,Horror
5238,Game_238,60.0,Realistic,5,4.0,4.1,11,0,0,2018,9.5,Positive,1,PC,Teens,Free,RPG
5239,Game_239,44.9,Minimalist,2,8.9,4.2,11,1,1,2010,1.2,Negative,0,Cross-platform,All Ages,Paid,Strategy
5240,Game_240,10.0,Realistic,2,7.9,1.5,18,0,1,2013,2.6,Mixed,1,Cross-platform,Teens,Premium,Shooter
5241,Game_241,82.2,3D,1,2.5,1.4,3,0,1,2005,17.8,Positive,1,PC,Teens,Paid,Strategy
5242,Game_242,36.4,Anime,2,7.1,2.8,3,0,1,2019,3.3,Positive,1,Cross-platform,Teens,Premium,Horror
5243,Game_243,14.9,3D,1,9.6,4.9,16,0,0,2007,1.3,Positive,1,Mobile,All Ages,Free,Shooter
5244,Game_244,45.1,Anime,1,5.3,3.1,15,1,0,2022,10.6,Positive,1,Cross-platform,Teens,Freemium,Adventure
5245,Game_245,31.4,Minimalist,3,6.6,4.8,19,0,1,2012,0.2,Negative,1,Mobile,Kids,Free,RPG
5246,Game_246,18.4,Anime,2,5.7,4.0,16,0,1,2022,1.6,Mixed,1,Mobile,Kids,Premium,Puzzle
5247,Game_247,65.6,Anime,2,3.6,1.7,3,0,0,2024,9.1,Negative,1,PC,Kids,Paid,Strategy
5248,Game_248,44.8,3D,1,1.1,2.6,4,0,0,2014,3.7,Positive,1,Console,Teens,Paid,Adventure
5249,Game_249,53.1,Minimalist,5,7.5,2.5,3,1,1,2010,1.1,Negative,1,PC,All Ages,Freemium,Strategy
5250,Game_250,39.2,Pixel,1,3.7,4.3,14,1,0,2006,3.3,Positive,0,Mobile,Adults,Paid,RPG
5251,Game_251,56.9,Realistic,2,8.1,2.8,9,0,1,2008,1.6,Positive,0,PC,Adults,Paid,Strategy
5252,Game_252,42.1,3D,3,5.6,1.1,4,1,1,2004,5.8,Mixed,1,PC,All Ages,Freemium,Simulation
5253,Game_253,51.7,Minimalist,1,7.7,4.4,13,0,1,2008,6.5,Positive,0,PC,All Ages,Premium,Adventure
5254,Game_254,58.0,Cartoon,1,8.0,2.6,6,0,1,2024,12.8,Mixed,0,Cross-platform,Adults,Free,Sports
5255,Game_255,49.6,Pixel,4,2.0,2.9,18,0,0,2014,7.9,Positive,1,Mobile,Adults,Paid,Adventure
5256,Game_256,40.9,Pixel,4,8.5,2.1,5,1,1,2023,5.3,Positive,0,Mobile,Teens,Free,Simulation
5257,Game_257,38.5,Pixel,4,1.2,1.9,15,1,1,2008,7.8,Positive,1,Mobile,Teens,Freemium,Sports
5258,Game_258,15.4,Realistic,2,7.1,4.7,7,1,1,2011,25.9,Positive,1,Console,Adults,Premium,Sports
5259,Game_259,76.7,Cartoon,3,5.9,3.5,14,0,0,2012,12.3,Positive,1,PC,Adults,Premium,Puzzle
5260,Game_260,34.1,Minimalist,5,8.0,2.7,17,0,0,2023,2.4,Positive,0,Mobile,All Ages,Free,RPG
5261,Game_261,34.6,Realistic,3,7.8,1.4,4,1,0,2010,7.4,Positive,1,Console,Teens,Freemium,Shooter
5262,Game_262,52.1,Pixel,4,7.7,3.2,7,0,1,2009,6.8,Negative,0,Console,Kids,Premium,Sports
5263,Game_263,44.4,Minimalist,3,7.9,2.9,12,0,0,2005,7.0,Positive,1,PC,Teens,Freemium,Puzzle
5264,Game_264,41.0,Cartoon,1,8.6,2.2,1,1,0,2001,0.4,Mixed,1,Mobile,All Ages,Freemium,Strategy
5265,Game_265,28.6,Pixel,2,1.7,1.3,12,0,1,2008,3.6,Positive,0,Console,Kids,Free,Strategy
5266,Game_266,67.0,Minimalist,4,4.6,3.8,15,1,1,2005,4.8,Positive,1,Cross-platform,Kids,Premium,Sports
5267,Game_267,38.9,Anime,4,4.1,4.7,1,1,0,2003,8.6,Positive,1,PC,Adults,Free,Adventure
5268,Game_268,67.0,Realistic,4,2.9,1.7,15,1,1,2010,0.4,Positive,1,Console,Kids,Paid,RPG
5269,Game_269,37.9,Cartoon,1,3.1,1.3,17,1,1,2021,0.7,Positive,1,Mobile,Adults,Free,Puzzle
5270,Game_270,76.1,Cartoon,2,3.6,4.4,10,1,0,2009,10.0,Positive,1,Mobile,Teens,Paid,Platformer
5271,Game_271,63.1,Minimalist,2,3.1,2.2,8,0,0,2007,0.8,Positive,1,PC,Teens,Freemium,Sports
5272,Game_272,58.8,3D,2,4.8,3.9,1,0,1,2021,11.2,Mixed,1,Console,Kids,Premium,RPG
5273,Game_273,54.1,Anime,4,8.8,2.0,2,0,1,2024,32.0,Positive,1,Mobile,Adults,Free,Adventure
5274,Game_274,54.1,3D,3,4.6,3.8,14,1,1,2023,9.2,Mixed,1,Mobile,All Ages,Freemium,Adventure
5275,Game_275,76.9,3D,2,3.4,4.3,4,0,0,2017,4.0,Positive,0,Mobile,Adults,Paid,Puzzle
5276,Game_276,68.3,Anime,2,9.6,3.6,15,0,0,2017,7.1,Negative,1,Mobile,Teens,Free,Sports
5277,Game_277,35.4,Minimalist,4,7.6,4.3,12,0,1,2012,4.7,Mixed,1,Cross-platform,Kids,Freemium,Simulation
5278,Game_278,32.9,Pixel,2,8.3,2.6,10,0,0,2007,5.1,Positive,1,PC,Teens,Premium,Puzzle
5279,Game_279,51.8,Cartoon,4,3.9,3.9,5,1,1,2023,14.1,Positive,1,PC,Teens,Freemium,Simulation
5280,Game_280,33.5,3D,2,6.8,1.5,1,0,0,2019,15.9,Positive,1,Cross-platform,Teens,Freemium,Horror
5281,Game_281,41.3,Realistic,1,4.8,3.6,8,1,0,2012,33.3,Positive,1,Console,Adults,Freemium,Puzzle
5282,Game_282,52.7,Anime,2,7.5,3.8,7,1,1,2003,8.2,Positive,1,Console,All Ages,Freemium,Horror
5283,Game_283,51.9,Cartoon,5,3.5,3.5,12,0,0,2007,33.6,Negative,1,Console,Kids,Premium,Puzzle
5284,Game_284,68.3,Minimalist,2,2.9,3.5,14,1,0,2005,7.1,Positive,0,Cross-platform,All Ages,Free,Sports
5285,Game_285,30.7,Realistic,2,2.4,4.0,14,1,0,2023,3.7,Positive,1,Console,All Ages,Premium,Shooter
5286,Game_286,38.2,Minimalist,3,10.0,2.6,9,1,1,2019,36.7,Positive,1,Cross-platform,All Ages,Free,Adventure
5287,Game_287,35.2,Cartoon,2,2.0,4.9,2,1,1,2011,13.6,Positive,0,Mobile,All Ages,Free,Sports
5288,Game_288,52.1,Realistic,1,1.8,4.5,13,1,0,2018,7.8,Positive,0,Console,Kids,Premium,Platformer
5289,Game_289,46.9,Anime,5,1.8,1.7,10,0,0,2008,12.7,Positive,1,Mobile,Teens,Freemium,Horror
5290,Game_290,53.9,Cartoon,3,6.9,1.7,3,1,0,2018,21.4,Positive,1,Console,Adults,Freemium,Shooter
5291,Game_291,68.3,Realistic,5,2.8,3.0,10,0,0,2015,9.9,Positive,0,Console,Teens,Freemium,Platformer
5292,Game_292,73.7,Cartoon,4,5.1,3.7,12,0,1,2014,8.0,Positive,1,Cross-platform,Teens,Free,Horror
5293,Game_293,38.1,Minimalist,5,6.1,1.2,12,0,1,2009,2.1,Positive,0,Console,Adults,Paid,Puzzle
5294,Game_294,54.0,Anime,4,9.1,2.3,12,1,0,2014,23.8,Negative,1,PC,Kids,Paid,Strategy
5295,Game_295,35.0,Minimalist,4,7.0,4.6,3,0,0,2017,14.4,Positive,0,Cross-platform,Kids,Freemium,Platformer
5296,Game_296,55.2,Anime,5,1.7,4.9,11,1,0,2010,18.2,Positive,0,Console,All Ages,Free,RPG
5297,Game_297,39.3,Minimalist,4,3.4,2.1,2,1,1,2014,5.0,Positive,0,Console,Adults,Free,Simulation
5298,Game_298,71.8,Cartoon,1,7.0,4.9,19,0,0,2014,3.2,Negative,1,Mobile,Kids,Paid,Platformer
5299,Game_299,69.6,3D,3,8.6,4.6,16,0,0,2012,0.3,Negative,0,PC,Kids,Freemium,RPG
5300,Game_300,51.3,Anime,2,8.2,2.6,14,0,0,2012,12.2,Mixed,0,Cross-platform,Kids,Free,Platformer
5301,Game_301,14.8,Anime,1,2.7,2.7,8,0,1,2013,7.2,Positive,0,Cross-platform,Teens,Paid,Strategy
5302,Game_302,48.7,Minimalist,2,7.8,2.1,11,0,0,2013,1.4,Positive,0,Cross-platform,Kids,Paid,Puzzle
5303,Game_303,56.0,Pixel,5,3.4,2.4,9,1,1,2001,4.8,Negative,1,Cross-platform,Kids,Freemium,Puzzle
5304,Game_304,41.7,3D,3,9.7,4.2,10,1,1,2012,10.1,Positive,1,Console,Teens,Free,Strategy
5305,Game_305,33.1,Minimalist,5,7.2,3.2,13,1,0,2022,11.3,Positive,1,Console,Adults,Freemium,Shooter
5306,Game_306,56.6,Minimalist,1,9.2,2.9,14,0,1,2005,10.3,Mixed,1,Mobile,Kids,Premium,Adventure
5307,Game_307,34.6,3D,4,5.3,1.4,1,1,0,2000,11.5,Mixed,1,Mobile,All Ages,Freemium,Simulation
5308,Game_308,36.5,Realistic,4,3.1,4.8,6,1,0,2000,19.8,Positive,1,PC,Teens,Premium,RPG
5309,Game_309,57.6,Realistic,2,7.6,4.3,12,0,1,2009,0.3,Positive,1,Console,All Ages,Free,Strategy
5310,Game_310,57.4,Anime,1,3.7,3.8,12,1,0,2013,2.2,Mixed,1,Cross-platform,All Ages,Premium,Platformer
5311,Game_311,79.7,Anime,3,1.0,1.6,19,0,1,2023,0.6,Mixed,1,PC,Adults,Paid,Shooter
5312,Game_312,52.2,Minimalist,1,2.5,2.6,13,0,1,2024,6.6,Positive,1,PC,Adults,Freemium,Shooter
5313,Game_313,36.0,Realistic,2,9.3,2.1,10,0,0,2008,0.4,Positive,0,PC,Kids,Paid,Adventure
5314,Game_314,21.5,Pixel,3,3.4,1.1,1,0,1,2010,2.7,Positive,1,PC,Kids,Paid,Platformer
5315,Game_315,56.9,3D,2,6.8,2.5,2,0,1,2018,11.9,Positive,0,Console,All Ages,Paid,Adventure
5316,Game_316,39.4,3D,4,1.4,3.3,5,1,1,2012,9.8,Positive,0,Mobile,Kids,Paid,Horror
5317,Game_317,55.6,Anime,5,7.2,2.9,14,0,0,2005,6.9,Positive,1,Console,Teens,Premium,Adventure
5318,Game_318,66.8,Anime,1,3.9,1.4,11,1,1,2005,20.0,Positive,1,Mobile,Kids,Paid,Sports
5319,Game_319,48.9,Minimalist,2,1.3,1.9,16,1,0,2014,1.5,Mixed,0,PC,Kids,Paid,RPG
5320,Game_320,52.3,Pixel,5,2.7,2.6,14,0,1,2020,1.1,Positive,0,PC,Adults,Paid,RPG
5321,Game_321,52.3,Realistic,5,5.4,3.1,17,1,1,2013,3.2,Positive,1,Console,Adults,Freemium,RPG
5322,Game_322,23.3,Minimalist,5,4.6,1.4,7,0,0,2017,5.7,Mixed,1,PC,Teens,Freemium,Strategy
5323,Game_323,33.8,Anime,1,6.3,3.1,15,0,0,2024,9.0,Positive,1,PC,Teens,Freemium,RPG
5324,Game_324,74.9,Anime,3,2.2,2.0,15,1,1,2004,24.8,Positive,1,Mobile,All Ages,Paid,Simulation
5325,Game_325,57.4,Pixel,1,8.5,1.7,11,0,1,2005,0.2,Mixed,1,Cross-platform,Teens,Paid,RPG
5326,Game_326,37.2,Pixel,4,1.9,2.8,12,1,1,2010,0.1,Mixed,1,Cross-platform,Adults,Freemium,Puzzle
5327,Game_327,38.7,Cartoon,3,8.6,1.3,4,0,1,2002,13.8,Positive,0,Mobile,Kids,Freemium,Puzzle
5328,Game_328,41.3,Anime,1,6.6,3.7,15,0,1,2023,0.9,Negative,0,Cross-platform,Adults,Freemium,Simulation
5329,Game_329,29.0,Anime,1,5.8,4.1,4,0,1,2019,17.2,Positive,1,Cross-platform,Adults,Free,Adventure
5330,Game_330,36.0,Minimalist,2,7.2,2.9,11,1,1,2020,6.1,Positive,1,PC,Kids,Premium,Strategy
5331,Game_331,12.8,Pixel,1,6.6,2.9,6,1,0,2003,0.6,Positive,1,Cross-platform,Kids,Premium,Simulation
5332,Game_332,18.1,Realistic,4,9.4,4.6,2,0,1,2021,56.5,Mixed,1,Console,All Ages,Free,Shooter
5333,Game_333,42.5,Cartoon,3,8.0,2.9,11,0,0,2013,12.0,Positive,0,Cross-platform,Teens,Paid,Platformer
5334,Game_334,48.7,Minimalist,2,4.5,2.6,10,0,0,2009,1.7,Mixed,0,Mobile,Adults,Premium,Shooter
5335,Game_335,30.8,Anime,5,6.2,1.4,9,1,1,2004,3.9,Positive,1,Mobile,Teens,Premium,Horror
5336,Game_336,42.3,Cartoon,5,2.4,4.5,7,0,1,2010,3.2,Positive,1,Mobile,Teens,Premium,Strategy
5337,Game_337,29.5,3D,5,7.8,2.3,8,1,0,2018,16.0,Positive,1,Cross-platform,Kids,Premium,Simulation
5338,Game_338,10.0,Minimalist,2,9.7,3.9,17,1,1,2013,12.9,Mixed,1,Mobile,All Ages,Paid,Adventure
5339,Game_339,32.1,Realistic,5,2.1,2.3,2,0,1,2004,29.7,Negative,1,Console,Adults,Premium,Sports
5340,Game_340,59.0,Anime,1,4.3,3.7,4,0,1,2015,0.5,Mixed,0,PC,Kids,Freemium,Puzzle
5341,Game_341,49.6,Pixel,2,5.7,4.6,14,0,1,2014,1.4,Mixed,0,Mobile,Teens,Freemium,Puzzle
5342,Game_342,10.0,Minimalist,4,3.4,3.5,8,1,0,2005,1.8,Mixed,1,Cross-platform,All Ages,Freemium,Puzzle
5343,Game_343,10.0,Pixel,5,2.6,2.5,2,0,1,2006,5.3,Positive,0,Cross-platform,Adults,Premium,RPG
5344,Game_344,43.3,Anime,3,8.7,3.6,2,1,0,2021,1.4,Positive,1,Mobile,Kids,Free,Platformer
5345,Game_345,58.8,Pixel,4,8.1,3.3,2,1,1,2015,3.8,Negative,1,Cross-platform,Adults,Paid,Strategy
5346,Game_346,36.2,3D,3,7.5,4.1,2,0,0,2018,8.5,Mixed,1,Mobile,Adults,Freemium,Shooter
5347,Game_347,70.6,Anime,3,7.9,2.3,13,0,1,2002,0.5,Mixed,1,Cross-platform,Adults,Premium,Platformer
5348,Game_348,48.3,3D,3,4.9,3.6,2,0,1,2007,9.0,Mixed,1,Mobile,All Ages,Paid,Strategy
5349,Game_349,36.8,3D,5,9.5,1.6,16,1,0,2019,5.8,Positive,0,Cross-platform,Kids,Paid,Strategy
5350,Game_350,27.1,Pixel,1,4.8,3.7,19,0,1,2023,3.4,Mixed,1,PC,All Ages,Freemium,Platformer
5351,Game_351,37.1,Cartoon,4,2.9,4.3,19,1,0,2016,0.2,Positive,1,Cross-platform,All Ages,Premium,Platformer
5352,Game_352,24.1,3D,4,7.6,1.8,16,1,0,2023,2.8,Positive,1,Mobile,Teens,Freemium,Shooter
5353,Game_353,32.5,Pixel,5,4.7,3.6,16,0,1,2023,12.7,Positive,1,Console,All Ages,Premium,Strategy
5354,Game_354,40.9,3D,5,7.1,1.6,4,0,0,2022,25.9,Mixed,1,Console,Teens,Paid,Horror
5355,Game_355,10.0,Minimalist,1,6.4,3.9,1,1,1,2006,3.4,Positive,1,PC,Teens,Premium,Shooter
5356,Game_356,31.6,3D,4,1.5,3.2,6,1,1,2015,5.4,Positive,0,Console,Adults,Paid,Horror
5357,Game_357,20.8,3D,1,4.5,1.3,8,0,0,2006,22.0,Positive,0,Console,All Ages,Premium,Shooter
5358,Game_358,58.8,Cartoon,2,7.3,1.4,16,1,1,2015,7.4,Positive,1,PC,Kids,Free,Simulation
5359,Game_359,10.0,3D,4,3.7,3.0,9,1,1,2004,4.7,Positive,1,Cross-platform,Teens,Paid,Shooter
5360,Game_360,19.5,Pixel,1,4.2,4.5,1,0,0,2015,26.8,Mixed,1,Console,All Ages,Premium,Strategy
5361,Game_361,41.2,Minimalist,2,1.3,3.6,11,0,1,2001,6.0,Mixed,0,Console,All Ages,Premium,Sports
5362,Game_362,52.3,Minimalist,4,2.6,4.9,17,1,1,2000,1.4,Mixed,1,PC,Teens,Premium,RPG
5363,Game_363,84.2,Anime,4,7.8,5.0,12,0,1,2001,26.4,Positive,1,Mobile,All Ages,Freemium,Platformer
5364,Game_364,60.6,Pixel,5,2.1,1.5,3,1,0,2005,20.2,Negative,1,Cross-platform,Teens,Premium,Platformer
5365,Game_365,28.0,Minimalist,2,5.9,2.8,9,1,0,2005,14.0,Positive,0,Cross-platform,All Ages,Freemium,RPG
5366,Game_366,65.5,Cartoon,2,2.6,1.9,6,0,0,2018,15.2,Positive,0,Mobile,Adults,Freemium,Adventure
5367,Game_367,19.3,Pixel,3,4.7,1.1,19,1,1,2020,12.7,Negative,1,Console,All Ages,Freemium,Strategy
5368,Game_368,42.2,Pixel,1,3.0,4.7,19,1,0,2024,9.5,Positive,0,Cross-platform,Adults,Paid,RPG
5369,Game_369,79.9,Anime,5,3.6,2.6,3,0,0,2016,16.2,Positive,0,Cross-platform,All Ages,Free,Adventure
5370,Game_370,56.9,3D,4,4.6,3.0,18,1,1,2006,1.0,Positive,1,Console,Teens,Free,Simulation
5371,Game_371,33.2,Realistic,1,4.0,1.4,10,0,1,2004,3.9,Negative,1,PC,Kids,Paid,RPG
5372,Game_372,50.6,Anime,2,2.6,2.7,7,0,1,2024,2.2,Positive,1,PC,Kids,Free,RPG
5373,Game_373,10.0,Realistic,5,6.5,3.1,4,0,0,2024,12.4,Positive,1,Mobile,Kids,Paid,Horror
5374,Game_374,63.2,Realistic,3,5.8,3.8,6,1,0,2020,18.9,Positive,1,Console,Adults,Premium,Horror
5375,Game_375,23.1,Anime,4,6.9,4.2,17,0,1,2019,1.2,Positive,0,Mobile,Teens,Freemium,Horror
5376,Game_376,47.7,3D,3,2.5,4.1,1,0,0,2011,10.4,Positive,1,PC,Teens,Freemium,Horror
5377,Game_377,70.6,3D,4,4.1,4.9,14,0,0,2024,0.5,Negative,1,Mobile,Kids,Freemium,Adventure
5378,Game_378,48.9,Realistic,3,2.9,3.4,19,0,1,2021,0.5,Negative,0,Cross-platform,Teens,Free,RPG
5379,Game_379,43.4,3D,4,4.3,2.6,6,0,1,2002,5.7,Positive,1,Console,All Ages,Premium,Shooter
5380,Game_380,83.1,Cartoon,3,4.9,1.1,10,1,0,2007,4.5,Positive,0,Cross-platform,Adults,Free,Simulation
5381,Game_381,54.5,Anime,2,4.5,3.2,3,1,0,2018,4.1,Positive,1,Cross-platform,Kids,Freemium,Horror
5382,Game_382,58.3,Pixel,5,4.3,4.8,17,0,1,2018,14.8,Positive,1,Console,Kids,Paid,Sports
5383,Game_383,57.0,Realistic,5,6.9,1.7,19,1,0,2021,27.0,Negative,0,Console,All Ages,Free,Shooter
5384,Game_384,55.9,Cartoon,3,7.4,1.8,4,0,0,2000,31.9,Positive,0,Mobile,All Ages,Paid,Sports
5385,Game_385,46.6,3D,2,7.5,1.8,19,1,0,2002,10.1,Positive,1,Cross-platform,Adults,Premium,Puzzle
5386,Game_386,47.3,3D,3,8.6,1.9,2,1,1,2005,0.9,Negative,1,PC,Teens,Free,RPG
5387,Game_387,10.0,Realistic,5,4.1,2.7,17,1,0,2013,5.9,Positive,0,Console,Adults,Free,Shooter
5388,Game_388,33.6,Anime,4,1.8,1.5,6,1,1,2015,2.3,Negative,1,Console,Kids,Freemium,RPG
5389,Game_389,32.8,Minimalist,4,5.4,1.3,7,1,0,2004,33.3,Positive,1,Mobile,All Ages,Paid,Strategy
5390,Game_390,49.5,Realistic,1,4.7,3.4,1,0,1,2009,0.4,Mixed,0,Cross-platform,All Ages,Free,Simulation
5391,Game_391,28.0,Realistic,5,5.2,4.3,10,1,1,2006,4.6,Mixed,1,PC,All Ages,Paid,RPG
5392,Game_392,10.0,Cartoon,2,8.8,4.7,2,0,1,2006,16.4,Positive,1,Cross-platform,Kids,Freemium,Shooter
5393,Game_393,35.0,Realistic,2,2.9,2.7,3,0,0,2015,10.7,Mixed,0,Mobile,Adults,Freemium,Simulation
5394,Game_394,41.1,Anime,1,8.5,2.7,19,1,1,2007,8.3,Positive,0,Cross-platform,All Ages,Freemium,Shooter
5395,Game_395,35.5,Cartoon,4,1.8,1.9,11,0,1,2024,8.5,Negative,1,Mobile,Kids,Free,Simulation
5396,Game_396,15.5,Minimalist,5,1.4,4.1,8,0,1,2024,11.7,Mixed,0,Mobile,Teens,Paid,Puzzle
5397,Game_397,77.8,Cartoon,5,6.2,4.8,2,0,1,2012,2.1,Negative,1,Cross-platform,Kids,Paid,Adventure
5398,Game_398,15.4,Cartoon,5,8.8,3.2,11,1,1,2015,15.5,Mixed,1,Cross-platform,All Ages,Freemium,Shooter
5399,Game_399,20.6,Pixel,4,1.1,3.4,5,1,1,2006,31.9,Positive,1,Mobile,Kids,Freemium,Sports
5400,Game_400,29.1,Realistic,1,5.0,2.4,13,0,0,2012,9.5,Positive,1,Mobile,Adults,Paid,Puzzle
5401,Game_401,72.1,Minimalist,2,2.7,2.1,11,0,1,2014,1.5,Positive,1,Mobile,Teens,Freemium,Shooter
5402,Game_402,81.2,3D,3,1.3,3.4,5,1,1,2008,13.3,Positive,1,Cross-platform,Adults,Premium,Platformer
5403,Game_403,39.7,3D,2,7.5,1.3,11,1,1,2019,3.1,Positive,0,Cross-platform,Adults,Free,Shooter
5404,Game_404,35.3,Pixel,1,3.3,1.6,5,1,0,2010,69.8,Positive,1,Cross-platform,Adults,Paid,Shooter
5405,Game_405,57.2,Pixel,2,6.8,3.3,4,0,0,2001,16.2,Mixed,1,PC,All Ages,Paid,RPG
5406,Game_406,57.1,Minimalist,1,6.0,1.3,19,0,0,2011,5.7,Mixed,0,PC,Adults,Freemium,Strategy
5407,Game_407,25.6,Anime,1,8.9,1.5,19,1,1,2006,6.2,Negative,1,Mobile,Kids,Premium,Sports
5408,Game_408,51.3,3D,4,9.8,2.9,17,0,1,2018,19.8,Mixed,1,Cross-platform,Kids,Freemium,Platformer
5409,Game_409,45.7,Cartoon,2,6.5,3.4,14,0,0,2022,8.4,Positive,1,Cross-platform,Kids,Paid,RPG
5410,Game_410,88.4,Pixel,4,8.6,4.7,5,1,0,2014,0.6,Positive,0,Mobile,All Ages,Free,Platformer
5411,Game_411,71.3,Anime,3,7.4,2.9,14,0,0,2003,16.3,Negative,1,Mobile,Adults,Paid,Shooter
5412,Game_412,54.1,3D,5,4.0,1.6,12,0,1,2001,3.2,Positive,0,Mobile,Adults,Free,Sports
5413,Game_413,31.4,Realistic,5,6.8,4.2,16,1,1,2021,3.8,Positive,1,Cross-platform,Kids,Premium,Platformer
5414,Game_414,58.5,Realistic,4,2.0,3.8,5,0,0,2015,9.3,Positive,1,Cross-platform,Adults,Freemium,Shooter
5415,Game_415,72.6,Minimalist,3,7.1,3.4,12,0,1,2011,6.7,Positive,1,Console,Teens,Freemium,Puzzle
5416,Game_416,43.0,Minimalist,3,3.3,4.8,18,1,1,2011,7.6,Positive,0,Mobile,Teens,Premium,Platformer
5417,Game_417,41.4,Anime,1,3.9,3.4,4,1,1,2023,12.2,Mixed,1,PC,Kids,Free,Sports
5418,Game_418,56.1,Pixel,2,5.7,1.3,4,0,0,2010,8.8,Positive,1,PC,Adults,Free,Simulation
5419,Game_419,71.6,Minimalist,5,7.3,3.2,8,1,0,2009,2.3,Positive,1,Mobile,All Ages,Paid,Sports
5420,Game_420,59.5,Anime,2,5.3,1.8,12,1,0,2020,10.4,Positive,1,Cross-platform,Teens,Paid,Simulation
5421,Game_421,71.2,Realistic,3,9.3,4.8,12,0,0,2008,2.0,Positive,1,PC,Teens,Paid,Strategy
5422,Game_422,70.2,Anime,5,3.4,3.3,16,0,1,2003,7.5,Mixed,1,Cross-platform,Teens,Paid,Horror
5423,Game_423,45.9,3D,2,3.3,2.2,12,0,0,2011,1.0,Positive,1,Mobile,Teens,Free,Strategy
5424,Game_424,57.9,3D,5,9.3,2.1,19,0,1,2008,1.7,Positive,1,Console,Teens,Freemium,Shooter
5425,Game_425,33.2,3D,5,4.0,3.0,12,1,0,2003,22.8,Positive,1,PC,Adults,Freemium,Sports
5426,Game_426,83.3,Anime,5,8.3,4.1,14,1,1,2021,2.7,Positive,1,Cross-platform,Kids,Free,Adventure
5427,Game_427,48.6,Minimalist,2,7.1,1.8,3,0,1,2024,8.1,Positive,0,PC,Adults,Freemium,Adventure
5428,Game_428,22.6,Realistic,2,9.5,1.2,12,0,1,2021,21.0,Mixed,1,Mobile,Teens,Paid,Strategy
5429,Game_429,45.8,Cartoon,5,2.6,2.3,12,1,0,2004,0.5,Positive,1,Cross-platform,Teens,Premium,Shooter
5430,Game_430,10.0,Cartoon,1,8.9,2.7,8,1,0,2004,7.4,Positive,1,Mobile,Adults,Free,Adventure
5431,Game_431,55.7,Pixel,4,8.2,1.6,9,1,0,2019,20.9,Positive,1,PC,Teens,Premium,Simulation
5432,Game_432,25.9,Pixel,3,9.0,3.0,12,0,0,2003,0.5,Positive,0,PC,All Ages,Freemium,Shooter
