ShipmentID,OriginCity,DestinationCity,DistanceKM,PackageWeightKG,PackageSize,TransportMode,DispatchTime,ScheduledDeliveryDays,TrafficCondition,WeatherCondition,OperationalDisruption,NumStops,DeliveryPartner,CustomerPriority,ActualDeliveryDays,DelayCategory
10151,Kolkata,Delhi,914.3,0.56,Large,Rail,2024-02-26 00:00:00,5,Moderate,Rainy,None,1,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10152,Chennai,Bangalore,1060.4,1.73,Oversize,Road,2024-11-27 02:00:00,9,Clear,Clear,Vehicle Breakdown,3,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10153,Bangalore,Delhi,1141.2,2.62,Small,Air,2024-01-13 21:00:00,5,Heavy,Rainy,None,2,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10154,Bangalore,Hyderabad,911.1,0.5,Medium,Road,2024-12-02 04:00:00,5,Clear,Clear,None,4,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10155,Mumbai,Mumbai,1011.5,4.56,Oversize,Road,2024-02-18 05:00:00,8,Jam,Clear,None,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10156,Bangalore,Hyderabad,286.0,5.58,Medium,Road,2024-07-25 17:00:00,9,Clear,Clear,None,4,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10157,Kolkata,Bangalore,670.7,7.78,Oversize,Road,2024-05-14 00:00:00,4,Clear,Clear,None,1,Internal,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10158,Bangalore,Mumbai,1263.9,4.1,Small,Road,2024-02-12 04:00:00,9,Jam,Clear,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10159,Mumbai,Bangalore,1062.9,3.57,Medium,Air,2024-10-24 20:00:00,4,Moderate,Clear,None,1,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10160,Delhi,Mumbai,544.3,9.12,Oversize,Air,2024-06-07 13:00:00,3,Clear,Clear,None,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10161,Delhi,Hyderabad,751.9,4.01,Small,Air,2024-06-03 18:00:00,3,Clear,Clear,System Outage,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10162,Hyderabad,Mumbai,886.4,1.21,Small,Road,2024-09-23 13:00:00,1,Moderate,Clear,None,1,3PL-C,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10163,Chennai,Chennai,309.7,3.25,Large,Rail,2024-11-11 19:00:00,8,Clear,Clear,None,1,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10164,Hyderabad,Kolkata,691.3,6.2,Oversize,Sea,2024-03-11 13:00:00,2,Clear,Clear,None,1,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10165,Chennai,Delhi,752.1,0.5,Medium,Rail,2024-05-02 16:00:00,2,Heavy,Clear,None,1,Internal,High,<function <lambda> at 0x7cd864291300>,Major Delay
10166,Bangalore,Hyderabad,1170.2,7.83,Large,Rail,2024-11-14 04:00:00,9,Clear,Clear,None,1,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10167,Bangalore,Mumbai,1253.8,7.66,Oversize,Road,2024-08-17 10:00:00,7,Clear,Clear,None,3,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10168,Mumbai,Mumbai,431.7,3.48,Medium,Air,2024-05-16 06:00:00,7,Clear,Clear,None,2,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10169,Mumbai,Mumbai,778.0,9.99,Medium,Road,2024-09-01 18:00:00,2,Heavy,Clear,None,1,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10170,Hyderabad,Hyderabad,726.5,1.13,Small,Air,2024-10-09 05:00:00,6,Clear,Clear,Vehicle Breakdown,1,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10171,Kolkata,Bangalore,1430.6,3.67,Medium,Rail,2024-11-21 12:00:00,9,Clear,Clear,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10172,Kolkata,Hyderabad,703.2,4.25,Medium,Rail,2024-10-02 15:00:00,6,Heavy,Clear,None,2,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10173,Chennai,Delhi,424.9,9.7,Small,Road,2024-05-03 08:00:00,5,Clear,Foggy,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10174,Chennai,Chennai,657.9,1.55,Large,Road,2024-02-21 21:00:00,1,Moderate,Clear,None,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10175,Bangalore,Delhi,1261.1,5.72,Large,Road,2024-07-15 23:00:00,5,Moderate,Clear,None,2,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10176,Bangalore,Hyderabad,467.7,0.5,Small,Rail,2024-05-05 13:00:00,2,Clear,Clear,None,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10177,Hyderabad,Delhi,716.2,3.36,Oversize,Road,2024-02-15 13:00:00,6,Clear,Clear,None,4,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10178,Hyderabad,Bangalore,636.3,6.86,Small,Road,2024-09-09 02:00:00,2,Clear,Clear,None,0,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10179,Hyderabad,Kolkata,544.1,8.18,Small,Rail,2024-01-17 16:00:00,2,Clear,Clear,Strike,1,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10180,Mumbai,Delhi,1137.8,6.35,Large,Road,2024-01-26 23:00:00,8,Clear,Stormy,None,1,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10181,Chennai,Hyderabad,890.7,3.43,Large,Air,2024-01-22 23:00:00,5,Clear,Clear,None,0,Internal,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10182,Hyderabad,Chennai,641.5,3.34,Small,Road,2024-11-17 12:00:00,5,Moderate,Clear,None,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10183,Delhi,Mumbai,865.6,5.45,Medium,Road,2024-04-16 06:00:00,6,Moderate,Clear,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Cancelled
10184,Delhi,Mumbai,420.9,6.83,Oversize,Road,2024-03-26 15:00:00,6,Clear,Stormy,None,3,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10185,Bangalore,Hyderabad,409.0,6.4,Large,Rail,2024-08-21 15:00:00,6,Clear,Rainy,None,2,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10186,Mumbai,Kolkata,597.3,5.73,Medium,Road,2024-05-19 09:00:00,5,Clear,Clear,None,3,3PL-B,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10187,Hyderabad,Mumbai,888.1,8.53,Medium,Sea,2024-11-14 12:00:00,7,Heavy,Clear,None,0,Internal,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10188,Hyderabad,Chennai,1106.3,7.59,Medium,Rail,2024-02-02 02:00:00,9,Heavy,Rainy,None,2,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10189,Mumbai,Chennai,1354.8,6.58,Oversize,Air,2024-01-16 07:00:00,1,Moderate,Clear,None,3,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10190,Kolkata,Chennai,743.9,7.32,Small,Air,2024-04-30 00:00:00,5,Clear,Stormy,None,3,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10191,Delhi,Delhi,774.8,2.98,Medium,Rail,2024-01-14 20:00:00,8,Clear,Clear,None,0,3PL-B,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10192,Kolkata,Bangalore,299.1,4.97,Small,Air,2024-06-06 19:00:00,7,Moderate,Rainy,None,4,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10193,Hyderabad,Kolkata,1324.9,9.71,Medium,Rail,2024-11-02 03:00:00,2,Clear,Foggy,None,2,3PL-C,High,<function <lambda> at 0x7cd864291300>,Major Delay
10194,Bangalore,Chennai,904.2,7.62,Medium,Rail,2024-08-13 19:00:00,2,Clear,Clear,Vehicle Breakdown,0,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10195,Chennai,Kolkata,714.8,3.82,Large,Road,2024-04-25 10:00:00,7,Moderate,Stormy,None,0,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10196,Hyderabad,Delhi,1207.8,7.71,Large,Road,2024-12-24 01:00:00,2,Clear,Clear,None,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10197,Mumbai,Hyderabad,632.6,2.74,Medium,Sea,2024-01-06 07:00:00,4,Moderate,Clear,None,0,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10198,Hyderabad,Mumbai,949.6,2.26,Large,Road,2024-06-28 01:00:00,7,Jam,Clear,None,2,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10199,Mumbai,Delhi,908.9,2.68,Small,Road,2024-11-08 09:00:00,6,Clear,Foggy,None,3,3PL-B,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10200,Chennai,Delhi,1109.9,3.04,Medium,Road,2024-07-14 08:00:00,6,Heavy,Foggy,Strike,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10201,Chennai,Mumbai,702.6,3.82,Oversize,Rail,2024-11-25 15:00:00,6,Clear,Stormy,Vehicle Breakdown,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10202,Hyderabad,Bangalore,1370.4,4.81,Oversize,Air,2024-09-11 13:00:00,9,Moderate,Clear,Strike,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10203,Bangalore,Mumbai,995.7,6.71,Small,Road,2024-06-17 17:00:00,4,Clear,Clear,None,0,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10204,Delhi,Hyderabad,630.8,2.85,Large,Road,2024-12-28 21:00:00,6,Moderate,Rainy,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10205,Hyderabad,Chennai,554.7,3.85,Large,Road,2024-07-17 04:00:00,3,Heavy,Rainy,None,0,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10206,Hyderabad,Bangalore,851.0,3.52,Oversize,Rail,2024-08-27 00:00:00,2,Moderate,Stormy,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,Cancelled
10207,Kolkata,Mumbai,792.9,7.45,Medium,Rail,2024-02-07 23:00:00,7,Moderate,Foggy,None,3,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10208,Hyderabad,Kolkata,771.5,5.75,Medium,Road,2024-06-08 10:00:00,8,Clear,Clear,None,0,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10209,Delhi,Kolkata,1015.8,3.68,Medium,Air,2024-09-17 19:00:00,4,Clear,Clear,Vehicle Breakdown,0,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10210,Delhi,Hyderabad,1114.4,10.67,Oversize,Road,2024-12-21 18:00:00,9,Clear,Clear,Strike,3,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10211,Kolkata,Delhi,1212.0,9.43,Large,Road,2024-09-27 00:00:00,3,Moderate,Clear,None,2,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10212,Delhi,Mumbai,1031.2,5.95,Large,Road,2024-11-23 20:00:00,7,Moderate,Clear,Strike,4,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10213,Chennai,Mumbai,957.6,6.88,Medium,Road,2024-11-30 03:00:00,9,Heavy,Rainy,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10214,Hyderabad,Hyderabad,465.6,6.14,Medium,Road,2024-11-18 03:00:00,6,Clear,Clear,None,0,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10215,Hyderabad,Delhi,157.3,0.63,Large,Air,2024-02-11 16:00:00,4,Heavy,Rainy,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Cancelled
10216,Mumbai,Bangalore,734.1,8.69,Large,Road,2024-04-27 01:00:00,4,Clear,Stormy,None,0,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10217,Delhi,Bangalore,1127.8,0.55,Oversize,Air,2024-07-26 18:00:00,7,Clear,Clear,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10218,Hyderabad,Hyderabad,403.2,9.05,Oversize,Rail,2024-10-03 09:00:00,3,Moderate,Clear,None,4,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10219,Kolkata,Hyderabad,726.0,3.57,Large,Sea,2024-09-17 17:00:00,6,Moderate,Clear,None,2,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10220,Bangalore,Hyderabad,966.6,10.11,Oversize,Air,2024-12-07 06:00:00,7,Moderate,Clear,None,2,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10221,Mumbai,Kolkata,740.1,9.91,Small,Road,2024-11-23 22:00:00,5,Clear,Clear,System Outage,1,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10222,Bangalore,Delhi,493.9,8.18,Oversize,Rail,2024-08-11 15:00:00,1,Clear,Foggy,None,3,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10223,Mumbai,Delhi,594.7,1.35,Medium,Air,2024-02-20 19:00:00,4,Clear,Clear,Vehicle Breakdown,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10224,Chennai,Chennai,693.6,5.03,Large,Road,2024-01-19 04:00:00,8,Moderate,Clear,System Outage,1,Internal,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10225,Delhi,Chennai,622.9,3.33,Oversize,Road,2024-02-03 13:00:00,5,Clear,Foggy,None,3,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10226,Bangalore,Kolkata,1030.5,9.95,Oversize,Air,2024-04-22 09:00:00,7,Moderate,Clear,None,1,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10227,Delhi,Kolkata,759.1,7.74,Oversize,Road,2024-05-23 16:00:00,2,Clear,Clear,None,3,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10228,Hyderabad,Chennai,1109.2,10.13,Medium,Rail,2024-08-30 11:00:00,6,Moderate,Foggy,Strike,0,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10229,Mumbai,Delhi,549.3,7.68,Large,Road,2024-11-08 17:00:00,5,Clear,Rainy,None,0,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10230,Kolkata,Hyderabad,371.9,8.49,Small,Rail,2024-06-27 19:00:00,2,Heavy,Clear,None,0,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10231,Bangalore,Bangalore,968.3,3.79,Oversize,Rail,2024-12-16 14:00:00,2,Moderate,Clear,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10232,Chennai,Chennai,390.1,7.28,Large,Sea,2024-03-05 06:00:00,1,Moderate,Clear,None,2,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10233,Kolkata,Mumbai,50.0,5.71,Medium,Road,2024-08-04 19:00:00,8,Heavy,Clear,None,4,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10234,Kolkata,Bangalore,790.6,9.71,Large,Road,2024-06-21 02:00:00,2,Clear,Rainy,None,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10235,Mumbai,Mumbai,755.6,5.18,Small,Rail,2024-02-20 22:00:00,1,Heavy,Clear,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10236,Kolkata,Chennai,524.2,3.14,Medium,Road,2024-04-26 05:00:00,6,Clear,Foggy,None,3,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10237,Kolkata,Delhi,224.2,5.98,Large,Air,2024-10-08 18:00:00,4,Clear,Clear,None,4,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10238,Delhi,Chennai,625.0,6.2,Medium,Road,2024-07-11 13:00:00,8,Moderate,Clear,None,2,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10239,Mumbai,Chennai,287.7,2.74,Large,Rail,2024-06-23 05:00:00,3,Heavy,Clear,None,4,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10240,Mumbai,Mumbai,319.9,5.31,Medium,Sea,2024-11-14 01:00:00,9,Moderate,Clear,None,3,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10241,Bangalore,Mumbai,843.9,7.5,Oversize,Road,2024-11-12 13:00:00,9,Clear,Clear,None,3,Internal,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10242,Kolkata,Chennai,894.6,3.12,Oversize,Road,2024-06-01 06:00:00,2,Moderate,Clear,None,4,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10243,Hyderabad,Kolkata,783.1,8.9,Small,Rail,2024-05-21 15:00:00,7,Moderate,Rainy,None,2,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10244,Kolkata,Kolkata,600.5,3.71,Medium,Rail,2024-04-10 22:00:00,4,Moderate,Clear,None,0,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10245,Bangalore,Hyderabad,1139.3,6.16,Small,Sea,2024-06-13 01:00:00,5,Moderate,Rainy,None,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10246,Delhi,Delhi,905.0,1.06,Oversize,Road,2024-04-15 22:00:00,2,Clear,Clear,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10247,Kolkata,Bangalore,1073.0,3.04,Oversize,Rail,2024-08-22 11:00:00,9,Heavy,Stormy,None,1,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10248,Mumbai,Chennai,843.5,6.82,Oversize,Sea,2024-09-04 06:00:00,8,Moderate,Rainy,Strike,4,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10249,Delhi,Mumbai,820.9,4.45,Oversize,Road,2024-05-06 16:00:00,9,Jam,Clear,None,1,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10250,Kolkata,Hyderabad,275.2,0.5,Large,Rail,2024-11-20 16:00:00,2,Moderate,Clear,None,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10251,Chennai,Chennai,608.1,5.32,Small,Rail,2024-01-14 03:00:00,5,Clear,Clear,None,3,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10252,Delhi,Delhi,1169.3,5.87,Medium,Air,2024-10-15 04:00:00,6,Clear,Clear,None,2,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10253,Bangalore,Kolkata,635.7,4.3,Medium,Rail,2024-01-16 15:00:00,1,Clear,Stormy,None,3,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10254,Delhi,Hyderabad,1385.8,2.67,Large,Road,2024-03-24 13:00:00,5,Clear,Clear,None,0,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10255,Chennai,Kolkata,985.0,4.54,Large,Road,2024-11-20 03:00:00,3,Moderate,Clear,None,0,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10256,Mumbai,Mumbai,887.1,5.68,Oversize,Rail,2024-11-20 21:00:00,6,Clear,Foggy,None,3,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10257,Mumbai,Delhi,544.2,8.22,Small,Road,2024-11-18 19:00:00,9,Clear,Clear,Vehicle Breakdown,4,3PL-B,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10258,Bangalore,Bangalore,726.3,2.31,Oversize,Air,2024-04-12 20:00:00,6,Clear,Clear,None,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10259,Kolkata,Bangalore,902.5,0.5,Small,Road,2024-09-16 03:00:00,9,Clear,Clear,Strike,2,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10260,Delhi,Delhi,520.4,5.49,Large,Road,2024-05-30 14:00:00,4,Moderate,Foggy,None,0,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10261,Mumbai,Kolkata,50.0,5.54,Oversize,Rail,2024-11-09 06:00:00,6,Moderate,Clear,None,1,3PL-B,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10262,Bangalore,Bangalore,525.7,5.21,Medium,Road,2024-05-20 10:00:00,6,Jam,Clear,None,3,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10263,Chennai,Delhi,1241.8,0.5,Medium,Road,2024-12-13 11:00:00,9,Heavy,Foggy,None,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10264,Mumbai,Mumbai,786.3,5.42,Small,Road,2024-09-18 23:00:00,4,Clear,Clear,None,3,3PL-C,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10265,Chennai,Chennai,1215.2,4.74,Medium,Air,2024-10-07 08:00:00,8,Moderate,Clear,None,1,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Cancelled
10266,Kolkata,Kolkata,391.5,5.77,Oversize,Air,2024-03-22 14:00:00,2,Heavy,Rainy,None,3,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10267,Chennai,Delhi,556.5,7.19,Oversize,Rail,2024-02-13 15:00:00,7,Moderate,Clear,None,2,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10268,Bangalore,Chennai,425.9,4.96,Small,Rail,2024-12-24 17:00:00,8,Heavy,Clear,None,3,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10269,Delhi,Mumbai,755.1,1.1,Small,Air,2024-01-08 14:00:00,9,Clear,Clear,None,2,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10270,Kolkata,Delhi,432.8,4.57,Oversize,Road,2024-03-07 00:00:00,5,Clear,Clear,None,0,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10271,Bangalore,Chennai,1554.4,7.69,Oversize,Air,2024-06-22 21:00:00,2,Moderate,Clear,None,2,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10272,Delhi,Mumbai,775.0,3.11,Oversize,Air,2024-04-16 23:00:00,5,Moderate,Stormy,None,4,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10273,Bangalore,Hyderabad,421.2,0.69,Oversize,Road,2024-12-07 19:00:00,2,Clear,Clear,None,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10274,Chennai,Bangalore,753.8,4.47,Small,Road,2024-03-04 14:00:00,6,Heavy,Clear,None,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Cancelled
10275,Mumbai,Mumbai,604.1,6.32,Large,Road,2024-01-20 08:00:00,1,Moderate,Clear,None,3,Internal,High,<function <lambda> at 0x7cd864291300>,Cancelled
10276,Hyderabad,Mumbai,752.1,6.18,Large,Air,2024-01-18 17:00:00,7,Moderate,Clear,None,3,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10277,Kolkata,Chennai,445.8,4.33,Medium,Air,2024-12-07 00:00:00,6,Clear,Clear,None,4,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10278,Chennai,Kolkata,866.8,4.43,Large,Rail,2024-07-18 23:00:00,4,Heavy,Clear,None,1,3PL-B,High,<function <lambda> at 0x7cd864291300>,Major Delay
10279,Mumbai,Mumbai,500.7,4.88,Oversize,Rail,2024-12-27 15:00:00,4,Clear,Rainy,None,1,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10280,Mumbai,Bangalore,854.9,6.15,Small,Road,2024-08-22 01:00:00,6,Jam,Rainy,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10281,Hyderabad,Mumbai,537.2,7.33,Oversize,Road,2024-02-15 22:00:00,3,Moderate,Stormy,None,1,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10282,Hyderabad,Chennai,941.0,3.96,Oversize,Rail,2024-01-14 00:00:00,3,Heavy,Rainy,None,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10283,Delhi,Chennai,572.9,3.14,Small,Road,2024-08-19 16:00:00,8,Moderate,Clear,None,2,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10284,Delhi,Hyderabad,640.2,6.53,Medium,Road,2024-08-16 11:00:00,2,Clear,Clear,None,3,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10285,Bangalore,Delhi,637.9,5.78,Oversize,Rail,2024-05-12 16:00:00,3,Moderate,Clear,Vehicle Breakdown,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10286,Hyderabad,Hyderabad,622.2,5.3,Oversize,Road,2024-11-09 03:00:00,7,Moderate,Rainy,None,4,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10287,Mumbai,Kolkata,769.2,11.88,Medium,Road,2024-07-10 07:00:00,4,Moderate,Clear,None,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10288,Kolkata,Bangalore,933.9,3.54,Oversize,Air,2024-08-25 10:00:00,4,Moderate,Clear,None,3,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10289,Hyderabad,Delhi,338.2,0.5,Large,Sea,2024-07-22 23:00:00,3,Moderate,Rainy,None,3,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10290,Hyderabad,Chennai,837.2,5.62,Medium,Air,2024-03-13 22:00:00,7,Clear,Clear,System Outage,3,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10291,Mumbai,Kolkata,1322.7,7.85,Oversize,Road,2024-09-17 19:00:00,1,Heavy,Clear,None,0,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10292,Kolkata,Delhi,1420.3,3.01,Large,Air,2024-04-29 08:00:00,5,Moderate,Clear,None,1,Internal,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10293,Bangalore,Delhi,656.3,10.11,Large,Road,2024-06-30 07:00:00,9,Clear,Clear,None,4,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10294,Hyderabad,Delhi,677.2,5.25,Medium,Air,2024-12-01 07:00:00,9,Moderate,Clear,None,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10295,Bangalore,Hyderabad,1221.9,4.13,Large,Road,2024-10-30 13:00:00,9,Moderate,Rainy,None,0,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10296,Kolkata,Hyderabad,1071.5,5.62,Small,Air,2024-04-29 20:00:00,6,Clear,Clear,None,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10297,Mumbai,Mumbai,572.0,6.45,Medium,Road,2024-12-20 04:00:00,3,Clear,Clear,None,1,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10298,Delhi,Bangalore,1538.8,10.85,Small,Air,2024-02-24 15:00:00,5,Moderate,Clear,None,1,3PL-B,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10299,Delhi,Mumbai,933.9,7.14,Medium,Rail,2024-03-26 18:00:00,9,Heavy,Clear,None,1,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10300,Chennai,Bangalore,584.7,7.33,Medium,Road,2024-11-25 15:00:00,5,Moderate,Clear,None,2,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10301,Hyderabad,Chennai,629.0,7.5,Small,Rail,2024-11-06 23:00:00,1,Moderate,Clear,None,3,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
