Date,DayOfWeek,Month,Day,IsWeekend,Promotion,Price,Linear_Demand,Nonlinear_Demand
2024-08-27,1,8,27,0,0,103,42,189
2024-08-28,2,8,28,0,0,94,62,270
2024-08-29,3,8,29,0,0,103,46,181
2024-08-30,4,8,30,0,0,111,34,214
2024-08-31,5,8,31,1,0,112,42,252
2024-09-01,6,9,1,1,0,108,49,238
2024-09-02,0,9,2,0,1,94,74,351
2024-09-03,1,9,3,0,0,94,59,289
2024-09-04,2,9,4,0,0,96,55,187
2024-09-05,3,9,5,0,0,106,46,189
2024-09-06,4,9,6,0,0,107,38,202
2024-09-07,5,9,7,1,1,112,62,311
2024-09-08,6,9,8,1,1,105,75,330
2024-09-09,0,9,9,0,1,99,74,290
2024-09-10,1,9,10,0,0,109,39,203
2024-09-11,2,9,11,0,0,98,57,197
2024-09-12,3,9,12,0,0,116,32,197
2024-09-13,4,9,13,0,0,93,71,271
2024-09-14,5,9,14,1,0,83,81,325
2024-09-15,6,9,15,1,0,112,37,251
2024-09-16,0,9,16,0,0,87,74,287
2024-09-17,1,9,17,0,1,97,79,264
2024-09-18,2,9,18,0,0,118,17,186
2024-09-19,3,9,19,0,0,84,83,264
2024-09-20,4,9,20,0,1,97,72,282
2024-09-21,5,9,21,1,0,90,78,315
2024-09-22,6,9,22,1,0,101,55,229
2024-09-23,0,9,23,0,0,89,66,270
2024-09-24,1,9,24,0,0,108,39,180
2024-09-25,2,9,25,0,0,103,58,184
2024-09-26,3,9,26,0,0,110,34,179
2024-09-27,4,9,27,0,0,84,70,264
2024-09-28,5,9,28,1,0,102,52,238
2024-09-29,6,9,29,1,0,91,73,316
2024-09-30,0,9,30,0,0,90,72,271
2024-10-01,1,10,1,0,0,97,50,180
2024-10-02,2,10,2,0,0,103,54,191
2024-10-03,3,10,3,0,0,86,74,264
2024-10-04,4,10,4,0,1,93,77,370
2024-10-05,5,10,5,1,0,121,24,250
2024-10-06,6,10,6,1,0,103,62,254
2024-10-07,0,10,7,0,0,110,33,196
2024-10-08,1,10,8,0,0,105,47,182
2024-10-09,2,10,9,0,0,108,32,190
2024-10-10,3,10,10,0,0,91,69,273
2024-10-11,4,10,11,0,0,110,36,189
2024-10-12,5,10,12,1,0,103,60,236
2024-10-13,6,10,13,1,0,99,60,232
2024-10-14,0,10,14,0,0,109,44,198
2024-10-15,1,10,15,0,0,98,53,195
2024-10-16,2,10,16,0,0,102,50,195
2024-10-17,3,10,17,0,0,99,48,199
2024-10-18,4,10,18,0,0,104,43,188
2024-10-19,5,10,19,1,0,97,65,241
2024-10-20,6,10,20,1,0,96,72,236
2024-10-21,0,10,21,0,0,101,52,195
2024-10-22,1,10,22,0,1,93,88,340
2024-10-23,2,10,23,0,0,90,68,262
2024-10-24,3,10,24,0,1,113,55,270
2024-10-25,4,10,25,0,1,87,84,357
2024-10-26,5,10,26,1,0,91,74,320
2024-10-27,6,10,27,1,0,112,47,248
2024-10-28,0,10,28,0,0,107,44,211
2024-10-29,1,10,29,0,0,111,40,193
2024-10-30,2,10,30,0,0,105,37,189
2024-10-31,3,10,31,0,0,103,41,208
2024-11-01,4,11,1,0,0,87,70,267
2024-11-02,5,11,2,1,1,88,96,405
2024-11-03,6,11,3,1,0,79,88,318
2024-11-04,0,11,4,0,0,99,47,211
2024-11-05,1,11,5,0,0,86,77,267
2024-11-06,2,11,6,0,0,100,48,205
2024-11-07,3,11,7,0,0,117,25,185
2024-11-08,4,11,8,0,0,96,50,204
2024-11-09,5,11,9,1,1,101,84,324
2024-11-10,6,11,10,1,1,94,90,414
2024-11-11,0,11,11,0,0,100,49,206
2024-11-12,1,11,12,0,0,92,68,268
2024-11-13,2,11,13,0,0,86,68,291
2024-11-14,3,11,14,0,0,93,70,284
2024-11-15,4,11,15,0,1,113,55,286
2024-11-16,5,11,16,1,0,94,70,343
2024-11-17,6,11,17,1,0,110,50,246
2024-11-18,0,11,18,0,0,102,38,208
2024-11-19,1,11,19,0,1,100,78,288
2024-11-20,2,11,20,0,0,120,17,206
2024-11-21,3,11,21,0,0,87,67,277
2024-11-22,4,11,22,0,0,98,60,202
2024-11-23,5,11,23,1,0,101,47,252
2024-11-24,6,11,24,1,0,76,97,316
2024-11-25,0,11,25,0,0,108,37,204
2024-11-26,1,11,26,0,0,98,47,202
2024-11-27,2,11,27,0,0,86,74,291
2024-11-28,3,11,28,0,0,85,71,295
2024-11-29,4,11,29,0,0,84,79,288
2024-11-30,5,11,30,1,0,97,62,264
2024-12-01,6,12,1,1,0,94,72,356
2024-12-02,0,12,2,0,0,88,70,295
2024-12-03,1,12,3,0,0,83,77,289
2024-12-04,2,12,4,0,0,118,23,213
2024-12-05,3,12,5,0,1,109,59,273
2024-12-06,4,12,6,0,1,95,75,293
2024-12-07,5,12,7,1,0,89,69,356
2024-12-08,6,12,8,1,0,94,71,340
2024-12-09,0,12,9,0,0,104,55,203
2024-12-10,1,12,10,0,1,113,48,291
2024-12-11,2,12,11,0,0,98,58,215
2024-12-12,3,12,12,0,1,101,69,303
2024-12-13,4,12,13,0,0,94,62,295
2024-12-14,5,12,14,1,0,122,31,276
2024-12-15,6,12,15,1,0,85,84,345
2024-12-16,0,12,16,0,1,106,65,302
2024-12-17,1,12,17,0,0,83,79,300
2024-12-18,2,12,18,0,0,110,34,226
2024-12-19,3,12,19,0,0,99,57,221
2024-12-20,4,12,20,0,0,92,57,304
2024-12-21,5,12,21,1,0,99,62,276
2024-12-22,6,12,22,1,0,97,66,289
2024-12-23,0,12,23,0,0,96,58,222
2024-12-24,1,12,24,0,0,93,66,308
2024-12-25,2,12,25,0,0,112,38,239
2024-12-26,3,12,26,0,0,102,49,222
2024-12-27,4,12,27,0,0,90,62,299
2024-12-28,5,12,28,1,0,99,63,269
2024-12-29,6,12,29,1,0,92,74,358
2024-12-30,0,12,30,0,0,102,48,234
