Customer_ID,Age,Annual_Income,Payment_History_Score,Credit_Utilization_Ratio,Credit_History_Length_Years,Number_of_Credit_Lines,Number_of_Late_Payments,Number_of_Credit_Inquiries,Types_of_Credit,Employment_Status,Outstanding_Debt,Has_Mortgage,Region,Credit_Score
CUST00303,25,1965187,402,0.18,13,3,1,7,Credit Card,Student,39718,1,West,502
CUST00304,58,1260766,629,0.29,14,2,2,0,Credit Card,Employed,790268,1,West,548
CUST00305,31,1276946,568,0.16,24,7,2,1,Personal Loan,Self-employed,250150,1,North,656
CUST00306,29,1668794,572,0.46,5,6,2,4,Auto Loan,Student,796136,1,South,399
CUST00307,61,1867582,597,0.39,17,7,2,6,Auto Loan,Employed,500270,0,East,503
CUST00308,52,1281277,371,0.56,1,7,2,0,Credit Card,Employed,704553,1,West,348
CUST00309,55,941604,389,0.94,18,6,3,6,Mixed,Unemployed,133918,0,North,372
CUST00310,29,1953844,347,0.28,18,3,2,3,Auto Loan,Self-employed,784378,1,East,466
CUST00311,24,1104119,835,0.01,8,9,0,5,Home Loan,Unemployed,613878,1,South,609
CUST00312,52,1088606,573,0.63,2,2,3,2,Mixed,Employed,566509,1,North,373
CUST00313,43,1069369,826,0.37,6,2,4,6,Personal Loan,Self-employed,113976,0,East,495
CUST00314,29,1878161,460,0.69,12,2,1,5,Credit Card,Employed,10836,1,Central,449
CUST00315,33,1006138,442,0.08,21,5,4,5,Personal Loan,Unemployed,823128,1,West,488
CUST00316,48,790403,796,0.89,3,2,1,1,Auto Loan,Unemployed,939432,1,East,412
CUST00317,44,584876,833,1.19,14,7,4,5,Auto Loan,Self-employed,660798,1,South,377
CUST00318,42,367285,694,1.04,13,2,0,7,Personal Loan,Unemployed,633799,1,East,405
CUST00319,28,1846735,651,0.33,19,5,3,2,Auto Loan,Self-employed,418456,1,South,575
CUST00320,27,1875455,312,0.93,8,4,3,5,Credit Card,Self-employed,62683,1,South,300
CUST00321,46,988786,566,0.87,10,2,0,5,Auto Loan,Employed,848220,0,South,380
CUST00322,22,1701389,561,0.39,16,3,3,4,Personal Loan,Employed,890663,1,South,457
CUST00323,45,1462549,714,0.21,17,3,0,6,Home Loan,Unemployed,952570,1,West,562
CUST00324,64,458396,852,0.21,13,3,0,1,Personal Loan,Unemployed,91129,0,West,701
CUST00325,33,829874,866,0.6,14,8,1,1,Auto Loan,Employed,233261,1,South,616
CUST00326,57,448245,776,1.14,1,6,4,5,Home Loan,Unemployed,515157,0,East,300
CUST00327,42,433270,578,0.43,17,6,1,6,Credit Card,Employed,830193,0,South,480
CUST00328,43,840643,533,0.49,14,9,0,2,Personal Loan,Unemployed,631224,0,East,513
CUST00329,27,1779250,884,0.78,19,9,1,7,Auto Loan,Student,577397,0,Central,532
CUST00330,35,1411109,674,0.87,7,5,3,6,Mixed,Retired,575571,1,Central,352
CUST00331,25,1303211,877,0.53,6,9,3,5,Auto Loan,Employed,581338,0,East,471
CUST00332,60,950164,710,0.7,8,4,1,1,Auto Loan,Employed,271653,1,West,511
CUST00333,51,868746,500,0.42,1,8,4,4,Credit Card,Unemployed,620473,1,West,339
CUST00334,54,1385597,777,0.06,1,6,3,6,Credit Card,Retired,17079,1,Central,526
CUST00335,35,246916,311,0.68,12,8,3,3,Auto Loan,Self-employed,548165,1,South,350
CUST00336,62,762389,479,0.26,2,9,0,2,Personal Loan,Student,973962,1,East,426
CUST00337,35,1420556,607,0.17,10,1,3,6,Mixed,Unemployed,902347,1,South,445
CUST00338,63,512775,702,1.11,19,9,2,0,Home Loan,Self-employed,443082,1,North,493
CUST00339,46,239114,855,0.66,2,3,0,0,Home Loan,Unemployed,217767,0,Central,550
CUST00340,52,488701,677,0.76,2,2,1,0,Auto Loan,Employed,890379,1,Central,409
CUST00341,50,685973,403,0.04,12,4,4,1,Credit Card,Unemployed,307918,0,South,509
CUST00342,56,1083555,555,0.79,16,8,4,0,Auto Loan,Employed,506849,0,Central,446
CUST00343,63,1749682,525,0.74,8,6,1,4,Credit Card,Self-employed,762204,0,South,378
CUST00344,46,1565207,578,0.28,14,8,0,0,Credit Card,Unemployed,500617,1,Central,594
CUST00345,24,1502206,813,0.84,7,1,1,3,Home Loan,Retired,133482,0,East,500
CUST00346,52,1187418,745,0.6,12,9,4,4,Mixed,Retired,313399,0,West,479
CUST00347,59,566600,582,0.43,2,4,2,1,Mixed,Self-employed,962503,0,West,404
CUST00348,22,1640543,885,0.55,14,3,4,2,Credit Card,Retired,143107,1,Central,576
CUST00349,61,1838777,731,0.68,15,3,3,1,Home Loan,Self-employed,723580,0,Central,495
CUST00350,48,1840221,531,0.34,17,3,2,5,Mixed,Unemployed,895854,1,North,470
CUST00351,55,1601468,348,0.95,9,1,3,7,Mixed,Retired,643091,0,West,300
CUST00352,51,814100,866,0.55,22,2,1,5,Auto Loan,Student,954991,1,Central,575
CUST00353,39,315007,383,1.09,11,3,3,6,Auto Loan,Student,243191,0,North,300
CUST00354,37,963876,808,1.18,11,2,4,3,Auto Loan,Unemployed,656565,1,South,372
CUST00355,41,939852,484,0.88,17,1,1,5,Credit Card,Self-employed,229647,1,East,438
CUST00356,58,1771264,690,0.97,15,4,3,6,Auto Loan,Self-employed,717383,0,South,382
CUST00357,37,883240,478,1.02,8,9,3,2,Credit Card,Retired,304812,0,North,343
CUST00358,50,1742490,335,0.12,3,7,3,1,Mixed,Self-employed,882243,0,North,383
CUST00359,31,1390634,558,0.96,7,8,2,0,Personal Loan,Retired,750683,0,Central,370
CUST00360,55,904879,694,0.26,20,2,2,3,Personal Loan,Self-employed,254882,1,North,626
CUST00361,49,700883,322,1.07,5,8,1,4,Personal Loan,Unemployed,235672,1,East,300
CUST00362,43,862101,460,0.2,18,1,1,3,Credit Card,Student,110412,0,South,585
CUST00363,34,250381,778,0.78,4,3,4,3,Personal Loan,Self-employed,130114,1,South,429
CUST00364,52,974832,381,0.51,24,3,2,6,Credit Card,Employed,850143,1,South,439
CUST00365,55,1878009,695,0.1,9,6,3,6,Home Loan,Unemployed,65342,0,South,546
CUST00366,26,1903352,670,0.69,13,5,1,5,Personal Loan,Student,860313,1,Central,443
CUST00367,48,1558307,755,0.5,6,3,4,2,Home Loan,Student,926974,0,West,427
CUST00368,50,559470,784,1.02,12,6,3,3,Home Loan,Unemployed,659151,1,Central,416
CUST00369,29,1077176,512,0.84,21,1,2,7,Personal Loan,Unemployed,891913,1,East,386
CUST00370,32,1338736,482,0.67,17,6,0,0,Home Loan,Unemployed,505121,1,East,520
CUST00371,49,1371133,825,0.67,20,5,1,2,Home Loan,Employed,541562,1,East,597
CUST00372,40,1787561,851,0.32,22,2,4,0,Personal Loan,Self-employed,854910,1,South,621
CUST00373,34,1216187,499,0.67,14,9,0,0,Auto Loan,Student,947390,0,East,467
CUST00374,21,430798,860,0.49,20,7,3,6,Credit Card,Self-employed,133724,0,North,595
CUST00375,21,533523,497,0.26,3,6,3,7,Home Loan,Student,660124,0,South,361
CUST00376,23,1353334,691,0.8,17,6,2,2,Auto Loan,Retired,671805,0,South,488
CUST00377,58,1277786,763,0.23,9,4,0,1,Personal Loan,Unemployed,972285,1,Central,570
CUST00378,24,1964409,587,0.06,15,8,4,6,Home Loan,Retired,584017,0,West,502
CUST00379,47,1280677,312,0.86,17,5,1,0,Home Loan,Self-employed,450716,1,North,427
CUST00380,44,309918,558,0.84,22,2,3,4,Personal Loan,Student,38957,0,Central,493
CUST00381,26,1708294,308,1.16,21,5,4,5,Auto Loan,Student,65382,1,West,331
CUST00382,61,1911047,527,0.32,11,7,0,1,Mixed,Unemployed,579893,1,West,535
CUST00383,55,482842,537,0.14,5,2,1,4,Auto Loan,Self-employed,360400,0,South,497
CUST00384,24,941309,327,1.19,13,3,4,7,Auto Loan,Retired,860107,1,North,300
CUST00385,62,615800,312,0.93,8,9,2,3,Auto Loan,Employed,620329,0,North,300
CUST00386,50,1032163,424,0.9,2,8,2,2,Mixed,Retired,224208,1,North,331
CUST00387,50,1659625,399,0.07,10,6,3,6,Personal Loan,Employed,501017,0,East,437
CUST00388,29,265726,477,0.15,12,7,3,0,Auto Loan,Student,380783,1,North,533
CUST00389,61,866464,698,0.51,11,2,0,1,Auto Loan,Retired,999837,1,North,515
CUST00390,56,292174,846,0.69,19,9,2,0,Mixed,Retired,198951,1,East,626
CUST00391,48,1261352,639,0.11,4,1,3,4,Home Loan,Employed,977928,0,West,438
CUST00392,49,1441079,725,0.79,18,1,2,1,Mixed,Student,230104,1,South,554
CUST00393,57,1116090,377,1.09,22,2,3,7,Auto Loan,Employed,705146,1,West,311
CUST00394,50,1186770,303,0.32,2,7,1,4,Mixed,Student,264802,1,North,388
CUST00395,46,707330,464,0.56,20,3,4,7,Home Loan,Retired,737308,0,Central,392
CUST00396,26,644427,787,0.61,8,1,3,2,Mixed,Self-employed,757525,1,North,462
CUST00397,61,945291,381,0.73,13,2,2,4,Home Loan,Student,817453,0,North,351
CUST00398,60,416495,618,0.3,23,5,3,0,Credit Card,Employed,418581,0,North,619
CUST00399,57,1074829,613,0.12,6,9,1,1,Auto Loan,Retired,202558,1,South,574
CUST00400,37,973048,509,1.16,17,1,2,3,Home Loan,Student,431748,1,North,385
CUST00401,21,1089257,729,1.05,20,5,1,7,Credit Card,Student,513341,0,East,454
CUST00402,32,535383,675,0.95,10,7,0,6,Home Loan,Student,406817,0,East,424
CUST00403,28,1969057,785,0.55,11,9,4,0,Credit Card,Retired,894644,0,South,485
CUST00404,29,1733986,419,0.02,10,5,0,3,Auto Loan,Self-employed,24949,1,West,574
CUST00405,34,1497216,595,0.52,19,7,1,5,Personal Loan,Self-employed,923502,1,South,486
CUST00406,41,838790,758,0.7,2,2,3,0,Auto Loan,Student,900314,1,West,407
CUST00407,33,431357,504,0.28,20,3,4,3,Personal Loan,Employed,937330,0,South,477
CUST00408,53,1787258,309,0.77,13,4,4,0,Credit Card,Employed,186119,1,East,386
CUST00409,56,1967411,741,0.55,1,4,1,3,Auto Loan,Retired,616867,1,South,447
CUST00410,41,893649,871,0.29,14,3,1,7,Home Loan,Retired,109316,1,North,617
CUST00411,39,321968,654,1.0,18,6,1,2,Home Loan,Employed,62995,0,North,519
CUST00412,35,1544109,503,0.16,1,1,1,7,Credit Card,Unemployed,789005,1,South,389
CUST00413,36,574844,762,0.49,16,1,4,7,Auto Loan,Unemployed,912357,1,West,446
CUST00414,41,1533207,732,0.78,8,5,1,6,Home Loan,Student,877053,1,South,399
CUST00415,60,1656195,707,0.85,2,6,2,3,Home Loan,Student,45977,1,West,425
CUST00416,41,1427200,573,0.47,18,2,2,0,Personal Loan,Student,138516,1,West,584
CUST00417,53,1515038,392,1.15,14,7,4,7,Home Loan,Unemployed,403898,0,Central,300
CUST00418,61,1380667,830,0.82,4,6,3,7,Home Loan,Employed,143266,1,West,410
CUST00419,33,936838,351,0.35,13,9,0,5,Mixed,Self-employed,746749,1,South,437
CUST00420,36,1966774,831,0.31,3,8,0,3,Mixed,Employed,733996,0,North,534
CUST00421,37,691069,483,0.74,24,4,0,7,Personal Loan,Self-employed,103060,0,Central,516
CUST00422,58,1326979,573,0.47,20,4,2,4,Personal Loan,Self-employed,991017,0,East,483
CUST00423,49,1357490,782,1.17,18,2,0,4,Mixed,Student,952254,0,West,447
CUST00424,33,1214166,648,0.47,5,4,3,3,Home Loan,Self-employed,813814,1,West,411
CUST00425,21,752019,428,0.61,23,6,2,7,Auto Loan,Retired,90094,0,North,483
CUST00426,36,1578810,386,1.08,9,7,0,6,Personal Loan,Employed,104223,0,South,339
CUST00427,47,1280050,712,0.33,22,6,2,4,Mixed,Retired,608194,1,East,592
CUST00428,64,1268303,873,0.36,21,7,2,2,Credit Card,Unemployed,695031,1,South,640
CUST00429,26,649104,831,0.73,19,9,4,7,Mixed,Self-employed,45667,1,North,519
CUST00430,28,226316,825,0.45,3,4,2,7,Personal Loan,Employed,538695,1,South,448
CUST00431,51,282423,894,0.84,21,6,1,4,Credit Card,Retired,317632,1,Central,592
CUST00432,61,264665,847,0.86,7,9,3,3,Personal Loan,Unemployed,966567,0,Central,401
CUST00433,26,1249167,482,0.18,7,8,1,1,Mixed,Employed,178311,1,West,536
CUST00434,34,629151,678,0.65,19,5,4,3,Personal Loan,Self-employed,616358,1,East,484
CUST00435,53,1426776,765,0.63,3,5,3,5,Credit Card,Unemployed,491574,0,East,409
CUST00436,33,729648,344,0.46,22,9,0,7,Auto Loan,Unemployed,375534,0,Central,488
CUST00437,55,1953064,766,0.43,13,7,3,4,Mixed,Employed,657631,0,Central,508
CUST00438,53,1779287,507,0.34,17,3,0,7,Personal Loan,Student,243862,1,North,531
CUST00439,22,993590,787,0.49,15,5,1,1,Personal Loan,Retired,755615,1,North,575
CUST00440,41,1384872,860,0.28,20,3,2,2,Home Loan,Retired,418740,0,East,666
CUST00441,40,532244,421,0.88,5,5,1,4,Home Loan,Unemployed,733833,0,South,307
CUST00442,26,1369555,710,0.48,21,8,2,3,Auto Loan,Self-employed,339199,0,North,593
CUST00443,60,260745,522,0.56,22,5,0,4,Auto Loan,Unemployed,755820,0,West,521
CUST00444,21,1944415,345,0.21,1,1,3,2,Credit Card,Unemployed,897905,1,West,345
CUST00445,29,626560,572,0.7,9,1,2,7,Auto Loan,Self-employed,798032,1,South,353
CUST00446,32,566425,837,0.89,4,9,3,3,Mixed,Retired,992849,1,West,371
CUST00447,43,1694323,461,0.71,10,7,2,7,Auto Loan,Unemployed,294389,0,Central,370
CUST00448,35,603145,710,1.06,18,9,1,6,Personal Loan,Employed,113865,0,West,478
CUST00449,56,879232,302,0.15,20,4,1,3,Mixed,Employed,701909,0,North,513
CUST00450,62,427995,396,0.55,24,6,0,5,Auto Loan,Unemployed,456258,0,South,515
CUST00451,44,584979,435,1.13,20,6,0,4,Home Loan,Employed,850532,0,North,377
CUST00452,35,1648328,328,0.5,10,9,1,7,Mixed,Self-employed,207240,0,South,392
CUST00453,61,1082505,554,0.73,7,7,4,4,Home Loan,Self-employed,960992,0,North,313
CUST00454,23,1578931,525,0.11,3,1,1,4,Personal Loan,Unemployed,282294,1,East,492
CUST00455,40,373833,883,0.1,15,6,2,4,Personal Loan,Student,524468,0,Central,639
CUST00456,50,709257,562,1.11,17,3,2,3,Credit Card,Retired,170216,0,North,431
CUST00457,37,834490,402,0.19,3,2,2,0,Mixed,Self-employed,576296,0,West,444
CUST00458,35,815793,517,0.25,6,6,0,6,Auto Loan,Retired,957412,0,East,425
CUST00459,61,1428207,463,1.03,18,5,1,4,Mixed,Self-employed,346755,0,East,415
CUST00460,44,293247,657,0.79,17,8,4,6,Auto Loan,Student,492187,0,Central,419
CUST00461,61,725929,631,1.1,5,6,2,6,Personal Loan,Retired,801765,1,West,300
CUST00462,46,428296,737,0.23,6,8,2,2,Auto Loan,Unemployed,233810,0,South,560
CUST00463,32,1959236,783,1.01,8,1,4,0,Auto Loan,Employed,317687,0,West,435
CUST00464,36,790781,887,0.06,3,8,4,6,Auto Loan,Retired,174735,1,East,540
CUST00465,42,1253418,675,0.92,10,4,2,1,Home Loan,Employed,659746,1,East,427
CUST00466,32,1970495,872,0.61,4,3,4,3,Home Loan,Unemployed,168386,1,Central,481
CUST00467,62,583647,498,0.35,3,3,4,0,Home Loan,Student,590117,1,East,409
CUST00468,42,1713725,467,0.53,20,8,2,4,Mixed,Unemployed,395792,0,Central,493
CUST00469,50,869612,654,0.28,17,5,4,4,Home Loan,Employed,420210,0,East,532
CUST00470,26,1542881,615,0.08,10,8,3,5,Mixed,Employed,788021,1,Central,483
CUST00471,22,1876594,330,1.16,19,1,2,6,Auto Loan,Self-employed,496157,0,North,311
CUST00472,34,528212,352,0.85,12,4,2,4,Mixed,Retired,213261,1,South,367
CUST00473,22,1978119,386,0.51,6,2,0,3,Credit Card,Retired,714636,0,East,396
CUST00474,45,1834062,726,0.11,7,4,3,7,Personal Loan,Unemployed,890286,0,West,459
CUST00475,62,924541,357,0.71,16,1,4,3,Mixed,Employed,692532,0,South,356
CUST00476,56,635693,661,0.49,23,3,3,0,Credit Card,Student,29017,0,South,632
CUST00477,44,1233390,685,0.61,4,2,4,3,Credit Card,Retired,101302,1,West,434
CUST00478,44,1259126,888,0.07,13,3,3,2,Auto Loan,Unemployed,224278,1,East,662
CUST00479,60,1729298,638,0.79,13,8,3,4,Personal Loan,Retired,683306,1,South,408
CUST00480,60,1184289,620,0.95,4,4,1,4,Credit Card,Unemployed,896063,0,South,331
CUST00481,35,1172687,792,0.94,20,4,2,7,Credit Card,Student,221591,1,East,498
CUST00482,48,1667120,439,0.2,17,1,3,5,Credit Card,Self-employed,516008,0,East,483
CUST00483,49,1179148,584,0.88,22,9,3,2,Home Loan,Student,905608,0,East,441
CUST00484,51,825313,729,0.78,3,2,3,4,Personal Loan,Self-employed,446268,1,Central,388
CUST00485,27,1520323,647,1.05,15,9,3,1,Auto Loan,Unemployed,857247,0,South,397
CUST00486,28,1642436,895,0.43,2,8,2,0,Credit Card,Self-employed,98358,0,North,577
CUST00487,41,594147,854,1.1,20,8,3,1,Auto Loan,Employed,246636,1,Central,533
CUST00488,27,1352146,406,0.23,2,1,2,5,Home Loan,Unemployed,817660,0,Central,358
CUST00489,64,331361,779,0.79,4,2,3,1,Credit Card,Self-employed,243422,0,South,456
CUST00490,32,887193,322,0.66,23,6,2,3,Mixed,Self-employed,784664,1,Central,428
CUST00491,21,1467627,634,0.28,18,4,3,3,Home Loan,Self-employed,821955,0,West,527
CUST00492,60,1623882,511,0.41,6,3,2,3,Home Loan,Retired,39834,1,South,472
CUST00493,29,848796,639,0.85,11,3,3,2,Mixed,Employed,645489,0,North,409
CUST00494,21,1968286,767,0.08,10,1,3,2,Auto Loan,Self-employed,161147,0,East,611
CUST00495,63,206584,560,0.8,23,9,0,4,Mixed,Employed,850742,1,Central,489
CUST00496,42,418823,735,0.95,5,7,3,1,Credit Card,Unemployed,611458,1,South,392
CUST00497,50,1330366,361,0.88,2,9,1,0,Auto Loan,Unemployed,863494,0,Central,301
CUST00498,39,1990107,830,0.92,18,4,0,5,Credit Card,Student,996653,0,North,488
CUST00499,62,216917,399,0.3,20,7,0,7,Home Loan,Unemployed,660030,0,North,493
CUST00500,40,575061,308,0.3,1,1,3,3,Credit Card,Employed,148302,0,West,373
CUST00501,42,957231,660,0.5,13,4,2,1,Home Loan,Student,713459,1,North,510
CUST00502,52,989467,638,0.77,2,9,4,4,Home Loan,Employed,615089,0,North,326
CUST00503,23,767557,759,0.24,8,8,0,0,Mixed,Unemployed,974347,0,East,571
CUST00504,34,1238281,593,0.37,18,3,3,3,Credit Card,Self-employed,320879,1,Central,542
CUST00505,36,1545449,721,0.84,3,2,1,3,Credit Card,Self-employed,449605,0,South,420
CUST00506,28,497217,776,0.53,13,2,1,7,Home Loan,Employed,790815,1,South,485
CUST00507,64,1067962,659,0.66,23,4,1,1,Credit Card,Retired,136091,0,North,617
CUST00508,30,1712032,538,0.52,11,8,0,0,Personal Loan,Student,929755,1,North,485
CUST00509,31,1240514,500,0.53,13,3,1,0,Auto Loan,Self-employed,661626,0,West,492
CUST00510,34,432769,380,0.03,24,4,4,0,Auto Loan,Self-employed,73518,0,West,617
CUST00511,29,696555,555,0.53,18,6,3,5,Personal Loan,Employed,456331,0,Central,472
CUST00512,28,578668,358,0.29,4,1,4,7,Personal Loan,Self-employed,335417,1,South,333
CUST00513,37,654684,641,0.2,9,5,1,4,Personal Loan,Student,563948,1,South,526
CUST00514,58,895202,375,0.64,17,2,3,0,Home Loan,Self-employed,561420,1,North,439
CUST00515,28,471133,649,0.14,24,9,0,5,Home Loan,Self-employed,231268,1,East,676
CUST00516,52,545534,353,0.01,5,6,4,7,Mixed,Retired,391502,1,Central,382
CUST00517,38,900163,414,0.64,16,5,1,6,Auto Loan,Self-employed,576600,0,West,413
CUST00518,35,1410953,521,0.66,20,6,0,6,Credit Card,Retired,55571,1,Central,528
CUST00519,28,1839645,355,0.73,5,2,0,5,Personal Loan,Employed,380123,1,East,350
CUST00520,27,598510,401,1.12,22,3,1,1,Home Loan,Student,528472,0,South,425
CUST00521,26,1236397,358,0.0,22,8,1,4,Credit Card,Retired,683151,0,West,558
CUST00522,57,1912533,334,0.62,11,9,0,4,Auto Loan,Self-employed,376179,0,North,415
CUST00523,39,242597,550,0.6,14,2,3,6,Auto Loan,Self-employed,573261,0,East,411
CUST00524,40,919775,808,0.54,3,6,4,6,Credit Card,Unemployed,558412,0,East,403
CUST00525,30,372245,314,0.04,11,8,4,6,Auto Loan,Student,203535,0,North,433
CUST00526,39,1062412,339,0.06,7,5,1,2,Credit Card,Self-employed,675690,0,Central,463
CUST00527,47,1653020,871,0.08,9,9,0,6,Auto Loan,Self-employed,995653,0,East,571
CUST00528,46,1664017,457,0.12,8,2,2,0,Personal Loan,Student,16523,1,West,553
CUST00529,39,1582219,423,0.61,13,9,0,2,Home Loan,Unemployed,362324,1,East,478
CUST00530,21,1776944,685,0.63,18,8,2,3,Auto Loan,Retired,476334,0,South,528
CUST00531,22,525701,373,1.0,7,5,1,2,Mixed,Unemployed,754252,0,South,306
CUST00532,57,1965450,509,0.03,19,7,0,2,Mixed,Unemployed,115604,1,South,662
CUST00533,31,1130018,850,0.39,1,6,4,3,Credit Card,Employed,101123,1,South,498
CUST00534,57,1533550,360,0.89,2,6,0,2,Personal Loan,Student,381676,0,Central,336
CUST00535,28,1841016,815,1.11,9,9,3,4,Personal Loan,Student,528947,1,East,390
CUST00536,58,1580348,818,0.88,17,6,3,1,Auto Loan,Student,285631,0,Central,537
CUST00537,55,1602334,335,0.04,8,9,1,0,Home Loan,Employed,632875,1,South,497
CUST00538,59,725078,474,0.99,9,4,3,1,Auto Loan,Student,522536,0,South,346
CUST00539,44,1832293,640,0.93,2,4,0,0,Credit Card,Retired,81405,1,East,455
CUST00540,28,1447681,792,0.01,6,3,2,4,Personal Loan,Self-employed,210301,0,East,594
CUST00541,64,1879601,544,0.29,13,7,3,2,Credit Card,Student,445105,1,West,508
CUST00542,32,1504458,402,0.06,2,2,2,7,Credit Card,Student,396836,1,South,400
CUST00543,37,1991636,486,0.78,19,2,3,4,Personal Loan,Retired,690236,1,East,407
CUST00544,61,1279292,490,0.68,19,5,0,6,Personal Loan,Retired,402892,1,West,479
CUST00545,49,928645,590,0.43,12,6,1,4,Credit Card,Unemployed,199060,1,South,524
CUST00546,31,1015753,735,0.77,16,7,3,6,Auto Loan,Student,308143,1,East,470
CUST00547,62,1270891,868,0.95,11,1,0,7,Home Loan,Student,683921,0,Central,452
CUST00548,40,1029229,511,0.11,23,3,3,5,Auto Loan,Self-employed,555507,1,West,556
CUST00549,39,699645,310,0.93,4,6,4,0,Personal Loan,Unemployed,475084,1,South,300
CUST00550,33,551032,489,1.01,6,4,2,2,Credit Card,Employed,113615,1,North,368
CUST00551,21,627459,316,0.3,2,8,1,4,Personal Loan,Unemployed,515069,0,East,374
CUST00552,42,1189076,557,0.14,19,7,1,3,Credit Card,Self-employed,349545,0,West,610
CUST00553,48,1288610,646,0.9,23,9,3,5,Home Loan,Self-employed,429309,1,Central,471
CUST00554,42,596800,315,0.14,12,3,1,6,Credit Card,Retired,634119,1,North,437
CUST00555,23,1511993,716,0.02,10,6,2,7,Personal Loan,Retired,343364,1,East,555
CUST00556,37,1631432,655,0.35,23,6,1,5,Home Loan,Employed,261166,1,East,615
CUST00557,56,1124506,877,0.74,13,9,0,2,Home Loan,Student,587235,0,East,565
CUST00558,29,753097,703,0.74,17,9,1,6,Auto Loan,Unemployed,199079,0,South,516
CUST00559,33,1229319,737,0.73,16,6,4,7,Mixed,Retired,454899,0,East,437
CUST00560,31,1073799,606,0.93,16,5,4,0,Home Loan,Retired,968662,1,East,397
CUST00561,41,710663,564,0.83,1,3,4,2,Credit Card,Student,419840,1,South,326
CUST00562,27,497440,652,0.18,6,3,3,5,Auto Loan,Self-employed,490781,0,North,474
CUST00563,42,1001322,437,0.89,10,2,1,4,Home Loan,Self-employed,272473,1,East,383
CUST00564,44,1094450,355,0.39,6,9,2,3,Home Loan,Self-employed,727532,1,West,372
CUST00565,49,770069,623,0.11,16,2,4,1,Mixed,Retired,691592,0,East,554
CUST00566,46,680790,794,0.9,23,7,4,3,Personal Loan,Employed,770318,0,West,488
CUST00567,35,1326214,594,0.3,7,1,3,2,Home Loan,Employed,65866,1,East,512
CUST00568,36,1530765,772,0.13,21,5,3,0,Mixed,Retired,852221,1,East,641
CUST00569,53,1634666,575,0.4,8,1,4,7,Home Loan,Retired,575922,0,South,383
CUST00570,36,443079,846,1.08,12,7,1,2,Credit Card,Student,394288,0,East,491
CUST00571,53,864145,587,0.65,12,4,1,2,Personal Loan,Self-employed,595884,1,West,474
CUST00572,38,395643,408,1.13,17,5,3,6,Auto Loan,Student,408929,0,East,315
CUST00573,46,804538,449,0.81,21,5,2,5,Auto Loan,Retired,413218,0,North,435
CUST00574,44,1395373,768,0.98,21,3,3,3,Mixed,Student,36861,1,East,533
CUST00575,49,1613727,327,0.28,20,4,2,6,Credit Card,Retired,755209,0,South,444
CUST00576,60,529997,863,0.07,14,4,3,2,Personal Loan,Student,229389,1,East,661
CUST00577,51,1481083,398,1.04,16,1,3,0,Home Loan,Employed,313070,1,Central,392
CUST00578,39,1752518,397,0.16,23,9,1,4,Mixed,Student,997694,0,West,522
CUST00579,59,483498,567,0.29,23,2,0,3,Mixed,Employed,353123,0,Central,631
CUST00580,59,500404,445,0.72,17,2,0,0,Home Loan,Unemployed,51324,0,West,540
CUST00581,29,268727,328,0.25,6,6,3,7,Credit Card,Self-employed,149903,0,North,378
CUST00582,60,239279,855,0.35,12,6,1,2,Mixed,Student,394175,1,North,618
CUST00583,56,1668788,625,0.28,1,1,0,3,Home Loan,Unemployed,642491,1,North,475
CUST00584,55,1128745,759,0.01,24,8,4,3,Auto Loan,Student,231370,0,Central,682
CUST00585,43,267552,607,0.48,19,3,1,5,Personal Loan,Student,911646,1,South,497
CUST00586,49,240076,571,1.09,8,4,2,7,Home Loan,Employed,13065,1,Central,346
CUST00587,32,837004,719,0.91,5,1,2,7,Mixed,Student,742329,1,East,337
CUST00588,47,1598475,795,1.01,18,9,3,7,Personal Loan,Unemployed,117783,0,East,466
CUST00589,46,1604746,387,0.93,5,4,2,6,Auto Loan,Employed,177146,0,West,300
CUST00590,57,1687428,372,0.42,11,6,3,4,Home Loan,Employed,593314,1,West,390
CUST00591,53,1172950,634,0.57,13,5,2,0,Credit Card,Student,523950,1,Central,518
CUST00592,64,1574453,755,0.48,13,2,4,7,Home Loan,Employed,123127,0,West,493
CUST00593,64,764103,428,0.26,19,4,4,4,Mixed,Student,455340,1,Central,482
CUST00594,23,249457,880,0.92,13,4,4,7,Home Loan,Student,733138,1,Central,402
CUST00595,33,637373,772,0.02,17,3,0,4,Credit Card,Student,763154,0,South,649
CUST00596,42,1908867,587,0.31,10,3,4,0,Mixed,Employed,760836,1,North,474
CUST00597,42,712569,701,0.28,6,9,4,1,Mixed,Employed,56585,1,East,533
CUST00598,28,1593935,701,0.47,13,8,3,1,Credit Card,Retired,216718,1,East,552
CUST00599,40,940836,689,1.08,1,6,4,6,Personal Loan,Retired,471608,0,South,300
CUST00600,39,445657,660,0.02,9,9,4,7,Home Loan,Retired,382222,1,North,495
CUST00601,55,1586640,653,0.09,20,4,2,5,Mixed,Unemployed,217435,0,West,625
CUST00602,49,1351626,526,1.0,20,9,4,0,Mixed,Retired,616236,1,Central,420
CUST00603,49,1476976,424,0.46,15,6,0,3,Personal Loan,Retired,743774,0,East,474
CUST00604,55,395374,871,1.11,16,8,4,5,Home Loan,Student,656837,0,Central,415
CUST00605,23,603933,800,0.76,9,1,0,0,Home Loan,Unemployed,173192,0,South,569
CUST00606,36,1463484,633,0.4,7,4,3,4,Mixed,Retired,355958,1,West,460
