,Date,Channel,Region,Ad_Spend,Impressions,Clicks,Conversions,Revenue,CTR,Conversion_Rate
399,2025-05-30,Instagram,West,15700,219317,6628,2251,2151956,3,34
400,2025-05-30,Facebook,North,32401,286851,5285,391,362848,2,7
401,2025-05-30,Facebook,South,47625,83090,3759,2124,1420956,5,57
402,2025-05-30,Google Ads,South,7615,457775,10205,2863,1901032,2,28
403,2025-05-31,Facebook,East,13552,209430,7133,338,191646,3,5
404,2025-05-31,YouTube,East,41865,468429,11950,2251,463706,3,19
405,2025-05-31,Email,North,41764,318423,1516,1861,1779116,0,123
406,2025-05-31,Email,North,13493,351971,6142,1571,458732,2,26
407,2025-06-01,YouTube,East,46638,413737,1304,1993,1987021,0,153
408,2025-06-01,Email,East,27180,239521,8146,127,42037,3,2
409,2025-06-01,Facebook,East,25886,332735,18048,1303,1137519,5,7
410,2025-06-01,Email,East,18123,171522,12642,711,275868,7,6
411,2025-06-01,Instagram,East,7502,280864,12148,284,246512,4,2
412,2025-06-02,YouTube,East,11409,77169,10496,970,500520,14,9
413,2025-06-02,Google Ads,North,32873,191149,15016,2282,2008160,8,15
414,2025-06-03,YouTube,West,29667,361881,15813,1329,720318,4,8
415,2025-06-03,Instagram,East,28479,56103,581,2285,2038220,1,393
416,2025-06-03,Email,West,6807,368511,8958,2098,616812,2,23
417,2025-06-04,Google Ads,West,12517,427004,18915,2307,565215,4,12
418,2025-06-04,Email,North,11896,345754,17057,2303,1517677,5,14
419,2025-06-05,Facebook,East,19164,58720,12388,675,569025,21,5
420,2025-06-05,Email,West,22274,182196,18463,1573,501787,10,9
421,2025-06-05,Google Ads,East,8201,330631,15532,1173,690897,5,8
422,2025-06-06,Email,South,43976,279150,10119,57,20064,4,1
423,2025-06-07,Facebook,East,33240,296632,11064,1464,1237080,4,13
424,2025-06-07,Email,South,20413,399633,2464,481,269841,1,20
425,2025-06-07,Instagram,North,48916,163559,3560,2376,517968,2,67
426,2025-06-07,YouTube,North,49930,413526,13812,2516,2093312,3,18
427,2025-06-08,Google Ads,East,34136,218478,6730,2327,902876,3,35
428,2025-06-09,Instagram,South,8666,498638,14485,1640,1538320,3,11
429,2025-06-09,Instagram,East,28646,246918,16582,2260,646360,7,14
430,2025-06-09,Instagram,West,15312,496095,16677,2965,1141525,3,18
431,2025-06-10,Email,West,22232,402721,8525,571,215838,2,7
432,2025-06-10,Facebook,East,36539,360864,7540,2712,661728,2,36
433,2025-06-11,YouTube,West,35062,461348,16306,2569,1387260,4,16
434,2025-06-12,Facebook,East,38856,273405,13200,2380,1525580,5,18
435,2025-06-12,YouTube,West,10379,278759,5875,1120,773920,2,19
436,2025-06-12,Email,West,35878,393339,2075,1671,624954,1,81
437,2025-06-12,Google Ads,South,25039,317511,5974,2885,2582075,2,48
438,2025-06-13,Google Ads,West,31243,284448,7770,1935,1793745,3,25
439,2025-06-13,YouTube,North,29888,263480,16433,1578,934176,6,10
440,2025-06-13,Instagram,East,37170,479403,16419,226,93112,3,1
441,2025-06-13,YouTube,East,19551,219101,18533,2181,1472175,8,12
442,2025-06-13,Google Ads,West,33049,149510,6851,1771,1050203,5,26
443,2025-06-13,Instagram,North,19171,255215,11574,2718,2565792,5,23
444,2025-06-14,Instagram,South,39300,426027,14038,2623,689849,3,19
445,2025-06-14,Facebook,South,12280,318398,15046,2009,1195355,5,13
446,2025-06-15,Instagram,West,42119,458243,11830,1671,1391943,3,14
447,2025-06-15,Instagram,South,44666,397394,5318,1692,1086264,1,32
448,2025-06-15,Facebook,South,43494,395775,1187,2416,1176592,0,204
449,2025-06-16,Email,East,8110,72149,5601,2792,1535600,8,50
450,2025-06-17,Google Ads,East,33418,46894,14955,2182,1540492,32,15
451,2025-06-17,Facebook,West,10160,335313,577,195,136305,0,34
452,2025-06-17,Facebook,West,8593,106027,1304,1210,517880,1,93
453,2025-06-17,Google Ads,South,41079,204125,19095,2331,806526,9,12
454,2025-06-17,YouTube,East,19649,122031,17578,565,381375,14,3
455,2025-06-17,Google Ads,East,29069,142606,4095,804,639180,3,20
456,2025-06-17,YouTube,South,18323,486249,3492,2570,1937780,1,74
457,2025-06-18,Email,East,40024,497723,13548,2425,948175,3,18
458,2025-06-18,Email,East,10004,456369,8294,226,204304,2,3
459,2025-06-18,Email,North,35965,356727,7573,1599,1196052,2,21
460,2025-06-18,Instagram,West,35192,152550,5282,2577,1605471,3,49
461,2025-06-18,Google Ads,East,31249,466223,5339,1649,484806,1,31
462,2025-06-19,Email,South,40193,132997,16296,924,342804,12,6
463,2025-06-19,Google Ads,North,7729,353283,17226,1011,737019,5,6
464,2025-06-19,Facebook,East,24773,260940,15219,293,230005,6,2
465,2025-06-21,Instagram,East,10341,252450,18012,2647,2525238,7,15
466,2025-06-22,Facebook,West,8636,330440,2122,194,190702,1,9
467,2025-06-22,Google Ads,West,16877,277111,17951,785,673530,6,4
468,2025-06-23,Facebook,East,36446,63930,15335,442,326638,24,3
469,2025-06-24,YouTube,West,13505,261740,19195,239,148180,7,1
470,2025-06-24,Google Ads,East,19706,326030,4148,2988,1344600,1,72
471,2025-06-25,Facebook,South,7763,129918,8481,60,19560,7,1
472,2025-06-25,YouTube,West,35399,391788,3631,1479,1301520,1,41
473,2025-06-25,Instagram,West,25631,200182,14428,2970,727650,7,21
474,2025-06-25,YouTube,East,34673,263200,5634,2064,571728,2,37
475,2025-06-25,Instagram,East,16456,184048,15192,427,426573,8,3
476,2025-06-25,Google Ads,North,22599,137141,1072,1920,1691520,1,179
477,2025-06-25,Instagram,North,34660,294378,19260,258,164862,7,1
478,2025-06-26,Instagram,North,20582,207013,2751,2164,980292,1,79
479,2025-06-26,Email,East,19408,275551,14221,2978,1474110,5,21
480,2025-06-26,YouTube,North,21927,188858,11178,1468,449208,6,13
481,2025-06-26,Email,West,28192,147719,4992,259,88060,3,5
482,2025-06-26,Facebook,North,48594,19438,12092,1578,1391796,62,13
483,2025-06-27,Email,South,41378,95084,14703,2822,1134444,15,19
484,2025-06-28,Email,South,31230,164636,12589,2235,934230,8,18
485,2025-06-28,Facebook,South,23588,148515,12120,2539,2226703,8,21
486,2025-06-28,Email,East,42355,293424,11864,795,558090,4,7
487,2025-06-29,YouTube,West,19441,453783,2387,142,96276,1,6
488,2025-06-29,Facebook,South,37241,461185,18687,2874,1043262,4,15
489,2025-06-29,Instagram,East,39743,387550,902,2011,850653,0,223
490,2025-06-29,Facebook,East,39701,269708,1142,1307,1233808,0,114
491,2025-06-30,Instagram,West,20894,401899,5114,256,161536,1,5
492,2025-06-30,Instagram,West,43972,67214,9759,2793,826728,15,29
493,2025-06-30,Google Ads,West,34078,469066,802,1318,860654,0,164
494,2025-06-30,Google Ads,East,19924,242590,2057,1523,1184894,1,74
495,2025-07-02,Instagram,North,17702,24266,6089,1373,829292,25,23
496,2025-07-02,Facebook,West,38693,346478,8528,2890,1734000,2,34
497,2025-07-02,Instagram,North,6688,418994,15989,167,84168,4,1
498,2025-07-03,YouTube,North,28901,266837,16281,1313,728715,6,8
499,2025-07-03,YouTube,South,41534,395619,18422,733,491110,5,4
500,2025-07-04,Instagram,West,12271,441914,5733,470,378350,1,8
501,2025-07-04,Email,West,20974,233982,10487,1602,419724,4,15
502,2025-07-04,Facebook,West,33620,391430,17304,2377,1466609,4,14
503,2025-07-06,Facebook,South,37290,273245,17815,359,221503,7,2
504,2025-07-07,Email,South,33919,181841,3099,2970,2569050,2,96
505,2025-07-07,Google Ads,East,22283,455319,19644,1634,598044,4,8
506,2025-07-07,Email,West,44626,432068,18589,612,159732,4,3
507,2025-07-07,Email,North,42909,17936,15403,701,654033,86,5
508,2025-07-07,YouTube,North,38882,130221,10365,1117,447917,8,11
509,2025-07-07,Email,East,13089,190285,2740,2127,723180,1,78
510,2025-07-08,Email,North,49680,122690,15463,2099,1987753,13,14
511,2025-07-08,Email,West,21684,120693,7957,1595,1116500,7,20
512,2025-07-08,Instagram,South,30208,461485,16794,1719,630873,4,10
513,2025-07-08,Email,North,16456,380214,18763,1261,569972,5,7
514,2025-07-08,Facebook,South,12217,277777,15733,2861,2740838,6,18
515,2025-07-09,YouTube,North,22624,379902,2064,1624,583016,1,79
516,2025-07-09,Email,East,13715,185343,6086,2482,2357900,3,41
517,2025-07-09,Facebook,South,11180,441434,3265,2283,2276151,1,70
518,2025-07-10,Facebook,West,40310,242091,15979,1616,1300880,7,10
519,2025-07-10,Facebook,South,35555,287477,8701,2733,721512,3,31
520,2025-07-11,Email,East,35835,390532,13838,2452,1189220,4,18
521,2025-07-11,Instagram,East,40748,362041,16714,941,531665,5,6
522,2025-07-11,YouTube,East,7354,160231,4157,2224,791744,3,54
523,2025-07-12,Facebook,West,5269,131709,1554,874,771742,1,56
524,2025-07-12,Google Ads,West,5412,245945,17883,874,838166,7,5
525,2025-07-12,Facebook,South,23980,292648,14236,110,88110,5,1
526,2025-07-12,Instagram,West,25326,277230,12644,710,315240,5,6
527,2025-07-13,YouTube,West,49466,285234,11872,1373,914418,4,12
528,2025-07-13,Google Ads,West,10534,471485,16094,1437,402360,3,9
529,2025-07-13,Email,South,29463,63131,5271,235,50760,8,4
530,2025-07-14,Facebook,North,47667,346351,6199,903,292572,2,15
531,2025-07-14,Instagram,East,19741,246212,17974,914,893892,7,5
532,2025-07-14,Facebook,North,35021,493246,12967,1951,918921,3,15
533,2025-07-14,Instagram,East,41594,129476,2468,1471,514850,2,60
534,2025-07-14,Google Ads,West,43350,177475,533,304,105792,0,57
535,2025-07-14,Email,South,31264,157341,15970,259,209013,10,2
536,2025-07-15,YouTube,South,28343,318086,13045,780,302640,4,6
537,2025-07-15,Email,West,31057,270686,10893,2396,1689180,4,22
538,2025-07-15,Google Ads,South,26414,334924,6467,2587,1280565,2,40
539,2025-07-16,Email,West,33657,460885,6754,1397,491744,1,21
540,2025-07-16,Google Ads,South,16133,477715,9146,1308,593832,2,14
541,2025-07-16,Google Ads,South,47877,18456,19013,581,571123,103,3
542,2025-07-16,Google Ads,East,43826,337024,12312,107,32849,4,1
543,2025-07-16,Instagram,North,44532,400578,2759,1840,651360,1,67
544,2025-07-17,YouTube,East,22783,438240,1402,2902,2460896,0,207
545,2025-07-17,Facebook,West,38413,222137,12707,2094,2035368,6,16
546,2025-07-17,Email,South,31021,384182,15103,2108,1979412,4,14
547,2025-07-17,Email,West,22176,406222,16275,2473,937267,4,15
548,2025-07-17,Email,West,10462,165099,5687,335,177885,3,6
549,2025-07-18,YouTube,South,28354,458415,9647,606,375720,2,6
550,2025-07-18,YouTube,South,36401,488219,9526,1802,864960,2,19
551,2025-07-18,Google Ads,North,29080,252030,14247,1408,543488,6,10
552,2025-07-18,Google Ads,East,20776,289489,18398,2385,1795905,6,13
553,2025-07-19,Email,North,5703,431101,10469,2971,2763030,2,28
554,2025-07-19,Instagram,North,29219,15895,5218,1466,482314,33,28
555,2025-07-19,Facebook,South,30776,254368,5868,983,849312,2,17
556,2025-07-20,Email,West,11042,219272,3110,338,312650,1,11
557,2025-07-20,Facebook,West,29305,306838,16849,2052,1623132,5,12
558,2025-07-20,Email,North,23371,209792,15098,191,79838,7,1
559,2025-07-20,Instagram,East,43774,432614,19313,1029,909636,4,5
560,2025-07-20,YouTube,South,46106,133803,2152,1033,625998,2,48
561,2025-07-21,Instagram,South,9976,284874,17965,1122,1027752,6,6
562,2025-07-22,YouTube,East,19382,363579,14498,1517,612868,4,10
563,2025-07-23,Google Ads,West,19194,66742,8502,1909,444797,13,22
564,2025-07-24,Instagram,South,41679,321093,2366,2593,1332802,1,110
565,2025-07-24,YouTube,East,44443,183326,9615,1477,1344070,5,15
566,2025-07-24,YouTube,North,32669,251927,10892,2090,896610,4,19
567,2025-07-24,Google Ads,West,37652,435166,15242,1792,836864,4,12
568,2025-07-24,Facebook,West,21611,197669,8217,797,243882,4,10
569,2025-07-25,Facebook,East,34050,331960,2501,2433,2194566,1,97
570,2025-07-25,YouTube,West,9290,195317,15251,882,551250,8,6
571,2025-07-25,Google Ads,North,41106,11090,12843,2408,2102184,116,19
572,2025-07-25,Google Ads,East,23755,254595,12161,2422,1596098,5,20
573,2025-07-26,YouTube,North,24396,227174,17242,954,310050,8,6
574,2025-07-26,Facebook,East,15631,188170,15555,506,180136,8,3
575,2025-07-26,YouTube,West,6400,463691,10056,1076,687564,2,11
576,2025-07-27,YouTube,South,46402,29412,1829,1115,600985,6,61
577,2025-07-27,Google Ads,North,16808,336779,6717,1186,716344,2,18
578,2025-07-27,YouTube,West,20875,495209,13264,1220,653920,3,9
579,2025-07-27,Google Ads,South,20396,396400,18661,1819,889491,5,10
580,2025-07-28,Google Ads,North,19732,450066,7845,1583,954549,2,20
581,2025-07-28,YouTube,West,9317,40812,19956,2897,2810090,49,15
582,2025-07-28,Instagram,South,16597,222540,3510,744,318432,2,21
583,2025-07-29,Facebook,South,40817,445613,15266,737,316173,3,5
584,2025-07-29,YouTube,South,39071,464487,7772,267,120417,2,3
585,2025-07-29,Google Ads,West,49381,336963,12029,1351,790335,4,11
586,2025-07-30,Instagram,South,38142,448882,7285,1847,1038014,2,25
587,2025-07-30,YouTube,South,47412,237534,19951,2028,1618344,8,10
588,2025-07-30,YouTube,West,31246,323998,18592,1140,1117200,6,6
589,2025-07-30,Instagram,East,32080,126893,1843,533,392821,1,29
590,2025-07-30,Email,South,15252,364429,11209,2850,1809750,3,25
591,2025-07-31,Email,West,22832,489132,3093,1766,694038,1,57
592,2025-07-31,Facebook,South,12329,140474,5367,154,51898,4,3
593,2025-08-01,Google Ads,West,6311,230640,16549,765,320535,7,5
594,2025-08-01,Facebook,West,8233,21090,7834,2296,1389080,37,29
595,2025-08-01,YouTube,North,19216,416639,18901,629,134606,5,3
596,2025-08-01,Instagram,North,32461,25018,15856,1259,678601,63,8
597,2025-08-01,YouTube,South,30557,195866,6683,1831,807471,3,27
598,2025-08-02,Email,East,34235,278656,16938,1362,656484,6,8
599,2025-08-02,Google Ads,South,15041,300258,4102,1855,549080,1,45
600,2025-08-02,Google Ads,West,47666,46973,5864,1089,528165,12,19
601,2025-08-03,Facebook,East,32382,210435,17091,2735,705630,8,16
602,2025-08-03,Google Ads,South,34737,174262,9069,938,667856,5,10
603,2025-08-04,Facebook,West,21102,74098,14762,2771,2657389,20,19
604,2025-08-04,YouTube,West,47214,473747,19817,2803,2306869,4,14
605,2025-08-04,Facebook,East,49854,71399,16710,860,288960,23,5
606,2025-08-04,Facebook,West,9948,141891,4382,1048,823728,3,24
607,2025-08-05,Facebook,West,18092,400356,1502,2292,1427916,0,153
608,2025-08-06,Google Ads,East,17455,53727,1873,2235,1446045,3,119
609,2025-08-06,Email,North,9968,381923,2643,1382,450532,1,52
610,2025-08-06,YouTube,West,14610,128747,9237,668,180360,7,7
611,2025-08-06,Facebook,West,45519,341775,11232,1568,1244992,3,14
612,2025-08-07,Google Ads,South,38855,170336,11581,2998,1858760,7,26
613,2025-08-07,YouTube,North,44670,329399,842,506,318780,0,60
614,2025-08-07,YouTube,North,26808,114046,19670,445,364455,17,2
615,2025-08-07,Google Ads,North,46037,211479,17753,2084,1861012,8,12
616,2025-08-07,Facebook,West,31794,205994,3016,2940,2316720,1,97
617,2025-08-08,YouTube,East,22833,422629,1982,617,347988,0,31
618,2025-08-08,Google Ads,South,5283,497190,3495,2794,2106676,1,80
619,2025-08-08,Facebook,East,11133,483723,4780,2945,1440105,1,62
620,2025-08-08,Facebook,West,35425,150453,19052,163,162022,13,1
621,2025-08-08,Facebook,South,9017,317239,10892,2499,2451519,3,23
622,2025-08-09,Email,West,38715,16535,9258,2603,1796070,56,28
623,2025-08-09,YouTube,North,20002,115699,16126,965,630145,14,6
624,2025-08-10,Email,West,19245,91412,18701,2210,861900,20,12
625,2025-08-10,Email,South,16627,56354,4639,2111,648077,8,46
626,2025-08-10,YouTube,West,15813,395187,4598,840,613200,1,18
627,2025-08-10,Instagram,South,36175,108317,19929,1459,1333526,18,7
628,2025-08-11,Google Ads,South,9637,226076,5982,301,214613,3,5
629,2025-08-11,Instagram,North,25956,440923,19798,739,470743,4,4
630,2025-08-11,YouTube,North,42542,261749,11044,630,618030,4,6
631,2025-08-11,YouTube,North,11801,20517,15042,1768,850408,73,12
632,2025-08-11,Instagram,West,16088,393399,12114,661,203588,3,5
633,2025-08-11,Facebook,West,30228,348431,19869,201,171453,6,1
634,2025-08-12,Google Ads,West,18549,189697,15858,698,540252,8,4
635,2025-08-12,Email,North,13639,80293,19656,253,101453,24,1
636,2025-08-12,YouTube,West,33121,82453,14388,1106,237790,17,8
637,2025-08-13,YouTube,East,13929,358985,15946,1110,1081140,4,7
638,2025-08-13,Google Ads,North,22237,188068,18493,697,244647,10,4
639,2025-08-14,Instagram,East,21342,354684,4021,1801,1379566,1,45
640,2025-08-14,Google Ads,North,34638,478226,8752,2065,1811005,2,24
641,2025-08-15,Google Ads,West,15406,16653,5682,2111,462309,34,37
642,2025-08-16,YouTube,East,25805,498447,15508,759,366597,3,5
643,2025-08-16,YouTube,East,49391,413814,7346,985,202910,2,13
644,2025-08-16,Facebook,West,6292,437000,8744,138,104742,2,2
645,2025-08-16,Email,South,43704,378445,19918,211,136517,5,1
646,2025-08-17,Email,East,27514,235065,17894,435,422820,8,2
647,2025-08-17,Google Ads,East,31743,413494,2639,2925,1664325,1,111
648,2025-08-18,Google Ads,West,49450,403160,7218,868,759500,2,12
649,2025-08-18,Facebook,East,12834,312594,12558,1320,319440,4,11
650,2025-08-19,Facebook,East,36781,105215,17166,2979,2398095,16,17
651,2025-08-19,Google Ads,North,26514,46080,11870,520,437320,26,4
652,2025-08-20,Instagram,East,20247,21008,5484,461,371566,26,8
653,2025-08-20,Instagram,North,11015,122348,11586,2221,1041649,9,19
654,2025-08-20,Email,East,26516,275479,3155,2274,1280262,1,72
655,2025-08-20,Email,East,48569,256579,4014,2792,2328528,2,70
656,2025-08-20,Google Ads,North,41878,324351,15559,1283,857044,5,8
657,2025-08-20,Email,North,27087,51825,18001,2409,1047915,35,13
658,2025-08-20,Facebook,West,40762,321095,1049,1621,909381,0,155
659,2025-08-22,Email,North,35949,43836,11049,376,277864,25,3
660,2025-08-22,Email,South,31441,141403,4484,1517,1143818,3,34
661,2025-08-23,Google Ads,West,41507,333828,3156,2594,1976628,1,82
662,2025-08-23,Email,South,29236,481825,4403,2850,1590300,1,65
663,2025-08-23,Google Ads,West,44747,90572,17182,2691,1706094,19,16
664,2025-08-23,YouTube,East,12729,405224,18745,1426,466302,5,8
665,2025-08-24,YouTube,South,40754,268480,3930,212,53636,1,5
666,2025-08-24,Email,South,36011,35244,17883,2686,1496102,51,15
667,2025-08-25,Facebook,North,45790,410846,15187,573,450378,4,4
668,2025-08-25,Instagram,South,6880,251474,14941,1451,953307,6,10
669,2025-08-25,YouTube,North,17564,41731,1785,1850,1476300,4,104
670,2025-08-25,YouTube,East,10072,246718,15816,2642,1445174,6,17
671,2025-08-26,Facebook,West,35831,202911,10320,850,848300,5,8
672,2025-08-26,Instagram,West,7156,204891,15043,2803,571812,7,19
673,2025-08-27,Email,North,49091,497551,11849,2650,1929200,2,22
674,2025-08-27,YouTube,South,7503,445239,8761,660,258060,2,8
675,2025-08-27,Google Ads,West,28992,328364,3738,2714,1603974,1,73
676,2025-08-28,Google Ads,North,36043,354390,11979,1933,1289311,3,16
677,2025-08-28,Google Ads,West,6042,285077,7718,358,167902,3,5
678,2025-08-28,Facebook,South,24630,241284,2652,184,167808,1,7
679,2025-08-29,Google Ads,North,49604,156696,3346,2623,1702327,2,78
680,2025-08-29,Instagram,East,39243,183402,1435,899,528612,1,63
681,2025-08-29,Google Ads,East,30931,120203,7519,1622,1255428,6,22
682,2025-08-30,Instagram,West,12023,312072,1447,2871,757944,0,198
683,2025-08-30,Email,West,33074,127411,10694,866,851278,8,8
684,2025-08-31,Instagram,North,12237,218115,18517,583,521785,8,3
685,2025-09-01,Email,West,43424,139501,10521,675,457650,8,6
686,2025-09-01,Email,East,48382,72383,11583,2336,1565120,16,20
687,2025-09-02,Instagram,North,42738,327325,930,890,852620,0,96
688,2025-09-03,Facebook,South,22742,63406,9937,1253,1138977,16,13
689,2025-09-03,Email,West,49809,458836,2191,2572,1334868,0,117
690,2025-09-03,Facebook,West,41682,27203,2284,68,58956,8,3
691,2025-09-03,YouTube,South,20110,42171,4351,1332,444888,10,31
692,2025-09-03,Email,East,44105,284621,5565,519,502392,2,9
693,2025-09-04,Instagram,North,36871,354835,14636,2744,1602496,4,19
694,2025-09-05,YouTube,South,22280,280837,2444,174,110664,1,7
695,2025-09-05,Email,North,49384,442603,15492,510,265200,4,3
696,2025-09-05,YouTube,North,28888,334887,8100,2887,2199894,2,36
697,2025-09-05,YouTube,East,34144,343452,738,1790,1745250,0,243
698,2025-09-07,Email,West,17934,263735,1919,1909,1441295,1,99
699,2025-09-07,Email,East,23174,125425,4829,194,108640,4,4
700,2025-09-07,Instagram,West,43178,193026,9310,1309,1302455,5,14
701,2025-09-07,YouTube,West,23728,281329,9589,2099,1064193,3,22
702,2025-09-07,Google Ads,East,22444,431772,16856,166,143424,4,1
703,2025-09-08,YouTube,East,34888,441136,10121,2519,680130,2,25
704,2025-09-08,YouTube,North,34516,382298,10759,152,92416,3,1
705,2025-09-09,Email,South,21876,318889,10572,637,456092,3,6
706,2025-09-09,YouTube,South,47224,87548,2372,2236,1542840,3,94
707,2025-09-09,Google Ads,North,9146,359071,3757,2426,2016006,1,65
708,2025-09-09,Facebook,South,19600,252486,18132,2969,2191122,7,16
709,2025-09-10,Facebook,West,45759,468177,14332,231,122199,3,2
710,2025-09-10,Email,North,24744,326418,9509,2226,1547070,3,23
711,2025-09-10,Email,East,26786,363145,8306,587,316980,2,7
712,2025-09-11,YouTube,West,8700,291610,11786,698,167520,4,6
713,2025-09-11,Email,South,9209,419468,1578,54,53352,0,3
714,2025-09-11,Google Ads,South,15256,404142,3814,1740,1071840,1,46
715,2025-09-11,Google Ads,South,10489,338824,17574,1780,961200,5,10
716,2025-09-11,Instagram,West,44098,55758,5511,1067,720225,10,19
717,2025-09-12,Google Ads,West,16291,61295,8629,2576,538384,14,30
718,2025-09-13,Instagram,West,8076,15811,3769,1318,1285050,24,35
719,2025-09-13,Facebook,North,39645,312505,8441,1167,484305,3,14
720,2025-09-13,Facebook,North,45928,250267,9582,1617,512589,4,17
721,2025-09-14,Instagram,East,23420,189804,9717,2700,1730700,5,28
722,2025-09-15,YouTube,West,40337,312052,17765,2452,953828,6,14
723,2025-09-15,Email,East,16027,499747,1134,2380,1992060,0,210
724,2025-09-15,Google Ads,South,20329,474818,9470,1998,1940058,2,21
725,2025-09-15,Facebook,South,22183,111711,15205,2262,1574352,14,15
726,2025-09-16,Google Ads,South,6309,85710,16917,272,106896,20,2
727,2025-09-17,Instagram,South,5489,416779,10493,1871,1732546,3,18
728,2025-09-17,YouTube,North,23539,475364,9799,1295,1086505,2,13
729,2025-09-17,Google Ads,North,38252,12889,2124,2767,1743210,16,130
730,2025-09-18,Facebook,East,36058,197930,19289,1447,578800,10,8
731,2025-09-18,Facebook,West,45366,251656,18045,1670,1065460,7,9
732,2025-09-19,Facebook,North,24801,23901,5277,677,591021,22,13
733,2025-09-20,Facebook,East,11473,114182,13450,775,761825,12,6
734,2025-09-20,Instagram,South,32461,52229,9717,1812,828084,19,19
735,2025-09-20,YouTube,South,19514,120912,18066,1530,1496340,15,8
736,2025-09-21,Instagram,East,24289,474901,10350,880,251680,2,9
737,2025-09-21,Google Ads,West,31611,201544,16102,2624,750464,8,16
738,2025-09-22,YouTube,East,49280,22093,14587,1999,453773,66,14
739,2025-09-23,Facebook,South,29848,419512,11523,442,250614,3,4
740,2025-09-23,Email,West,40279,343982,7342,2967,2026461,2,40
741,2025-09-23,Google Ads,North,12891,23496,19077,475,259350,81,2
742,2025-09-23,YouTube,East,35969,320311,1644,1582,957110,1,96
743,2025-09-24,Google Ads,West,14355,213793,19939,762,749046,9,4
744,2025-09-24,Facebook,North,28182,252553,18864,1699,1014303,7,9
745,2025-09-24,Google Ads,East,5848,340824,13745,1128,538056,4,8
746,2025-09-25,YouTube,North,7205,285430,14550,2869,2097239,5,20
747,2025-09-25,Instagram,North,38410,257408,4620,860,190060,2,19
748,2025-09-25,Email,East,49286,186445,1954,2198,2066120,1,112
749,2025-09-26,Facebook,South,9542,402376,19860,176,61248,5,1
750,2025-09-26,YouTube,South,24211,226539,14585,954,844290,6,7
751,2025-09-26,Google Ads,South,14362,344339,17630,1802,873970,5,10
752,2025-09-26,Facebook,East,24450,61486,18297,2705,1974650,30,15
753,2025-09-27,Email,East,40409,35363,15760,2576,2187024,45,16
754,2025-09-27,YouTube,East,31313,470321,5683,570,381330,1,10
755,2025-09-28,YouTube,West,27064,335230,2140,2766,1908540,1,129
756,2025-09-28,Google Ads,East,23280,133180,3211,450,201150,2,14
757,2025-09-29,YouTube,North,15523,131594,552,723,195210,0,131
758,2025-09-30,Email,East,30347,208037,9415,1549,1087398,5,16
759,2025-09-30,Instagram,South,35711,317214,8838,1168,720656,3,13
760,2025-09-30,Google Ads,North,12298,362524,8210,1297,1195834,2,16
761,2025-09-30,YouTube,East,8213,23880,11362,2619,589275,48,23
762,2025-10-02,Facebook,South,32837,306497,13367,2769,2738541,4,21
763,2025-10-02,Email,South,34493,257291,7978,1870,948090,3,23
764,2025-10-02,Instagram,North,12078,148546,18106,831,296667,12,5
765,2025-10-03,YouTube,West,29440,401258,8053,1120,515200,2,14
766,2025-10-03,Google Ads,South,11359,314646,17338,2185,581210,6,13
767,2025-10-03,YouTube,West,5995,11909,3364,2204,2133472,28,66
768,2025-10-04,Email,South,14896,494449,6315,2573,1160423,1,41
769,2025-10-04,YouTube,West,20672,490505,8853,1157,527592,2,13
770,2025-10-04,Facebook,North,11534,265532,1216,2230,1877660,0,183
771,2025-10-04,Facebook,West,43254,27202,3927,2280,1215240,14,58
772,2025-10-04,Instagram,West,22770,141728,11788,2274,1569060,8,19
773,2025-10-04,Instagram,West,43424,129583,3299,1239,759507,3,38
774,2025-10-05,Instagram,West,37847,309637,1289,838,436598,0,65
775,2025-10-05,Google Ads,North,20520,249763,1871,1399,549807,1,75
776,2025-10-06,Facebook,West,25797,262159,11518,641,594207,4,6
777,2025-10-06,Email,West,40366,443292,7821,1927,406597,2,25
778,2025-10-06,YouTube,South,34251,251577,537,705,434280,0,131
779,2025-10-06,Instagram,East,5165,23957,13279,1219,550988,55,9
780,2025-10-06,Google Ads,South,39344,417917,7715,80,61040,2,1
781,2025-10-07,YouTube,East,46741,445646,1792,323,208335,0,18
782,2025-10-07,Email,West,10428,32865,14321,837,512244,44,6
783,2025-10-08,Instagram,East,35936,155579,6208,1109,582225,4,18
784,2025-10-09,Email,South,11624,351031,2111,899,659866,1,43
785,2025-10-09,Google Ads,South,47353,462526,11115,1362,982002,2,12
786,2025-10-09,Facebook,North,36664,109458,13619,501,339177,12,4
787,2025-10-09,YouTube,East,30552,228820,8162,818,587324,4,10
788,2025-10-10,Google Ads,East,39315,405764,19419,1541,938469,5,8
789,2025-10-10,Instagram,South,24717,410121,9278,2845,1615960,2,31
790,2025-10-11,Facebook,East,19817,408477,10991,1537,687039,3,14
791,2025-10-11,Google Ads,East,12638,62009,7460,2219,1690878,12,30
792,2025-10-11,YouTube,North,29082,113202,2077,1273,1069320,2,61
793,2025-10-11,Instagram,East,34386,199687,1049,296,96200,1,28
794,2025-10-14,Google Ads,North,10618,66916,2340,2315,1217690,3,99
795,2025-10-14,Facebook,East,6437,389154,3907,125,49250,1,3
796,2025-10-14,Instagram,South,20867,86671,2775,1157,396851,3,42
797,2025-10-15,Instagram,South,29609,191863,15876,2938,1892072,8,19
798,2025-10-16,Instagram,East,27408,219545,17921,2543,2131034,8,14
